1   10.351  19.298  38.032  72.281
2   7.335   13.486  25.656  49.012
3   6.163   10.910  20.427  38.773
4   5.451   9.234   17.617  33.779
5   5.175   8.872   16.332  30.945
6   4.702   8.116   14.898  28.140
