***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           300
Temperatura:             0.25
Beta:                    4
J:                       1
Delta:                   0.8
Numero blocchi           10
Lunghezza simulazione:   50000
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -1.68e+05  -101   8.16e+04   272
2   -1.68e+05  -187   8.16e+04   48
3   -1.68e+05  -306   8.16e+04   47
4   -1.68e+05  -283   8.16e+04   48
5   -1.68e+05  -330   8.16e+04   47
6   -1.68e+05  -431   8.16e+04   47
7   -1.68e+05  -551   8.16e+04   47
8   -1.68e+05  -534   8.16e+04   48
9   -1.68e+05  -576   8.16e+04   48
10   -1.68e+05  -547   8.16e+04   47
11   -1.68e+05  -369   8.16e+04   48
12   -1.68e+05  -415   8.16e+04   48
13   -1.68e+05  -386   8.16e+04   47
14   -1.68e+05  -302   8.17e+04   47
15   -1.68e+05  -421   8.16e+04   48
16   -1.68e+05  -455   8.17e+04   48
17   -1.68e+05  -455   8.17e+04   48
18   -1.68e+05  -421   8.17e+04   48
19   -1.68e+05  -398   8.17e+04   48
20   -1.68e+05  -435   8.17e+04   48
21   -1.68e+05  -376   8.16e+04   47
22   -1.68e+05  -464   8.16e+04   48
23   -1.68e+05  -628   8.17e+04   48
24   -1.68e+05  -645   8.17e+04   47
25   -1.68e+05  -677   8.17e+04   47
26   -1.68e+05  -682   8.17e+04   47
27   -1.68e+05  -574   8.17e+04   48
28   -1.68e+05  -584   8.16e+04   48
29   -1.68e+05  -587   8.16e+04   48
30   -1.68e+05  -622   8.16e+04   48
31   -1.68e+05  -637   8.16e+04   48
32   -1.68e+05  -597   8.15e+04   48
33   -1.68e+05  -571   8.16e+04   48
34   -1.68e+05  -590   8.16e+04   47
35   -1.68e+05  -558   8.16e+04   48
36   -1.68e+05  -605   8.16e+04   47
37   -1.68e+05  -631   8.16e+04   47
38   -1.68e+05  -577   8.17e+04   47
39   -1.68e+05  -697   8.17e+04   48
40   -1.68e+05  -751   8.16e+04   48
41   -1.68e+05  -721   8.16e+04   47
42   -1.68e+05  -737   8.17e+04   47
43   -1.68e+05  -712   8.16e+04   48
44   -1.68e+05  -682   8.16e+04   47
45   -1.68e+05  -624   8.16e+04   47
46   -1.68e+05  -653   8.16e+04   47
47   -1.68e+05  -577   8.16e+04   48
48   -1.68e+05  -601   8.16e+04   48
49   -1.68e+05  -475   8.16e+04   48
50   -1.68e+05  -444   8.16e+04   47
51   -1.68e+05  -489   8.16e+04   48
52   -1.68e+05  -553   8.16e+04   47
53   -1.68e+05  -460   8.16e+04   47
54   -1.68e+05  -485   8.16e+04   48
55   -1.68e+05  -533   8.16e+04   47
56   -1.68e+05  -574   8.16e+04   47
57   -1.68e+05  -579   8.16e+04   48
58   -1.68e+05  -496   8.16e+04   48
59   -1.68e+05  -432   8.16e+04   48
60   -1.68e+05  -412   8.16e+04   47
61   -1.68e+05  -338   8.16e+04   48
62   -1.68e+05  -409   8.16e+04   48
63   -1.68e+05  -423   8.16e+04   47
64   -1.68e+05  -307   8.16e+04   48
65   -1.68e+05  -270   8.16e+04   47
66   -1.68e+05  -195   8.16e+04   47
67   -1.68e+05  -196   8.16e+04   47
68   -1.68e+05  -217   8.16e+04   48
69   -1.68e+05  -298   8.16e+04   47
70   -1.68e+05  -341   8.17e+04   47
71   -1.68e+05  -356   8.17e+04   47
72   -1.68e+05  -421   8.17e+04   47
73   -1.68e+05  -458   8.17e+04   48
74   -1.68e+05  -499   8.16e+04   47
75   -1.68e+05  -566   8.17e+04   48
76   -1.68e+05  -593   8.16e+04   47
77   -1.68e+05  -592   8.17e+04   48
78   -1.68e+05  -582   8.16e+04   48
79   -1.68e+05  -601   8.17e+04   47
80   -1.68e+05  -608   8.17e+04   47
81   -1.68e+05  -701   8.17e+04   48
