#time	ekin		epot		etot		chain_length
0	11.740600	0.000218	11.740818	22.000227
0.01	11.701226	0.039631	11.740857	22.031910
0.02	11.585419	0.155476	11.740895	22.063525
0.03	11.394884	0.346050	11.740934	22.095012
0.04	11.132428	0.608544	11.740973	22.126308
0.05	10.801924	0.939087	11.741011	22.157354
0.06	10.408245	1.332805	11.741050	22.188089
0.07	9.957196	1.783892	11.741088	22.218453
0.08	9.455426	2.285701	11.741127	22.248389
0.09	8.910323	2.830842	11.741165	22.277840
0.1	8.329909	3.411294	11.741204	22.306749
0.11	7.722718	4.018525	11.741242	22.335064
0.12	7.097662	4.643619	11.741281	22.362733
0.13	6.463906	5.277414	11.741320	22.389703
0.14	5.830723	5.910635	11.741358	22.415929
0.15	5.207359	6.534038	11.741397	22.441363
0.16	4.602894	7.138542	11.741435	22.465962
0.17	4.026103	7.715371	11.741474	22.489684
0.18	3.485331	8.256182	11.741512	22.512491
0.19	2.988360	8.753191	11.741551	22.534346
0.2	2.542304	9.199286	11.741589	22.555216
0.21	2.153492	9.588136	11.741628	22.575071
0.22	1.827384	9.914282	11.741667	22.593883
0.23	1.568487	10.173218	11.741705	22.611628
0.24	1.380287	10.361457	11.741744	22.628283
0.25	1.265203	10.476579	11.741782	22.643830
0.26	1.224552	10.517269	11.741821	22.658254
0.27	1.258530	10.483329	11.741859	22.671543
0.28	1.366214	10.375684	11.741898	22.683688
0.29	1.545577	10.196359	11.741936	22.694684
0.3	1.793525	9.948450	11.741975	22.704527
0.31	2.105940	9.636073	11.742014	22.713218
0.32	2.477753	9.264299	11.742052	22.720762
0.33	2.903017	8.839073	11.742091	22.727166
0.34	3.375003	8.367127	11.742129	22.732439
0.35	3.886301	7.855867	11.742168	22.736594
0.36	4.428938	7.313269	11.742206	22.739650
0.37	4.994497	6.747747	11.742245	22.741623
0.38	5.574251	6.168032	11.742283	22.742537
0.39	6.159289	5.583033	11.742322	22.742416
0.4	6.740659	5.001702	11.742360	22.741288
0.41	7.309499	4.432900	11.742399	22.739183
0.42	7.857178	3.885260	11.742438	22.736133
0.43	8.375417	3.367059	11.742476	22.732174
0.44	8.856426	2.886089	11.742515	22.727343
0.45	9.293011	2.449542	11.742553	22.721679
0.46	9.678688	2.063903	11.742592	22.715222
0.47	10.007779	1.734851	11.742630	22.708017
0.48	10.275493	1.467176	11.742669	22.700107
0.49	10.478002	1.264705	11.742708	22.691540
0.5	10.612492	1.130254	11.742746	22.682362
0.51	10.677206	1.065579	11.742785	22.672622
0.52	10.671465	1.071358	11.742823	22.662371
0.53	10.595679	1.147183	11.742862	22.651658
0.54	10.451333	1.291567	11.742900	22.640536
0.55	10.240966	1.501972	11.742939	22.629055
0.56	9.968125	1.774852	11.742977	22.617268
0.57	9.637308	2.105708	11.743016	22.605228
0.58	9.253894	2.489160	11.743054	22.592987
0.59	8.824058	2.919035	11.743093	22.580597
0.6	8.354670	3.388462	11.743132	22.568111
0.61	7.853192	3.889978	11.743170	22.555579
0.62	7.327558	4.415651	11.743209	22.543052
0.63	6.786052	4.957195	11.743247	22.530581
0.64	6.237181	5.506105	11.743286	22.518214
0.65	5.689539	6.053785	11.743324	22.506000
0.66	5.151679	6.591684	11.743363	22.493985
0.67	4.631977	7.111425	11.743401	22.482215
0.68	4.138506	7.604934	11.743440	22.470733
0.69	3.678911	8.064568	11.743479	22.459581
0.7	3.260293	8.483224	11.743517	22.448800
0.71	2.889099	8.854456	11.743556	22.438429
0.72	2.571027	9.172568	11.743594	22.428502
0.73	2.310934	9.432699	11.743633	22.419056
0.74	2.112769	9.630902	11.743671	22.410122
0.75	1.979511	9.764199	11.743710	22.401731
0.76	1.913125	9.830624	11.743748	22.393908
0.77	1.914533	9.829254	11.743787	22.386681
0.78	1.983606	9.760220	11.743826	22.380071
0.79	2.119161	9.624703	11.743864	22.374098
0.8	2.318987	9.424915	11.743903	22.368780
0.81	2.579880	9.164061	11.743941	22.364133
0.82	2.897692	8.846288	11.743980	22.360167
0.83	3.267397	8.476621	11.744018	22.356894
0.84	3.683175	8.060881	11.744057	22.354320
0.85	4.138496	7.605599	11.744095	22.352450
0.86	4.626226	7.117907	11.744134	22.351285
0.87	5.138739	6.605434	11.744172	22.350825
0.88	5.668031	6.076180	11.744211	22.351066
0.89	6.205849	5.538400	11.744250	22.352003
0.9	6.743817	5.000471	11.744288	22.353627
0.91	7.273564	4.470763	11.744327	22.355929
0.92	7.786852	3.957513	11.744365	22.358894
0.93	8.275709	3.468694	11.744404	22.362507
0.94	8.732545	3.011898	11.744442	22.366752
0.95	9.150268	2.594212	11.744481	22.371608
0.96	9.522400	2.222119	11.744519	22.377054
0.97	9.843168	1.901390	11.744558	22.383066
