#Time Step Temp c_Twater PotEng KinEng TotEng
0 0 0 0 -800.89761 0 -800.89761
0.1 100 235.1891 235.1845 -891.46605 91.171329 -800.29472
0.2 200 235.67606 235.67307 -890.81805 91.360102 -799.45795
0.3 300 241.00144 240.99552 -892.61123 93.424491 -799.18674
0.4 400 242.52685 242.5207 -892.5545 94.015819 -798.53868
0.5 500 244.25176 244.23594 -892.97317 94.684484 -798.28868
0.6 600 248.8681 248.85164 -894.24419 96.474012 -797.77018
0.7 700 254.8091 254.78842 -895.52442 98.777046 -796.74738
0.8 800 252.09003 252.06644 -893.99344 97.722998 -796.27044
0.9 900 255.83971 255.81002 -894.85927 99.176564 -795.68271
1 1000 260.04512 260.02403 -896.26564 100.8068 -795.45885
1.1 1100 263.24895 263.22068 -897.32938 102.04876 -795.28062
1.2 1200 261.02946 260.99518 -896.1575 101.18838 -794.96912
1.3 1300 262.9231 262.8901 -896.62243 101.92245 -794.69998
1.4 1400 270.46646 270.42722 -899.41146 104.84664 -794.56482
1.5 1500 267.0224 266.98553 -897.81567 103.51155 -794.30413
1.6 1600 264.81772 264.77781 -896.0941 102.6569 -793.4372
1.7 1700 269.03929 268.98931 -897.35511 104.2934 -793.06172
1.8 1800 267.79782 267.75371 -896.48146 103.81214 -792.66932
1.9 1900 265.87193 265.81223 -894.97991 103.06557 -791.91434
2 2000 269.95566 269.87979 -896.12238 104.64863 -791.47375
2.1 2100 272.95012 272.86541 -897.18369 105.80944 -791.37426
2.2 2200 275.24652 275.14488 -897.73796 106.69964 -791.03832
2.3 2300 275.96416 275.87901 -898.08877 106.97783 -791.11094
2.4 2400 275.07414 274.99945 -897.62742 106.63282 -790.9946
2.5 2500 274.25471 274.17781 -897.20635 106.31516 -790.89119
2.6 2600 277.57714 277.49125 -898.91602 107.60311 -791.31291
2.7 2700 274.71493 274.61461 -897.28331 106.49357 -790.78975
2.8 2800 274.22618 274.08884 -897.30146 106.3041 -790.99736
2.9 2900 277.03299 276.86233 -898.18489 107.39217 -790.79272
3 3000 278.63638 278.46346 -898.99123 108.01372 -790.97751
3.1 3100 274.76704 274.59822 -897.73348 106.51376 -791.21972
3.2 3200 278.24144 278.08731 -898.69865 107.86062 -790.83803
3.3 3300 275.83194 275.66527 -897.75376 106.92658 -790.82718
3.4 3400 287.35264 287.18469 -902.18318 111.39259 -790.79059
3.5 3500 280.88421 280.72946 -899.50045 108.8851 -790.61536
3.6 3600 284.70507 284.55346 -900.89746 110.36626 -790.5312
3.7 3700 283.83254 283.68673 -900.36069 110.02802 -790.33267
3.8 3800 289.69239 289.55131 -902.39699 112.29959 -790.0974
3.9 3900 283.97269 283.81965 -900.10453 110.08235 -790.02218
4 4000 284.94207 284.78848 -900.50045 110.45813 -790.04232
4.1 4100 280.69861 280.51642 -898.05737 108.81314 -789.24422
4.2 4200 285.82371 285.6312 -900.00092 110.7999 -789.20102
4.3 4300 288.41612 288.19656 -901.36753 111.80485 -789.56269
4.4 4400 285.12058 284.91988 -899.66599 110.52733 -789.13866
4.5 4500 281.93522 281.72542 -898.95123 109.29252 -789.65871
4.6 4600 292.13592 291.96574 -902.53258 113.24683 -789.28575
4.7 4700 287.08794 286.93112 -900.14996 111.28998 -788.85998
4.8 4800 287.78045 287.5915 -900.30499 111.55843 -788.74657
4.9 4900 292.23083 292.07309 -901.89696 113.28362 -788.61334
5 5000 294.22619 294.05485 -902.83366 114.05713 -788.77653
5.1 5100 289.79922 289.63282 -900.74073 112.34101 -788.39973
5.2 5200 284.53057 284.31795 -898.2029 110.29861 -787.90429
5.3 5300 294.32548 294.13148 -901.50848 114.09562 -787.41286
5.4 5400 290.95396 290.73349 -900.16593 112.78864 -787.37729
5.5 5500 293.0029 292.79339 -900.37665 113.58292 -786.79374
5.6 5600 290.31472 290.12624 -899.61859 112.54084 -787.07774
5.7 5700 287.46787 287.2673 -897.76626 111.43726 -786.32901
5.8 5800 300.43964 300.23946 -902.69336 116.46578 -786.22758
5.9 5900 297.19584 296.99155 -901.2151 115.20832 -786.00678
6 6000 297.36794 297.15041 -900.7908 115.27503 -785.51577
6.1 6100 288.15423 287.95159 -897.85711 111.70333 -786.15378
6.2 6200 291.42623 291.19689 -899.12419 112.97172 -786.15247
6.3 6300 295.31237 295.08874 -900.42042 114.47819 -785.94223
6.4 6400 293.0363 292.83521 -899.25089 113.59587 -785.65503
6.5 6500 287.65832 287.46256 -896.62128 111.51109 -785.1102
6.6 6600 295.82774 295.65988 -900.03333 114.67797 -785.35536
6.7 6700 296.26603 296.06521 -899.82442 114.84787 -784.97655
6.8 6800 292.10318 291.9159 -898.22145 113.23414 -784.9873
6.9 6900 297.36958 297.17116 -900.32063 115.27567 -785.04496
7 7000 295.18093 294.9465 -899.68024 114.42723 -785.25301
7.1 7100 297.47112 297.23919 -900.64221 115.31503 -785.32718
7.2 7200 289.13647 288.88818 -897.63107 112.08409 -785.54698
7.3 7300 300.90588 300.66514 -902.28758 116.64652 -785.64106
7.4 7400 295.30969 295.07886 -899.92971 114.47715 -785.45256
7.5 7500 290.69754 290.47057 -898.11871 112.68924 -785.42947
7.6 7600 299.44106 299.23956 -901.24973 116.07868 -785.17105
7.7 7700 295.32389 295.10979 -899.78413 114.48265 -785.30148
7.8 7800 294.56852 294.32818 -899.57217 114.18983 -785.38234
7.9 7900 307.25475 307.00531 -904.03103 119.10766 -784.92337
8 8000 299.41605 299.16696 -901.65225 116.06898 -785.58327
8.1 8100 299.32423 299.0593 -901.47336 116.03339 -785.43997
8.2 8200 296.39894 296.14108 -899.58083 114.8994 -784.68144
8.3 8300 295.67914 295.33942 -899.47926 114.62037 -784.8589
8.4 8400 300.54532 300.18505 -901.03977 116.50675 -784.53302
8.5 8500 293.26542 292.86019 -898.89373 113.68468 -785.20905
8.6 8600 301.63325 301.21009 -902.26193 116.92848 -785.33344
8.7 8700 291.43016 291.03611 -897.78078 112.97324 -784.80753
8.8 8800 300.51291 300.15364 -900.96914 116.49418 -784.47496
8.9 8900 298.2986 297.91377 -900.77411 115.6358 -785.1383
9 9000 295.28001 294.92924 -899.82496 114.46564 -785.35932
9.1 9100 295.85019 295.5443 -899.7334 114.68667 -785.04672
9.2 9200 297.23657 296.94009 -900.00508 115.2241 -784.78097
9.3 9300 296.87506 296.56138 -899.5342 115.08397 -784.45024
9.4 9400 298.77675 298.45038 -900.33408 115.82116 -784.51292
9.5 9500 298.96337 298.61232 -900.83184 115.8935 -784.93834
9.6 9600 294.77694 294.42441 -899.72362 114.27063 -785.45299
9.7 9700 301.66798 301.30315 -902.7564 116.94195 -785.81446
9.8 9800 303.96358 303.52325 -903.75214 117.83184 -785.9203
9.9 9900 295.24593 294.76665 -900.54355 114.45243 -786.09111
10 10000 301.60867 301.12776 -903.56138 116.91896 -786.64242
10.1 10100 298.81788 298.2756 -901.93224 115.8371 -786.09514
10.2 10200 299.87234 299.35926 -902.62488 116.24586 -786.37902
10.3 10300 301.71727 301.19732 -903.2072 116.96105 -786.24615
10.4 10400 291.72642 291.25098 -899.86613 113.08809 -786.77805
10.5 10500 294.88415 294.43644 -901.07507 114.31219 -786.76289
10.6 10600 304.78355 304.27939 -904.7945 118.1497 -786.6448
10.7 10700 300.35416 299.89386 -903.44249 116.43264 -787.00985
10.8 10800 301.05828 300.61512 -903.69454 116.7056 -786.98895
10.9 10900 296.66186 296.23975 -902.53261 115.00132 -787.53129
11 11000 302.50828 302.06861 -904.61239 117.26769 -787.3447
11.1 11100 302.50677 302.01159 -904.80561 117.2671 -787.53851
11.2 11200 298.36453 297.85619 -903.07631 115.66136 -787.41495
11.3 11300 296.0275 295.57432 -902.48357 114.75541 -787.72816
11.4 11400 305.1759 304.74336 -906.46769 118.3018 -788.16589
11.5 11500 298.42843 298.03574 -903.89228 115.68613 -788.20615
11.6 11600 303.04816 302.6987 -905.57925 117.47698 -788.10227
11.7 11700 298.22925 297.88201 -903.68197 115.60892 -788.07305
11.8 11800 297.90906 297.55062 -903.4289 115.4848 -787.9441
11.9 11900 302.89185 302.55769 -904.98386 117.41638 -787.56748
12 12000 302.0558 301.75617 -904.21176 117.09228 -787.11947
12.1 12100 298.55088 298.21472 -902.99558 115.7336 -787.26198
12.2 12200 298.96128 298.61114 -904.02121 115.89269 -788.12852
12.3 12300 296.62269 296.28219 -903.30008 114.98613 -788.31395
12.4 12400 297.33769 296.9955 -904.37989 115.26331 -789.11658
12.5 12500 301.92844 301.51648 -906.35449 117.04292 -789.31157
12.6 12600 297.51058 297.10905 -904.48384 115.33033 -789.15352
12.7 12700 296.50379 296.11562 -903.70058 114.94004 -788.76054
12.8 12800 299.55623 299.17964 -905.40246 116.12332 -789.27914
12.9 12900 293.54221 293.1591 -902.81088 113.79198 -789.01889
13 13000 292.7148 292.29389 -902.83974 113.47124 -789.3685
13.1 13100 286.30526 285.90236 -900.89626 110.98657 -789.90969
13.2 13200 295.67881 295.35404 -904.47593 114.62024 -789.85569
13.3 13300 294.08152 293.74003 -903.52633 114.00105 -789.52528
13.4 13400 300.09084 299.6942 -906.03273 116.33057 -789.70216
13.5 13500 296.20498 295.81944 -904.1244 114.82421 -789.30019
13.6 13600 298.699 298.30376 -904.91262 115.79102 -789.1216
13.7 13700 295.64066 295.2442 -903.55352 114.60545 -788.94807
13.8 13800 300.22021 299.82373 -905.47841 116.38072 -789.09769
13.9 13900 295.55991 295.14306 -903.5272 114.57415 -788.95305
14 14000 305.34272 304.9222 -907.46908 118.36646 -789.10261
14.1 14100 296.85257 296.46204 -904.0284 115.07525 -788.95315
14.2 14200 295.495 295.15702 -903.57351 114.54898 -789.02453
14.3 14300 294.00904 293.64915 -902.92443 113.97295 -788.95148
14.4 14400 295.90318 295.57722 -903.82971 114.70721 -789.1225
14.5 14500 296.03667 295.70707 -903.95313 114.75896 -789.19417
14.6 14600 296.25448 295.92761 -903.88007 114.8434 -789.03667
14.7 14700 289.45412 289.10719 -900.92732 112.20723 -788.72009
14.8 14800 295.33737 294.96673 -903.47452 114.48788 -788.98664
14.9 14900 292.62821 292.21283 -902.59103 113.43767 -789.15336
15 15000 296.36307 295.90578 -903.33849 114.88549 -788.453
15.1 15100 298.61685 298.13371 -904.44714 115.75917 -788.68797
15.2 15200 298.05063 297.58772 -903.51404 115.53968 -787.97436
15.3 15300 293.84707 293.45291 -901.86582 113.91016 -787.95566
15.4 15400 301.0732 300.6824 -905.0353 116.71138 -788.32391
15.5 15500 294.52744 294.11004 -902.22269 114.17391 -788.04878
15.6 15600 292.51429 292.0847 -901.69094 113.39351 -788.29743
15.7 15700 296.14665 295.79506 -903.08053 114.8016 -788.27893
15.8 15800 296.32944 295.96872 -903.69125 114.87246 -788.81879
15.9 15900 291.04521 290.68397 -901.41253 112.82402 -788.58851
16 16000 301.20403 300.8362 -905.32033 116.7621 -788.55823
16.1 16100 298.91028 298.56255 -904.28069 115.87292 -788.40777
16.2 16200 298.04256 297.77227 -904.24389 115.53655 -788.70734
16.3 16300 295.23609 294.96887 -903.4611 114.44862 -789.01248
16.4 16400 299.0419 298.7891 -905.07549 115.92394 -789.15154
16.5 16500 293.47782 293.19578 -902.65484 113.76702 -788.88782
16.6 16600 296.6006 296.27628 -903.92441 114.97757 -788.94684
16.7 16700 295.22698 294.91015 -903.39438 114.44509 -788.94929
16.8 16800 300.92494 300.57733 -905.30849 116.65391 -788.65458
16.9 16900 293.89717 293.53926 -902.17897 113.92958 -788.24939
17 17000 301.55166 301.19399 -905.141 116.89685 -788.24415
17.1 17100 301.03453 300.62851 -904.66495 116.69639 -787.96856
17.2 17200 302.87772 302.46036 -905.28321 117.4109 -787.87231
17.3 17300 301.23948 300.78682 -904.50837 116.77584 -787.73253
17.4 17400 305.48024 304.99257 -906.01818 118.41977 -787.59841
17.5 17500 300.63818 300.13307 -904.20972 116.54274 -787.66698
17.6 17600 298.51273 297.98046 -903.54079 115.71881 -787.82198
17.7 17700 293.97239 293.49341 -902.05468 113.95874 -788.09594
17.8 17800 301.1819 300.65003 -904.96563 116.75352 -788.21211
17.9 17900 293.22801 292.74958 -902.51945 113.67018 -788.84926
18 18000 294.41495 293.94297 -902.50081 114.1303 -788.37051
18.1 18100 303.91398 303.41016 -905.54049 117.81261 -787.72788
18.2 18200 301.21811 300.7178 -904.54793 116.76755 -787.78037
18.3 18300 299.72362 299.19502 -903.64654 116.18821 -787.45833
18.4 18400 300.96798 300.45881 -904.37415 116.67059 -787.70356
18.5 18500 301.70603 301.21063 -904.57739 116.9567 -787.6207
18.6 18600 304.07307 303.60274 -905.06778 117.87428 -787.19349
18.7 18700 296.5009 296.06781 -902.19792 114.93892 -787.259
18.8 18800 295.99783 295.55228 -901.98129 114.74391 -787.23738
18.9 18900 298.91546 298.51241 -903.61467 115.87493 -787.73974
19 19000 298.13434 297.7552 -903.67941 115.57213 -788.10729
19.1 19100 297.93652 297.57959 -903.4564 115.49544 -787.96096
19.2 19200 305.25532 304.89751 -906.60042 118.33259 -788.26784
19.3 19300 300.35108 300.00667 -904.42957 116.43145 -787.99813
19.4 19400 301.94339 301.61524 -904.71062 117.04871 -787.66191
19.5 19500 298.98028 298.63528 -904.25191 115.90006 -788.35185
19.6 19600 296.03732 295.692 -903.24185 114.75922 -788.48263
19.7 19700 306.23795 305.88472 -906.89159 118.7135 -788.17809
19.8 19800 298.71672 298.31724 -903.89394 115.79789 -788.09605
19.9 19900 304.7245 304.33071 -906.05657 118.12681 -787.92976
20 20000 302.26159 301.91867 -905.37081 117.17206 -788.19875
20.1 20100 296.37417 296.03263 -903.02459 114.8898 -788.13479
20.2 20200 299.81571 299.47144 -904.6706 116.22391 -788.44669
20.3 20300 299.57511 299.27639 -904.32487 116.13064 -788.19423
20.4 20400 289.96419 289.63128 -901.00738 112.40496 -788.60242
20.5 20500 299.28327 299.05288 -904.54721 116.01751 -788.5297
20.6 20600 297.99427 297.80904 -904.3216 115.51783 -788.80378
20.7 20700 296.53702 296.36789 -903.74826 114.95292 -788.79534
20.8 20800 298.9981 298.83168 -904.42452 115.90696 -788.51756
20.9 20900 299.26892 299.08854 -904.67174 116.01195 -788.6598
21 21000 300.9522 300.80781 -905.11897 116.66447 -788.4545
21.1 21100 297.01077 296.8395 -903.98228 115.13657 -788.8457
21.2 21200 300.6421 300.45894 -905.47685 116.54426 -788.93259
21.3 21300 293.9165 293.68864 -903.01924 113.93707 -789.08217
21.4 21400 297.35433 297.13779 -904.73927 115.26976 -789.46951
21.5 21500 301.16853 300.99733 -905.98468 116.74833 -789.23635
21.6 21600 301.93288 301.74472 -906.48661 117.04464 -789.44198
21.7 21700 298.59586 298.43135 -905.33716 115.75104 -789.58612
21.8 21800 305.25979 305.09665 -907.58236 118.33432 -789.24804
21.9 21900 297.98987 297.84656 -904.43657 115.51612 -788.92045
22 22000 298.85768 298.72361 -904.15256 115.85253 -788.30003
22.1 22100 301.27093 301.14723 -905.03965 116.78803 -788.25162
22.2 22200 300.31177 300.20886 -904.44891 116.41621 -788.0327
22.3 22300 302.81665 302.70067 -905.90464 117.38723 -788.51741
22.4 22400 299.89513 299.77241 -904.95661 116.2547 -788.70191
22.5 22500 297.86026 297.75838 -904.27014 115.46588 -788.80426
22.6 22600 292.95577 292.83618 -903.10769 113.56465 -789.54304
22.7 22700 295.00865 294.90196 -903.78593 114.36045 -789.42548
22.8 22800 297.87046 297.75651 -904.8177 115.46984 -789.34787
22.9 22900 303.2254 303.11106 -906.92449 117.54568 -789.37881
23 23000 299.08625 298.98375 -905.11644 115.94114 -789.17531
23.1 23100 305.4826 305.38891 -907.90313 118.42069 -789.48244
23.2 23200 294.44413 294.35376 -903.06692 114.14161 -788.92531
23.3 23300 305.3391 305.24879 -907.52105 118.36506 -789.15599
23.4 23400 305.26825 305.18405 -907.84564 118.3376 -789.50804
23.5 23500 300.27656 300.18963 -905.62441 116.40256 -789.22185
23.6 23600 301.37628 301.29695 -905.69678 116.82887 -788.86791
23.7 23700 306.50121 306.44355 -907.64282 118.81555 -788.82727
23.8 23800 298.33398 298.27351 -904.62767 115.64952 -788.97815
23.9 23900 303.23708 303.14593 -906.49922 117.55021 -788.94901
24 24000 304.55374 304.47033 -906.30454 118.06062 -788.24392
24.1 24100 302.52771 302.46149 -905.41758 117.27522 -788.14235
24.2 24200 300.74529 300.67411 -904.50138 116.58427 -787.91712
24.3 24300 304.60627 304.52608 -906.42139 118.08098 -788.34042
24.4 24400 302.06828 301.9961 -905.97279 117.09712 -788.87567
24.5 24500 301.72606 301.6648 -905.8471 116.96446 -788.88264
24.6 24600 293.82844 293.78616 -902.66939 113.90294 -788.76646
24.7 24700 302.32827 302.30128 -905.6093 117.19791 -788.4114
24.8 24800 296.28256 296.23342 -903.23698 114.85428 -788.3827
24.9 24900 305.40665 305.34999 -906.69833 118.39125 -788.30708
25 25000 301.15789 301.10084 -905.49726 116.74421 -788.75305
25.1 25100 299.36955 299.30079 -905.01234 116.05096 -788.96138
25.2 25200 305.14576 305.08384 -906.98236 118.29011 -788.69225
25.3 25300 295.16923 295.10941 -903.51448 114.4227 -789.09178
25.4 25400 303.80275 303.75658 -906.71922 117.76949 -788.94973
25.5 25500 304.53943 304.47936 -906.76714 118.05507 -788.71207
25.6 25600 298.17139 298.1159 -903.76245 115.58649 -788.17596
25.7 25700 300.62876 300.57198 -904.72182 116.53909 -788.18273
25.8 25800 301.32802 301.24533 -904.91997 116.81016 -788.10981
25.9 25900 305.70806 305.62099 -906.61817 118.50809 -788.11008
26 26000 301.16362 301.07034 -904.98762 116.74643 -788.24119
26.1 26100 297.92068 297.81498 -903.54665 115.4893 -788.05735
26.2 26200 304.98719 304.88256 -906.62084 118.22864 -788.3922
26.3 26300 301.94788 301.82189 -905.96125 117.05045 -788.9108
26.4 26400 300.1786 300.07407 -905.43766 116.36459 -789.07307
26.5 26500 300.66733 300.55975 -906.08242 116.55404 -789.52838
26.6 26600 301.0087 300.88229 -906.15171 116.68638 -789.46533
26.7 26700 301.9492 301.8442 -906.60212 117.05096 -789.55116
26.8 26800 295.81918 295.69627 -903.9925 114.67465 -789.31785
26.9 26900 293.16536 293.0114 -903.20559 113.6459 -789.55969
27 27000 299.9426 299.79343 -905.57832 116.2731 -789.30522
27.1 27100 304.71126 304.56231 -907.02303 118.12168 -788.90135
27.2 27200 296.67059 296.49348 -903.99061 115.0047 -788.98591
27.3 27300 302.03644 301.88761 -906.42084 117.08478 -789.33606
27.4 27400 301.67641 301.52257 -906.10469 116.94522 -789.15947
27.5 27500 300.87906 300.72804 -905.70603 116.63612 -789.06991
27.6 27600 291.89701 291.72014 -902.57525 113.15422 -789.42104
27.7 27700 296.72839 296.58426 -904.46437 115.02711 -789.43726
27.8 27800 304.59962 304.48067 -908.14954 118.0784 -790.07114
27.9 27900 302.12349 302.01096 -906.94322 117.11852 -789.8247
28 28000 298.91683 298.82521 -906.26322 115.87546 -790.38776
28.1 28100 300.55265 300.48031 -906.3869 116.50959 -789.87732
28.2 28200 304.6317 304.56843 -907.93571 118.09084 -789.84487
28.3 28300 304.71723 304.64833 -908.21505 118.12399 -790.09105
28.4 28400 288.41786 288.34997 -901.71047 111.80552 -789.90494
28.5 28500 302.57996 302.53727 -907.29935 117.29548 -790.00387
28.6 28600 295.15444 295.09017 -904.5651 114.41696 -790.14813
28.7 28700 304.44386 304.39448 -907.73698 118.01802 -789.71896
28.8 28800 300.24016 300.20337 -906.0663 116.38845 -789.67785
28.9 28900 298.00913 297.95131 -904.81825 115.52359 -789.29466
29 29000 301.09404 301.04089 -905.81387 116.71946 -789.09441
29.1 29100 298.96844 298.91395 -904.86792 115.89547 -788.97245
29.2 29200 298.34417 298.29553 -904.51702 115.65347 -788.86355
29.3 29300 298.44626 298.39932 -904.82934 115.69304 -789.1363
29.4 29400 305.17713 305.1164 -907.5411 118.30227 -789.23883
29.5 29500 303.08503 303.02448 -906.87736 117.49127 -789.38609
29.6 29600 304.84558 304.77389 -907.67229 118.17375 -789.49854
29.7 29700 301.62828 301.57347 -905.68803 116.92656 -788.76147
29.8 29800 298.40263 298.33756 -903.93512 115.67613 -788.25899
29.9 29900 304.30632 304.22865 -906.36975 117.9647 -788.40504
30 30000 299.2203 299.16618 -904.35027 115.9931 -788.35717
30.1 30100 305.13354 305.06227 -906.13049 118.28538 -787.84511
30.2 30200 303.11125 303.02555 -905.07066 117.50143 -787.56922
30.3 30300 306.49924 306.4548 -906.50438 118.81479 -787.68959
30.4 30400 300.93841 300.89436 -904.41802 116.65913 -787.75889
30.5 30500 305.44321 305.40304 -906.49702 118.40542 -788.0916
30.6 30600 296.913 296.88491 -903.39938 115.09867 -788.30071
30.7 30700 301.80643 301.78342 -904.9745 116.99562 -787.97888
30.8 30800 301.75744 301.73346 -905.38679 116.97663 -788.41016
30.9 30900 308.54588 308.52572 -908.17863 119.60817 -788.57046
31 31000 303.77761 303.75487 -906.09994 117.75975 -788.34019
31.1 31100 307.19157 307.17238 -907.28577 119.08317 -788.2026
31.2 31200 303.05687 303.03804 -905.96775 117.48035 -788.4874
31.3 31300 308.49725 308.47561 -908.45874 119.58932 -788.86942
31.4 31400 303.55368 303.52444 -907.22314 117.67294 -789.5502
31.5 31500 300.57162 300.53857 -906.10326 116.51694 -789.58632
31.6 31600 301.02956 301.00634 -906.46343 116.69446 -789.76897
31.7 31700 298.45068 298.40461 -905.49901 115.69476 -789.80425
31.8 31800 298.83587 298.7672 -906.04978 115.84408 -790.2057
31.9 31900 302.71582 302.65343 -907.48393 117.34814 -790.13579
32 32000 300.92416 300.84511 -906.81676 116.6536 -790.16316
32.1 32100 304.9008 304.81043 -908.11218 118.19515 -789.91702
32.2 32200 302.01911 301.95706 -907.71938 117.07806 -790.64131
32.3 32300 299.18262 299.12423 -906.60332 115.97849 -790.62483
32.4 32400 294.49645 294.44117 -904.57367 114.16189 -790.41177
32.5 32500 303.83107 303.77389 -908.28539 117.78047 -790.50492
32.6 32600 304.29752 304.24181 -908.691 117.96129 -790.72971
32.7 32700 293.45309 293.38264 -904.3414 113.75743 -790.58397
32.8 32800 296.16621 296.07508 -906.01712 114.80918 -791.20794
32.9 32900 298.8559 298.76203 -906.99536 115.85184 -791.14352
33 33000 305.86652 305.77647 -910.04497 118.56951 -791.47545
33.1 33100 297.09695 296.9879 -905.94209 115.16998 -790.77211
33.2 33200 299.24215 299.11644 -906.18999 116.00157 -790.18842
33.3 33300 296.85876 296.74563 -905.44358 115.07765 -790.36593
33.4 33400 303.21993 303.0866 -907.54078 117.54356 -789.99721
33.5 33500 299.56932 299.45934 -905.91596 116.1284 -789.78757
33.6 33600 300.92232 300.81957 -906.43411 116.65289 -789.78122
33.7 33700 305.18297 305.08416 -907.77649 118.30454 -789.47195
33.8 33800 301.9945 301.9178 -906.71477 117.06852 -789.64624
33.9 33900 307.2602 307.18347 -908.552 119.10978 -789.44223
34 34000 307.39067 307.32401 -908.2755 119.16035 -789.11515
34.1 34100 307.00991 306.92855 -908.41164 119.01275 -789.39888
34.2 34200 300.23396 300.13695 -906.45465 116.38605 -790.06861
34.3 34300 297.15867 297.0615 -905.15699 115.19391 -789.96308
34.4 34400 305.15276 305.06636 -908.20291 118.29282 -789.91009
34.5 34500 300.84288 300.75945 -907.05921 116.6221 -790.43711
34.6 34600 298.31699 298.258 -905.92484 115.64293 -790.28191
34.7 34700 298.87996 298.80988 -905.90804 115.86117 -790.04688
34.8 34800 305.84911 305.75162 -907.66033 118.56277 -789.09756
34.9 34900 299.16889 299.07378 -904.63765 115.97317 -788.66447
35 35000 300.94249 300.85025 -905.67122 116.66071 -789.01051
35.1 35100 300.85578 300.75511 -905.55827 116.6271 -788.93118
35.2 35200 304.07036 303.95747 -906.02737 117.87323 -788.15414
35.3 35300 304.74388 304.63332 -906.2028 118.13432 -788.06848
35.4 35400 302.31159 302.22194 -905.24754 117.19144 -788.05609
35.5 35500 300.93703 300.85434 -904.45884 116.65859 -787.80025
35.6 35600 315.63478 315.54574 -910.37649 122.35619 -788.0203
35.7 35700 312.84135 312.78536 -909.31043 121.27332 -788.03712
35.8 35800 304.21711 304.16227 -906.28071 117.93012 -788.35059
35.9 35900 300.67672 300.61314 -905.23882 116.55768 -788.68114
36 36000 305.0262 304.95037 -906.65198 118.24377 -788.40821
36.1 36100 307.62958 307.55021 -907.55266 119.25297 -788.29969
36.2 36200 301.40463 301.32509 -905.63411 116.83986 -788.79426
36.3 36300 300.83833 300.73876 -905.47289 116.62033 -788.85255
36.4 36400 301.53815 301.42557 -905.76617 116.89162 -788.87456
36.5 36500 301.09003 300.96463 -905.8448 116.7179 -789.1269
36.6 36600 299.61136 299.51735 -905.85459 116.14469 -789.7099
36.7 36700 293.72667 293.64292 -903.82217 113.86349 -789.95868
36.8 36800 303.36879 303.27201 -907.04711 117.60127 -789.44584
36.9 36900 304.6777 304.58541 -907.56628 118.10867 -789.45762
37 37000 309.2853 309.21232 -909.23917 119.89481 -789.34436
37.1 37100 299.13428 299.02777 -905.86489 115.95976 -789.90513
37.2 37200 305.26835 305.1785 -907.8661 118.33763 -789.52846
37.3 37300 304.73182 304.62628 -906.96171 118.12965 -788.83206
37.4 37400 298.80838 298.70559 -905.11224 115.83342 -789.27882
37.5 37500 304.02568 303.90441 -906.93722 117.85591 -789.0813
37.6 37600 301.07835 300.98051 -906.10053 116.71338 -789.38715
37.7 37700 300.0589 299.95913 -905.22047 116.31818 -788.90228
37.8 37800 303.68336 303.5821 -906.15527 117.72321 -788.43206
37.9 37900 300.74479 300.62223 -905.03598 116.58407 -788.45191
38 38000 301.78337 301.6443 -905.75062 116.98668 -788.76394
38.1 38100 300.50294 300.37693 -904.71454 116.49032 -788.22422
38.2 38200 304.76304 304.59071 -906.21967 118.14175 -788.07792
38.3 38300 304.8168 304.61602 -907.02462 118.16259 -788.86202
38.4 38400 305.26668 305.04306 -907.00033 118.33699 -788.66334
38.5 38500 301.82816 301.62748 -905.40038 117.00404 -788.39634
38.6 38600 303.86123 303.64025 -905.88657 117.79216 -788.09441
38.7 38700 296.09672 295.87653 -903.42102 114.78224 -788.63878
38.8 38800 305.06675 304.85385 -906.73373 118.25948 -788.47425
38.9 38900 303.09533 302.86924 -905.32361 117.49526 -787.82835
39 39000 301.43946 301.24201 -904.79427 116.85336 -787.94091
39.1 39100 301.64522 301.42443 -905.22981 116.93312 -788.29669
39.2 39200 304.11503 303.88781 -906.20148 117.89055 -788.31093
39.3 39300 303.62362 303.39651 -906.04175 117.70005 -788.3417
39.4 39400 304.29722 304.07675 -906.05838 117.96118 -788.0972
39.5 39500 300.9076 300.70701 -904.95822 116.64718 -788.31104
39.6 39600 302.19784 301.9815 -905.04677 117.14735 -787.89942
39.7 39700 304.8692 304.63302 -906.15994 118.1829 -787.97704
39.8 39800 305.16538 304.94699 -906.09208 118.29772 -787.79436
39.9 39900 301.22446 301.01422 -905.00018 116.77002 -788.23016
40 40000 302.65727 302.39292 -905.85326 117.32545 -788.52782
40.1 40100 302.81184 302.58521 -906.06943 117.38537 -788.68407
40.2 40200 303.08421 302.8352 -905.94291 117.49095 -788.45196
40.3 40300 302.54362 302.24916 -906.28812 117.28139 -789.00673
40.4 40400 303.81601 303.49366 -906.37672 117.77463 -788.60209
40.5 40500 306.40578 306.13117 -907.26783 118.77856 -788.48927
40.6 40600 305.58627 305.34845 -906.82234 118.46088 -788.36146
40.7 40700 302.3937 302.17367 -906.06952 117.22327 -788.84624
40.8 40800 301.63611 301.44427 -905.78687 116.92959 -788.85728
40.9 40900 303.13398 302.96413 -906.38126 117.51024 -788.87102
41 41000 302.35239 302.17586 -905.70812 117.20726 -788.50086
41.1 41100 305.23157 305.04557 -907.24381 118.32338 -788.92044
41.2 41200 294.82238 294.65449 -904.3637 114.28824 -790.07545
41.3 41300 297.43808 297.24591 -906.46069 115.30222 -791.15847
