***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           400
Temperatura:             0.5
Beta:                    2
J:                       1
Delta:                   1.1
Numero blocchi           1
Lunghezza simulazione:   1000
Fase di termalizzazione: -1



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -3.07e+05  207   1.56e+05   42
2   -2.98e+05  45.8   1.54e+05   45
3   -2.92e+05  -96   1.51e+05   47
4   -2.88e+05  -149   1.5e+05   48
5   -2.86e+05  -236   1.48e+05   48
6   -2.84e+05  -326   1.47e+05   49
7   -2.82e+05  -376   1.46e+05   49
8   -2.81e+05  -398   1.46e+05   49
9   -2.81e+05  -464   1.45e+05   49
10   -2.8e+05  -351   1.45e+05   49
11   -2.8e+05  -269   1.44e+05   49
12   -2.79e+05  -173   1.44e+05   49
13   -2.79e+05  -201   1.43e+05   50
14   -2.79e+05  -137   1.43e+05   50
15   -2.78e+05  -138   1.43e+05   49
16   -2.79e+05  -249   1.43e+05   50
17   -2.78e+05  -359   1.42e+05   49
18   -2.78e+05  -312   1.42e+05   49
19   -2.78e+05  -163   1.42e+05   50
20   -2.78e+05  -48.7   1.42e+05   50
21   -2.78e+05  -66.3   1.41e+05   50
22   -2.78e+05  -155   1.41e+05   49
23   -2.78e+05  -166   1.41e+05   50
24   -2.78e+05  -86   1.41e+05   50
25   -2.78e+05  -195   1.41e+05   49
26   -2.78e+05  -196   1.41e+05   50
27   -2.77e+05  -316   1.4e+05   50
28   -2.77e+05  -251   1.4e+05   49
29   -2.78e+05  -349   1.4e+05   50
30   -2.78e+05  -136   1.4e+05   49
31   -2.77e+05  -110   1.4e+05   49
32   -2.77e+05  -73.5   1.4e+05   49
33   -2.77e+05  -108   1.4e+05   50
34   -2.77e+05  -144   1.4e+05   50
35   -2.77e+05  -169   1.4e+05   50
36   -2.77e+05  -221   1.39e+05   50
37   -2.77e+05  -284   1.39e+05   50
38   -2.77e+05  -117   1.39e+05   50
39   -2.77e+05  -336   1.39e+05   50
40   -2.77e+05  -403   1.39e+05   50
41   -2.77e+05  -362   1.39e+05   49
42   -2.77e+05  -119   1.39e+05   50
43   -2.77e+05  -136   1.39e+05   50
44   -2.77e+05  -74.5   1.39e+05   50
45   -2.78e+05  98.8   1.39e+05   50
46   -2.78e+05  268   1.39e+05   49
47   -2.78e+05  144   1.39e+05   50
48   -2.77e+05  291   1.39e+05   50
49   -2.77e+05  277   1.39e+05   49
50   -2.77e+05  240   1.39e+05   50
51   -2.77e+05  175   1.38e+05   50
52   -2.77e+05  161   1.38e+05   50
53   -2.77e+05  245   1.38e+05   50
54   -2.77e+05  359   1.38e+05   50
55   -2.77e+05  277   1.38e+05   50
56   -2.77e+05  194   1.38e+05   50
57   -2.77e+05  292   1.38e+05   50
58   -2.77e+05  70.1   1.38e+05   50
59   -2.77e+05  52.6   1.38e+05   50
60   -2.77e+05  43.6   1.38e+05   50
61   -2.77e+05  61.6   1.38e+05   50
62   -2.77e+05  92.8   1.38e+05   50
63   -2.77e+05  40.7   1.38e+05   50
64   -2.77e+05  85.8   1.38e+05   50
65   -2.77e+05  241   1.38e+05   50
66   -2.77e+05  240   1.37e+05   50
67   -2.77e+05  303   1.37e+05   50
68   -2.77e+05  386   1.37e+05   49
69   -2.77e+05  460   1.37e+05   50
70   -2.77e+05  217   1.37e+05   50
71   -2.77e+05  283   1.37e+05   50
72   -2.77e+05  315   1.37e+05   50
73   -2.77e+05  303   1.37e+05   50
74   -2.77e+05  244   1.37e+05   50
75   -2.77e+05  17.6   1.37e+05   50
76   -2.77e+05  130   1.37e+05   50
77   -2.77e+05  48   1.37e+05   50
78   -2.77e+05  128   1.37e+05   50
79   -2.77e+05  -10.2   1.37e+05   50
80   -2.77e+05  -145   1.37e+05   49
81   -2.77e+05  -320   1.37e+05   50
82   -2.77e+05  -435   1.37e+05   50
83   -2.77e+05  -374   1.37e+05   49
84   -2.77e+05  -378   1.37e+05   50
85   -2.77e+05  -526   1.37e+05   50
86   -2.77e+05  -545   1.37e+05   50
87   -2.77e+05  -501   1.37e+05   50
88   -2.77e+05  -489   1.37e+05   50
89   -2.77e+05  -580   1.37e+05   50
90   -2.77e+05  -610   1.37e+05   50
91   -2.77e+05  -651   1.36e+05   50
92   -2.77e+05  -732   1.36e+05   50
93   -2.77e+05  -677   1.36e+05   50
94   -2.77e+05  -367   1.36e+05   50
95   -2.77e+05  -453   1.36e+05   50
96   -2.77e+05  -605   1.36e+05   50
97   -2.77e+05  -444   1.36e+05   50
98   -2.77e+05  -307   1.36e+05   50
99   -2.77e+05  -391   1.36e+05   50
100   -2.77e+05  -202   1.36e+05   50
101   -2.77e+05  -12.1   1.36e+05   50
102   -2.77e+05  -384   1.36e+05   50
103   -2.77e+05  -224   1.36e+05   50
104   -2.77e+05  -104   1.36e+05   50
105   -2.77e+05  -185   1.36e+05   50
106   -2.77e+05  -180   1.36e+05   50
107   -2.77e+05  -159   1.36e+05   50
108   -2.77e+05  155   1.36e+05   50
109   -2.77e+05  160   1.36e+05   50
110   -2.77e+05  228   1.36e+05   50
111   -2.77e+05  401   1.36e+05   50
112   -2.77e+05  328   1.36e+05   50
113   -2.77e+05  140   1.36e+05   50
114   -2.77e+05  147   1.36e+05   50
115   -2.77e+05  267   1.36e+05   50
116   -2.77e+05  290   1.36e+05   50
117   -2.77e+05  321   1.36e+05   50
118   -2.77e+05  425   1.35e+05   50
119   -2.77e+05  386   1.35e+05   50
120   -2.77e+05  171   1.36e+05   49
121   -2.77e+05  244   1.35e+05   50
122   -2.77e+05  247   1.35e+05   50
123   -2.77e+05  343   1.35e+05   50
124   -2.77e+05  238   1.35e+05   50
125   -2.77e+05  327   1.35e+05   50
126   -2.77e+05  366   1.35e+05   50
127   -2.77e+05  439   1.35e+05   50
128   -2.77e+05  408   1.35e+05   50
129   -2.77e+05  448   1.35e+05   50
130   -2.77e+05  440   1.35e+05   50
131   -2.77e+05  331   1.35e+05   50
132   -2.77e+05  312   1.35e+05   50
133   -2.77e+05  303   1.35e+05   49
134   -2.77e+05  136   1.35e+05   49
135   -2.77e+05  287   1.35e+05   50
136   -2.77e+05  229   1.35e+05   50
137   -2.77e+05  143   1.35e+05   50
138   -2.77e+05  116   1.35e+05   50
139   -2.77e+05  198   1.35e+05   50
140   -2.77e+05  33.4   1.35e+05   50
141   -2.77e+05  100   1.35e+05   50
142   -2.77e+05  -84.3   1.35e+05   50
143   -2.76e+05  87.4   1.35e+05   50
144   -2.76e+05  -1.81   1.35e+05   50
145   -2.77e+05  -10.4   1.35e+05   50
146   -2.77e+05  -72.1   1.35e+05   50
147   -2.77e+05  92   1.35e+05   50
148   -2.77e+05  270   1.35e+05   49
149   -2.77e+05  345   1.35e+05   50
150   -2.77e+05  310   1.35e+05   50
151   -2.77e+05  387   1.35e+05   49
152   -2.77e+05  208   1.35e+05   50
153   -2.77e+05  150   1.35e+05   50
154   -2.77e+05  167   1.35e+05   50
155   -2.77e+05  342   1.35e+05   50
156   -2.77e+05  372   1.35e+05   50
157   -2.77e+05  363   1.35e+05   50
158   -2.77e+05  300   1.34e+05   50
159   -2.77e+05  585   1.34e+05   50
160   -2.77e+05  567   1.34e+05   50
161   -2.77e+05  764   1.34e+05   50
162   -2.77e+05  773   1.34e+05   50
163   -2.77e+05  696   1.34e+05   50
164   -2.77e+05  738   1.34e+05   50
165   -2.77e+05  778   1.34e+05   50
166   -2.77e+05  818   1.34e+05   50
167   -2.77e+05  695   1.34e+05   50
168   -2.77e+05  534   1.34e+05   50
169   -2.77e+05  375   1.34e+05   50
170   -2.77e+05  331   1.34e+05   50
171   -2.77e+05  383   1.34e+05   50
172   -2.77e+05  432   1.34e+05   50
173   -2.76e+05  514   1.34e+05   50
174   -2.77e+05  606   1.34e+05   50
175   -2.77e+05  435   1.34e+05   50
176   -2.77e+05  396   1.34e+05   50
177   -2.77e+05  183   1.34e+05   50
178   -2.77e+05  190   1.34e+05   50
179   -2.77e+05  197   1.34e+05   50
180   -2.77e+05  96   1.34e+05   50
181   -2.77e+05  -148   1.34e+05   50
182   -2.77e+05  -54.8   1.34e+05   50
183   -2.77e+05  59.1   1.34e+05   50
184   -2.77e+05  65.8   1.34e+05   50
185   -2.77e+05  127   1.34e+05   50
186   -2.77e+05  296   1.34e+05   49
187   -2.77e+05  355   1.34e+05   50
188   -2.77e+05  269   1.34e+05   50
189   -2.77e+05  332   1.34e+05   50
190   -2.77e+05  321   1.34e+05   50
191   -2.77e+05  435   1.34e+05   50
192   -2.77e+05  492   1.34e+05   50
193   -2.77e+05  501   1.34e+05   50
194   -2.77e+05  404   1.34e+05   50
195   -2.77e+05  458   1.34e+05   50
196   -2.77e+05  483   1.34e+05   50
197   -2.77e+05  703   1.34e+05   50
198   -2.77e+05  564   1.34e+05   49
199   -2.77e+05  680   1.34e+05   50
200   -2.77e+05  539   1.34e+05   50
201   -2.77e+05  634   1.33e+05   49
202   -2.77e+05  581   1.34e+05   50
203   -2.77e+05  565   1.34e+05   49
204   -2.77e+05  513   1.34e+05   50
205   -2.77e+05  569   1.34e+05   50
