***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           300
Temperatura:             1
Beta:                    1
J:                       1
Delta:                   1.7
Numero blocchi           1
Lunghezza simulazione:   1000
Fase di termalizzazione: -1



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -1.65e+05  -4.22   8.59e+04   40
2   -1.55e+05  -13.5   8.26e+04   43
3   -1.48e+05  -285   8e+04   45
4   -1.43e+05  -375   7.77e+04   46
5   -1.39e+05  -657   7.6e+04   48
6   -1.37e+05  -653   7.44e+04   48
7   -1.34e+05  -656   7.32e+04   48
8   -1.32e+05  -645   7.2e+04   49
9   -1.31e+05  -868   7.11e+04   50
10   -1.3e+05  -791   7.03e+04   50
11   -1.29e+05  -690   6.95e+04   49
12   -1.29e+05  -473   6.9e+04   50
13   -1.27e+05  -477   6.82e+04   50
14   -1.27e+05  -495   6.77e+04   50
15   -1.26e+05  -577   6.71e+04   50
16   -1.26e+05  -622   6.67e+04   50
17   -1.25e+05  -788   6.62e+04   50
18   -1.26e+05  -650   6.58e+04   50
19   -1.25e+05  -572   6.54e+04   50
20   -1.25e+05  -470   6.5e+04   50
21   -1.24e+05  -585   6.47e+04   50
22   -1.24e+05  -399   6.44e+04   50
23   -1.24e+05  -357   6.41e+04   50
24   -1.24e+05  -293   6.38e+04   51
25   -1.24e+05  -280   6.35e+04   50
26   -1.24e+05  -393   6.32e+04   50
27   -1.23e+05  -517   6.31e+04   51
28   -1.23e+05  -591   6.3e+04   51
29   -1.23e+05  -611   6.28e+04   50
30   -1.23e+05  -872   6.26e+04   50
31   -1.23e+05  -694   6.23e+04   51
32   -1.23e+05  -765   6.19e+04   51
33   -1.23e+05  -650   6.19e+04   51
34   -1.23e+05  -698   6.17e+04   51
35   -1.22e+05  -968   6.15e+04   50
36   -1.23e+05  -995   6.13e+04   51
37   -1.22e+05  -818   6.12e+04   50
38   -1.22e+05  -749   6.08e+04   51
39   -1.22e+05  -722   6.06e+04   51
40   -1.22e+05  -672   6.05e+04   50
41   -1.22e+05  -677   6.05e+04   51
42   -1.22e+05  -672   6.03e+04   51
43   -1.22e+05  -541   6.01e+04   51
44   -1.22e+05  -565   6e+04   51
45   -1.22e+05  -721   6e+04   51
46   -1.22e+05  -813   5.98e+04   51
47   -1.22e+05  -766   5.98e+04   51
48   -1.22e+05  -846   5.97e+04   51
49   -1.22e+05  -951   5.97e+04   51
50   -1.22e+05  -827   5.94e+04   51
51   -1.22e+05  -1.05e+03   5.93e+04   51
52   -1.22e+05  -1.07e+03   5.93e+04   51
53   -1.22e+05  -1.15e+03   5.91e+04   51
54   -1.22e+05  -1.04e+03   5.9e+04   51
55   -1.22e+05  -1.13e+03   5.9e+04   51
56   -1.22e+05  -947   5.89e+04   51
57   -1.22e+05  -904   5.88e+04   51
