***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           500
Temperatura:             1
Beta:                    1
J:                       1
Delta:                   1.7
Numero blocchi           10
Lunghezza simulazione:   1
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -4.59e+05  297   2.39e+05   40
2   -4.31e+05  14.8   2.29e+05   43
3   -4.1e+05  -114   2.22e+05   45
4   -3.96e+05  -83   2.16e+05   47
5   -3.86e+05  65.9   2.11e+05   48
6   -3.78e+05  -94.3   2.06e+05   48
7   -3.72e+05  -95.2   2.03e+05   49
8   -3.68e+05  -248   2e+05   49
9   -3.64e+05  -307   1.97e+05   49
10   -3.61e+05  -253   1.95e+05   49
11   -3.59e+05  -264   1.93e+05   49
12   -3.57e+05  -270   1.91e+05   50
13   -3.54e+05  -724   1.89e+05   50
14   -3.52e+05  -917   1.88e+05   50
15   -3.51e+05  -1.19e+03   1.86e+05   50
16   -3.5e+05  -967   1.85e+05   50
17   -3.49e+05  -1.03e+03   1.84e+05   50
18   -3.48e+05  -1.17e+03   1.83e+05   50
19   -3.47e+05  -972   1.82e+05   50
20   -3.46e+05  -927   1.81e+05   50
21   -3.46e+05  -772   1.8e+05   50
22   -3.46e+05  -660   1.79e+05   50
23   -3.45e+05  -554   1.78e+05   50
24   -3.45e+05  -697   1.78e+05   50
25   -3.45e+05  -795   1.77e+05   50
26   -3.44e+05  -988   1.76e+05   50
27   -3.43e+05  -946   1.76e+05   51
28   -3.43e+05  -659   1.75e+05   50
29   -3.43e+05  -447   1.74e+05   51
30   -3.42e+05  -419   1.74e+05   50
31   -3.42e+05  -736   1.73e+05   50
32   -3.42e+05  -931   1.73e+05   51
33   -3.41e+05  -1.08e+03   1.72e+05   51
34   -3.41e+05  -836   1.71e+05   51
35   -3.4e+05  -972   1.71e+05   51
36   -3.4e+05  -1.18e+03   1.7e+05   51
37   -3.4e+05  -1.36e+03   1.7e+05   51
38   -3.4e+05  -1.33e+03   1.69e+05   51
39   -3.4e+05  -1.17e+03   1.69e+05   51
40   -3.4e+05  -1.44e+03   1.69e+05   51
41   -3.4e+05  -1.41e+03   1.68e+05   51
42   -3.39e+05  -1.53e+03   1.68e+05   51
43   -3.4e+05  -1.89e+03   1.68e+05   51
44   -3.4e+05  -1.99e+03   1.68e+05   51
45   -3.4e+05  -1.97e+03   1.67e+05   51
46   -3.39e+05  -1.74e+03   1.67e+05   51
