***************************************
*           Modello XY                *
*      Simulazione Monte Carlo        *
***************************************

Parametri simulativi:

Lato reticolo:           200
Temperatura:             0.25
Beta:                    4
J:                       1
Delta:                   0.8
Numero blocchi           10
Lunghezza simulazione:   1
Fase di termalizzazione: 1000



Numero mossa   Energia    Magnetizzazione X    Magnetizzazione Y    Acc. rate
1   -7.84e+04  -19.6   3.96e+04   41
2   -7.74e+04  -46.5   3.92e+04   44
3   -7.67e+04  -43.5   3.9e+04   45
4   -7.62e+04  -151   3.88e+04   46
5   -7.59e+04  -194   3.86e+04   46
6   -7.57e+04  -196   3.85e+04   47
7   -7.55e+04  -218   3.84e+04   47
8   -7.54e+04  -257   3.83e+04   47
9   -7.53e+04  -263   3.82e+04   47
10   -7.52e+04  -287   3.82e+04   47
11   -7.52e+04  -357   3.81e+04   47
12   -7.51e+04  -454   3.8e+04   47
13   -7.51e+04  -389   3.8e+04   47
14   -7.5e+04  -324   3.8e+04   47
15   -7.5e+04  -370   3.79e+04   47
16   -7.5e+04  -307   3.79e+04   47
17   -7.5e+04  -326   3.79e+04   47
18   -7.5e+04  -326   3.78e+04   47
19   -7.5e+04  -352   3.78e+04   47
20   -7.5e+04  -312   3.78e+04   47
21   -7.49e+04  -267   3.77e+04   48
22   -7.49e+04  -312   3.77e+04   47
23   -7.49e+04  -306   3.77e+04   48
24   -7.49e+04  -381   3.77e+04   47
25   -7.5e+04  -484   3.77e+04   47
26   -7.49e+04  -448   3.76e+04   48
27   -7.49e+04  -463   3.76e+04   48
28   -7.5e+04  -397   3.76e+04   47
29   -7.49e+04  -456   3.76e+04   47
30   -7.49e+04  -424   3.76e+04   48
31   -7.49e+04  -354   3.76e+04   48
32   -7.49e+04  -372   3.76e+04   47
33   -7.49e+04  -398   3.75e+04   47
34   -7.49e+04  -429   3.75e+04   47
35   -7.49e+04  -367   3.75e+04   47
36   -7.49e+04  -457   3.75e+04   47
37   -7.49e+04  -454   3.75e+04   48
38   -7.49e+04  -523   3.74e+04   47
39   -7.49e+04  -568   3.74e+04   47
40   -7.49e+04  -522   3.74e+04   47
41   -7.49e+04  -504   3.74e+04   47
42   -7.48e+04  -484   3.74e+04   47
43   -7.48e+04  -534   3.74e+04   48
44   -7.49e+04  -533   3.74e+04   47
45   -7.49e+04  -495   3.74e+04   47
46   -7.49e+04  -448   3.74e+04   47
47   -7.49e+04  -471   3.74e+04   48
48   -7.48e+04  -432   3.74e+04   48
49   -7.48e+04  -412   3.74e+04   47
50   -7.49e+04  -397   3.74e+04   48
51   -7.49e+04  -379   3.74e+04   48
52   -7.49e+04  -407   3.74e+04   47
53   -7.49e+04  -392   3.74e+04   47
54   -7.49e+04  -432   3.73e+04   48
55   -7.49e+04  -481   3.73e+04   48
56   -7.49e+04  -438   3.73e+04   48
57   -7.48e+04  -446   3.73e+04   47
58   -7.48e+04  -471   3.73e+04   47
59   -7.49e+04  -421   3.73e+04   48
60   -7.49e+04  -359   3.73e+04   48
61   -7.48e+04  -348   3.72e+04   48
62   -7.48e+04  -373   3.72e+04   48
63   -7.49e+04  -379   3.73e+04   47
64   -7.49e+04  -306   3.73e+04   48
65   -7.49e+04  -265   3.73e+04   47
66   -7.49e+04  -271   3.72e+04   48
67   -7.49e+04  -282   3.72e+04   47
68   -7.49e+04  -360   3.72e+04   47
69   -7.49e+04  -352   3.72e+04   47
70   -7.49e+04  -355   3.72e+04   47
71   -7.49e+04  -365   3.72e+04   47
72   -7.49e+04  -312   3.72e+04   48
73   -7.48e+04  -355   3.72e+04   47
74   -7.49e+04  -366   3.73e+04   48
75   -7.49e+04  -325   3.72e+04   47
76   -7.49e+04  -405   3.72e+04   48
77   -7.48e+04  -435   3.72e+04   47
78   -7.48e+04  -380   3.72e+04   48
79   -7.48e+04  -406   3.72e+04   48
80   -7.49e+04  -370   3.72e+04   48
81   -7.49e+04  -312   3.72e+04   47
82   -7.49e+04  -276   3.72e+04   48
83   -7.48e+04  -275   3.72e+04   48
84   -7.49e+04  -357   3.72e+04   48
85   -7.49e+04  -308   3.72e+04   47
86   -7.49e+04  -348   3.72e+04   48
87   -7.49e+04  -348   3.72e+04   47
88   -7.49e+04  -379   3.72e+04   48
89   -7.5e+04  -357   3.72e+04   47
90   -7.49e+04  -377   3.72e+04   48
91   -7.49e+04  -397   3.72e+04   47
92   -7.49e+04  -322   3.72e+04   47
93   -7.49e+04  -245   3.71e+04   47
94   -7.49e+04  -270   3.71e+04   47
95   -7.49e+04  -291   3.71e+04   47
96   -7.49e+04  -326   3.71e+04   47
97   -7.49e+04  -331   3.71e+04   47
98   -7.49e+04  -324   3.71e+04   47
99   -7.48e+04  -259   3.71e+04   47
100   -7.48e+04  -265   3.71e+04   47
101   -7.49e+04  -199   3.71e+04   47
102   -7.49e+04  -112   3.71e+04   47
103   -7.48e+04  -34.5   3.71e+04   47
104   -7.48e+04  -116   3.71e+04   47
105   -7.48e+04  -92.9   3.71e+04   47
106   -7.48e+04  -88.8   3.71e+04   48
107   -7.48e+04  -132   3.71e+04   47
108   -7.49e+04  -186   3.71e+04   47
109   -7.48e+04  -216   3.71e+04   47
110   -7.48e+04  -238   3.71e+04   47
111   -7.48e+04  -212   3.71e+04   48
112   -7.48e+04  -189   3.71e+04   48
113   -7.49e+04  -153   3.71e+04   48
114   -7.48e+04  -171   3.71e+04   48
115   -7.48e+04  -170   3.7e+04   47
116   -7.48e+04  -176   3.7e+04   48
117   -7.48e+04  -168   3.7e+04   48
118   -7.49e+04  -168   3.71e+04   48
119   -7.48e+04  -184   3.7e+04   47
120   -7.48e+04  -241   3.7e+04   48
121   -7.48e+04  -219   3.7e+04   48
122   -7.48e+04  -289   3.7e+04   47
123   -7.49e+04  -241   3.7e+04   47
124   -7.48e+04  -253   3.7e+04   48
125   -7.48e+04  -306   3.7e+04   48
126   -7.49e+04  -291   3.7e+04   48
127   -7.49e+04  -255   3.71e+04   48
128   -7.49e+04  -170   3.7e+04   48
129   -7.48e+04  -151   3.7e+04   48
130   -7.48e+04  -110   3.7e+04   47
131   -7.48e+04  -89.2   3.7e+04   48
132   -7.48e+04  -68.1   3.7e+04   48
133   -7.48e+04  -112   3.7e+04   48
134   -7.48e+04  -165   3.7e+04   47
135   -7.48e+04  -185   3.7e+04   47
136   -7.49e+04  -164   3.7e+04   47
137   -7.48e+04  -159   3.7e+04   47
138   -7.48e+04  -212   3.7e+04   48
139   -7.48e+04  -172   3.7e+04   48
140   -7.49e+04  -231   3.7e+04   48
141   -7.48e+04  -235   3.7e+04   48
142   -7.49e+04  -259   3.7e+04   47
143   -7.48e+04  -246   3.7e+04   48
144   -7.49e+04  -303   3.7e+04   47
145   -7.49e+04  -303   3.71e+04   47
146   -7.49e+04  -294   3.7e+04   47
147   -7.48e+04  -278   3.71e+04   47
148   -7.48e+04  -364   3.7e+04   47
149   -7.48e+04  -436   3.7e+04   48
150   -7.48e+04  -482   3.7e+04   47
151   -7.48e+04  -441   3.7e+04   47
152   -7.48e+04  -454   3.7e+04   48
153   -7.48e+04  -448   3.7e+04   48
154   -7.48e+04  -449   3.71e+04   48
155   -7.49e+04  -403   3.7e+04   48
156   -7.49e+04  -384   3.7e+04   48
157   -7.49e+04  -300   3.7e+04   48
158   -7.49e+04  -312   3.7e+04   48
159   -7.49e+04  -301   3.7e+04   48
160   -7.48e+04  -354   3.7e+04   48
161   -7.48e+04  -396   3.7e+04   48
162   -7.49e+04  -405   3.7e+04   48
163   -7.49e+04  -338   3.7e+04   48
164   -7.49e+04  -324   3.7e+04   47
165   -7.49e+04  -331   3.7e+04   47
166   -7.49e+04  -325   3.7e+04   47
167   -7.49e+04  -308   3.7e+04   48
168   -7.48e+04  -246   3.7e+04   47
169   -7.48e+04  -278   3.7e+04   48
170   -7.48e+04  -282   3.7e+04   47
171   -7.49e+04  -226   3.7e+04   47
172   -7.49e+04  -272   3.7e+04   47
173   -7.48e+04  -316   3.7e+04   47
174   -7.48e+04  -300   3.7e+04   48
175   -7.49e+04  -272   3.7e+04   48
176   -7.49e+04  -202   3.7e+04   47
177   -7.49e+04  -186   3.7e+04   47
178   -7.49e+04  -156   3.7e+04   48
179   -7.49e+04  -220   3.69e+04   47
180   -7.49e+04  -261   3.69e+04   47
181   -7.49e+04  -289   3.69e+04   47
182   -7.48e+04  -354   3.69e+04   47
183   -7.48e+04  -359   3.69e+04   47
184   -7.48e+04  -326   3.69e+04   47
185   -7.48e+04  -351   3.69e+04   48
186   -7.48e+04  -298   3.69e+04   47
187   -7.49e+04  -377   3.69e+04   47
188   -7.49e+04  -354   3.69e+04   47
189   -7.48e+04  -333   3.69e+04   47
190   -7.48e+04  -384   3.69e+04   48
191   -7.48e+04  -465   3.69e+04   47
192   -7.48e+04  -412   3.69e+04   47
193   -7.49e+04  -414   3.69e+04   48
194   -7.48e+04  -419   3.68e+04   47
195   -7.48e+04  -467   3.68e+04   47
196   -7.48e+04  -450   3.68e+04   47
197   -7.48e+04  -392   3.68e+04   48
198   -7.48e+04  -411   3.68e+04   48
199   -7.48e+04  -397   3.68e+04   48
200   -7.48e+04  -404   3.68e+04   47
201   -7.48e+04  -339   3.68e+04   48
202   -7.48e+04  -352   3.69e+04   47
203   -7.48e+04  -295   3.69e+04   47
204   -7.48e+04  -286   3.69e+04   47
205   -7.48e+04  -282   3.69e+04   48
206   -7.48e+04  -384   3.69e+04   47
207   -7.48e+04  -452   3.69e+04   47
208   -7.49e+04  -475   3.69e+04   47
209   -7.48e+04  -544   3.68e+04   47
210   -7.48e+04  -577   3.68e+04   47
211   -7.48e+04  -521   3.68e+04   47
212   -7.48e+04  -527   3.68e+04   47
213   -7.48e+04  -562   3.68e+04   48
214   -7.48e+04  -586   3.68e+04   47
215   -7.48e+04  -660   3.68e+04   48
216   -7.48e+04  -671   3.68e+04   47
217   -7.48e+04  -702   3.68e+04   48
218   -7.48e+04  -702   3.68e+04   47
219   -7.48e+04  -693   3.68e+04   48
220   -7.48e+04  -684   3.68e+04   48
221   -7.48e+04  -673   3.68e+04   47
222   -7.48e+04  -750   3.68e+04   47
223   -7.48e+04  -738   3.68e+04   47
224   -7.48e+04  -734   3.68e+04   47
225   -7.49e+04  -738   3.68e+04   47
226   -7.49e+04  -692   3.68e+04   47
227   -7.49e+04  -665   3.68e+04   48
228   -7.49e+04  -611   3.68e+04   47
229   -7.49e+04  -595   3.68e+04   47
230   -7.49e+04  -583   3.68e+04   47
231   -7.49e+04  -672   3.68e+04   47
232   -7.48e+04  -623   3.68e+04   47
233   -7.49e+04  -589   3.68e+04   47
234   -7.49e+04  -595   3.68e+04   47
235   -7.48e+04  -613   3.68e+04   47
236   -7.48e+04  -675   3.68e+04   48
237   -7.49e+04  -651   3.68e+04   47
238   -7.48e+04  -661   3.68e+04   48
239   -7.48e+04  -709   3.69e+04   47
240   -7.49e+04  -652   3.69e+04   47
241   -7.49e+04  -568   3.69e+04   48
242   -7.49e+04  -619   3.69e+04   48
243   -7.49e+04  -576   3.69e+04   48
244   -7.49e+04  -509   3.69e+04   48
245   -7.49e+04  -571   3.69e+04   48
246   -7.49e+04  -604   3.69e+04   48
247   -7.49e+04  -622   3.69e+04   47
248   -7.49e+04  -643   3.69e+04   47
249   -7.49e+04  -597   3.69e+04   47
250   -7.49e+04  -560   3.69e+04   48
251   -7.48e+04  -619   3.68e+04   47
252   -7.48e+04  -563   3.68e+04   48
253   -7.48e+04  -590   3.69e+04   47
254   -7.48e+04  -611   3.69e+04   48
255   -7.48e+04  -585   3.69e+04   47
256   -7.48e+04  -552   3.68e+04   47
257   -7.48e+04  -536   3.68e+04   48
258   -7.48e+04  -581   3.68e+04   47
259   -7.48e+04  -623   3.68e+04   48
260   -7.48e+04  -601   3.68e+04   47
261   -7.48e+04  -564   3.68e+04   48
262   -7.48e+04  -555   3.68e+04   47
263   -7.48e+04  -568   3.68e+04   47
264   -7.48e+04  -536   3.68e+04   48
265   -7.48e+04  -554   3.68e+04   47
266   -7.48e+04  -502   3.68e+04   47
267   -7.48e+04  -561   3.68e+04   47
268   -7.48e+04  -503   3.68e+04   47
269   -7.48e+04  -497   3.68e+04   47
270   -7.48e+04  -450   3.68e+04   47
271   -7.48e+04  -455   3.68e+04   47
272   -7.48e+04  -417   3.68e+04   47
273   -7.48e+04  -367   3.68e+04   48
274   -7.48e+04  -413   3.68e+04   47
275   -7.48e+04  -401   3.68e+04   47
276   -7.49e+04  -382   3.69e+04   47
277   -7.48e+04  -323   3.68e+04   47
278   -7.48e+04  -319   3.68e+04   47
279   -7.48e+04  -341   3.68e+04   47
280   -7.49e+04  -323   3.68e+04   48
281   -7.48e+04  -322   3.68e+04   48
282   -7.48e+04  -373   3.68e+04   48
283   -7.48e+04  -412   3.68e+04   47
284   -7.48e+04  -379   3.68e+04   47
285   -7.48e+04  -363   3.68e+04   48
286   -7.49e+04  -347   3.68e+04   48
287   -7.48e+04  -389   3.68e+04   47
288   -7.49e+04  -370   3.69e+04   48
289   -7.48e+04  -299   3.69e+04   48
290   -7.49e+04  -343   3.68e+04   47
291   -7.49e+04  -284   3.69e+04   48
292   -7.49e+04  -382   3.69e+04   48
293   -7.48e+04  -482   3.69e+04   47
294   -7.48e+04  -457   3.69e+04   48
295   -7.48e+04  -462   3.69e+04   48
296   -7.48e+04  -395   3.69e+04   47
297   -7.48e+04  -335   3.69e+04   47
298   -7.48e+04  -372   3.68e+04   48
299   -7.47e+04  -359   3.68e+04   47
300   -7.48e+04  -430   3.68e+04   48
301   -7.48e+04  -457   3.68e+04   48
302   -7.48e+04  -431   3.69e+04   47
303   -7.49e+04  -439   3.69e+04   47
304   -7.49e+04  -468   3.69e+04   48
305   -7.48e+04  -497   3.69e+04   47
306   -7.48e+04  -558   3.69e+04   47
307   -7.48e+04  -468   3.69e+04   48
308   -7.48e+04  -518   3.69e+04   47
309   -7.48e+04  -405   3.69e+04   48
310   -7.48e+04  -473   3.68e+04   47
311   -7.48e+04  -523   3.68e+04   47
312   -7.49e+04  -555   3.68e+04   47
313   -7.48e+04  -588   3.68e+04   48
314   -7.48e+04  -536   3.68e+04   48
315   -7.48e+04  -532   3.68e+04   48
316   -7.48e+04  -588   3.68e+04   47
317   -7.48e+04  -577   3.68e+04   47
318   -7.48e+04  -574   3.68e+04   48
319   -7.48e+04  -578   3.68e+04   47
320   -7.48e+04  -566   3.68e+04   47
321   -7.49e+04  -591   3.69e+04   48
322   -7.49e+04  -558   3.68e+04   47
323   -7.48e+04  -612   3.68e+04   47
324   -7.49e+04  -603   3.68e+04   47
325   -7.49e+04  -583   3.68e+04   47
326   -7.49e+04  -592   3.68e+04   47
327   -7.49e+04  -629   3.68e+04   48
328   -7.48e+04  -523   3.68e+04   47
329   -7.48e+04  -454   3.68e+04   48
330   -7.49e+04  -323   3.68e+04   47
331   -7.48e+04  -331   3.68e+04   47
332   -7.49e+04  -292   3.68e+04   47
333   -7.48e+04  -367   3.68e+04   48
334   -7.48e+04  -402   3.68e+04   48
335   -7.49e+04  -487   3.68e+04   47
336   -7.49e+04  -510   3.68e+04   47
337   -7.49e+04  -477   3.68e+04   47
338   -7.49e+04  -407   3.68e+04   47
339   -7.49e+04  -428   3.68e+04   47
340   -7.49e+04  -416   3.68e+04   47
341   -7.49e+04  -381   3.68e+04   47
342   -7.48e+04  -392   3.67e+04   47
343   -7.48e+04  -415   3.67e+04   47
344   -7.48e+04  -423   3.67e+04   47
345   -7.49e+04  -478   3.68e+04   47
346   -7.49e+04  -398   3.68e+04   48
347   -7.48e+04  -353   3.67e+04   48
348   -7.49e+04  -346   3.67e+04   47
349   -7.49e+04  -366   3.68e+04   48
350   -7.49e+04  -321   3.67e+04   48
351   -7.48e+04  -342   3.67e+04   48
352   -7.49e+04  -290   3.68e+04   48
353   -7.49e+04  -239   3.68e+04   47
354   -7.49e+04  -223   3.68e+04   48
355   -7.49e+04  -236   3.67e+04   48
356   -7.49e+04  -221   3.67e+04   48
357   -7.48e+04  -187   3.67e+04   47
358   -7.48e+04  -234   3.67e+04   48
359   -7.48e+04  -176   3.67e+04   48
360   -7.49e+04  -122   3.67e+04   48
361   -7.49e+04  -172   3.68e+04   48
362   -7.49e+04  -145   3.67e+04   47
363   -7.49e+04  -107   3.68e+04   48
364   -7.48e+04  -54.8   3.68e+04   47
365   -7.48e+04  -47.8   3.68e+04   47
366   -7.49e+04  -24.4   3.67e+04   48
367   -7.48e+04  -94.3   3.67e+04   47
368   -7.48e+04  -84.8   3.67e+04   48
