LAMMPS (2 Aug 2023 - Update 1)
Reading data file ...
  orthogonal box = (0 0 0) to (34.9641 31.7217 30)
  3 by 2 by 1 MPI processor grid
  reading atoms ...
  157 atoms
  scanning bonds ...
  2 = max bonds/atom
  scanning angles ...
  1 = max angles/atom
  reading bonds ...
  2 bonds
  reading angles ...
  1 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     1 = max # of 1-3 neighbors
     1 = max # of 1-4 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.000 seconds
  read_data CPU = 0.006 seconds
3 atoms in group water
Setting atom values ...
  1 settings made for charge
Setting atom values ...
  2 settings made for charge
Generated 0 of 3 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 6 6 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/smooth/linear, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
WARNING: Dump mydump includes no atom IDs and is not sorted by ID. This may complicate post-processing tasks or visualization (../dump.cpp:221)
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 6.595 | 6.641 | 6.866 Mbytes
     Time         Step          Temp         c_Twater        PotEng         KinEng         TotEng       Ndanger      c_COM[1]       c_COM[2]       c_COM[3]   
 3768             3768000   1.7808344      125.4147      -0.053268707    0.035909781   -0.017358926            0   34.348835      50.215786      11.6375      
 3769             3769000   0.97730747     70.763383     -0.051377739    0.019706997   -0.031670742            0   34.185472      50.762974      11.625214    
 3770             3770000   0.29080617     7.0813042     -0.063678394    0.0058639851  -0.057814409            0   34.207605      50.618083      11.476268    
 3771             3771000   1.0554296      75.986693     -0.050081948    0.021282298   -0.028799649            0   34.244299      50.659087      11.53261     
 3772             3772000   1.4553254      59.797236     -0.062837118    0.02934603    -0.033491088            0   33.385585      49.139443      11.575535    
 3773             3773000   0.46485635     22.029323     -0.052784575    0.0093736342  -0.043410941            0   33.726571      48.496909      11.691414    
 3774             3774000   0.66637422     33.217925     -0.055352718    0.013437158   -0.04191556             0   34.049414      47.634199      11.348374    
 3775             3775000   0.99957404     45.598809     -0.052407424    0.020155993   -0.03225143             0   34.278424      47.535243      11.681542    
 3776             3776000   0.84578457     45.886042     -0.060083663    0.017054893   -0.04302877             0   34.424215      47.57346       11.685077    
 3777             3777000   0.90805684     43.833254     -0.033550865    0.018310587   -0.015240278            0   33.745083      46.458067      11.945873    
 3778             3778000   0.34502456     12.283803     -0.048399594    0.0069572763  -0.041442317            0   32.802818      46.194719      11.90931     
 3779             3779000   0.56219371     24.761928     -0.050287992    0.011336401   -0.038951591            0   33.265657      46.149237      11.677542    
 3780             3780000   1.3720624      92.547289     -0.059989877    0.027667066   -0.032322811            0   33.341842      46.208082      11.441002    
 3781             3781000   0.5071175      13.379313     -0.058990125    0.010225813   -0.048764312            0   33.268304      46.072976      11.466396    
 3782             3782000   0.64282676     4.5799252     -0.061927875    0.012962333   -0.048965542            0   33.208918      46.007432      11.520363    
 3783             3783000   0.64829991     35.672765     -0.065647522    0.013072697   -0.052574825            0   33.308094      46.124672      11.416158    
 3784             3784000   0.98149759     55.536307     -0.057561829    0.019791489   -0.037770339            0   33.326864      45.8419        11.705709    
 3785             3785000   0.64876714     29.714544     -0.049889638    0.013082119   -0.03680752             0   33.349112      46.472001      11.511628    
 3786             3786000   0.73058635     52.595009     -0.051214014    0.014731969   -0.036482045            0   33.711601      45.900134      11.687263    
 3787             3787000   0.71755883     17.492885     -0.055672022    0.014469274   -0.041202748            0   33.288296      46.097812      11.361673    
 3788             3788000   0.3476602      21.734067     -0.060041851    0.0070104228  -0.053031428            0   33.160497      46.218533      11.607764    
 3789             3789000   1.1947884      81.197969     -0.060842429    0.02409241    -0.036750019            0   33.243083      46.041493      11.406679    
 3790             3790000   1.3844758      79.265484     -0.060615179    0.027917376   -0.032697803            0   33.3532        45.803992      11.667778    
 3791             3791000   0.91175351     63.538741     -0.058839173    0.018385129   -0.040454044            0   33.515703      45.977184      11.457949    
 3792             3792000   1.2157722      75.093166     -0.061855117    0.024515539   -0.037339578            0   33.323227      46.190009      11.522963    
 3793             3793000   1.292133       41.770013     -0.051076441    0.026055322   -0.025021118            0   32.867818      45.995094      11.57376     
 3794             3794000   1.585364       71.343054     -0.064330647    0.031968204   -0.032362443            0   33.250523      46.180638      11.618004    
 3795             3795000   0.72884915     29.64426      -0.051278237    0.014696939   -0.036581298            0   33.405342      46.153539      11.529073    
 3796             3796000   1.0352626      27.507495     -0.058042702    0.020875639   -0.037167063            0   34.314008      44.720094      11.600593    
 3797             3797000   0.75897254     40.133943     -0.05744328     0.015304365   -0.042138915            0   34.051311      44.822292      11.659704    
 3798             3798000   1.3080371      57.128426     -0.060533868    0.026376023   -0.034157845            0   34.005049      44.709353      11.621569    
 3799             3799000   1.2481591      80.05226      -0.060336802    0.025168607   -0.035168195            0   35.702939      44.464073      11.537446    
 3800             3800000   2.0166048      77.821579     -0.062227954    0.040663994   -0.02156396             0   35.722907      44.790973      11.446716    
 3801             3801000   0.90749781     65.012007     -0.048636837    0.018299315   -0.030337523            0   36.242017      42.773557      11.569497    
 3802             3802000   1.7776996      85.629355     -0.062434127    0.035846571   -0.026587556            0   35.86263       41.539935      11.518331    
 3803             3803000   0.56706323     27.923861     -0.053441571    0.011434593   -0.042006977            0   36.060516      41.421167      11.712996    
 3804             3804000   0.77037685     25.754766     -0.046152354    0.015534328   -0.030618026            0   36.532925      43.703629      11.486728    
 3805             3805000   1.179509       54.782173     -0.047663551    0.023784307   -0.023879244            0   36.114982      44.203109      11.68473     
 3806             3806000   1.2728108      82.13276      -0.053353146    0.025665698   -0.027687448            0   35.584039      44.715124      11.631354    
 3807             3807000   1.0163814      38.558472     -0.063824849    0.020494906   -0.043329943            0   35.888322      44.553908      11.477854    
 3808             3808000   1.4101763      79.897341     -0.056488813    0.028435617   -0.028053195            0   35.693579      44.77098       11.557048    
 3809             3809000   0.85180666     64.194721     -0.057076441    0.017176326   -0.039900115            0   35.644277      44.733754      11.717861    
 3810             3810000   1.4491985      85.752276     -0.054864018    0.029222482   -0.025641536            0   35.679924      44.514374      11.481855    
 3811             3811000   0.7438024      38.44191      -0.052841046    0.014998465   -0.037842581            0   35.985311      45.107203      11.595682    
 3812             3812000   0.76060892     29.489981     -0.049007987    0.015337361   -0.033670626            0   36.48983       45.961763      11.779723    
 3813             3813000   1.0316063      31.471755     -0.043996736    0.020801911   -0.023194825            0   36.83509       46.324988      11.903897    
 3814             3814000   1.9299614      57.738562     -0.061024024    0.038916867   -0.022107158            0   38.496074      46.181454      11.542549    
 3815             3815000   1.7153683      114.31466     -0.05785699     0.034589687   -0.023267303            0   38.147437      46.406577      11.723307    
 3816             3816000   0.58060962     36.186951     -0.050035494    0.011707751   -0.038327743            0   36.925941      45.703778      11.756337    
 3817             3817000   0.85243304     63.145227     -0.064526521    0.017188956   -0.047337565            0   36.665878      46.082717      11.489918    
 3818             3818000   0.73980699     52.01751      -0.058196553    0.014917899   -0.043278653            0   36.984085      46.170467      11.646265    
 3819             3819000   1.0758299      55.398081     -0.052413802    0.021693661   -0.030720141            0   37.217538      46.21886       11.696799    
 3820             3820000   0.99865223     48.183421     -0.049531136    0.020137405   -0.029393731            0   36.245115      45.961026      11.709129    
 3821             3821000   0.53549221     15.395676     -0.034286159    0.010797977   -0.023488182            0   36.627458      44.990262      11.889341    
 3822             3822000   0.92952046     49.293354     -0.058345198    0.018743392   -0.039601806            0   35.634425      44.633599      11.660888    
 3823             3823000   0.31767014     19.804183     -0.039363834    0.0064056857  -0.032958148            0   35.438361      44.588767      11.931221    
 3824             3824000   0.97075622     42.751502     -0.062869519    0.019574894   -0.043294625            0   35.684549      44.676982      11.688192    
 3825             3825000   1.1353841      48.728678     -0.059650281    0.022894546   -0.036755735            0   36.026782      44.797249      11.645853    
 3826             3826000   0.63728169     39.359504     -0.051180742    0.012850519   -0.038330223            0   35.159379      44.695243      11.751164    
 3827             3827000   0.43958892     13.56998      -0.059624867    0.0088641271  -0.05076074             0   33.914566      44.982474      11.608349    
 3828             3828000   1.429478       80.646688     -0.06215619     0.028824827   -0.033331363            0   34.364325      44.61016       11.669569    
 3829             3829000   0.92584763     53.644232     -0.065484163    0.018669331   -0.046814831            0   34.10351       44.899781      11.58044     
 3830             3830000   1.3903589      41.147219     -0.052732731    0.028036007   -0.024696725            0   34.110958      44.428466      11.487733    
 3831             3831000   1.7498564      92.321869     -0.050668566    0.035285124   -0.015383442            0   33.192058      43.529358      11.600054    
 3832             3832000   1.0381504      61.265058     -0.029889514    0.020933869   -0.0089556457           0   32.033753      41.620902      12.303443    
 3833             3833000   1.9691914      94.266683     -0.063336828    0.039707922   -0.023628906            0   31.899337      40.295126      11.548145    
 3834             3834000   0.92306037     63.910196     -0.04552298     0.018613127   -0.026909853            0   31.4339        40.43263       11.486446    
 3835             3835000   1.0376481      59.376009     -0.057798351    0.020923742   -0.036874609            0   31.572623      40.759661      11.692024    
 3836             3836000   0.80274984     23.606031     -0.062143982    0.016187116   -0.045956866            0   31.605978      40.11253       11.646276    
 3837             3837000   0.75433044     24.720416     -0.060155793    0.015210758   -0.044945034            0   31.635237      40.72145       11.577857    
 3838             3838000   1.5089958      109.93656     -0.045651306    0.03042827    -0.015223036            0   32.837496      39.983025      11.932198    
 3839             3839000   1.4355874      46.641984     -0.055463369    0.028948021   -0.026515349            0   33.28074       40.128925      11.550075    
 3840             3840000   0.58336511     29.983603     -0.054558849    0.011763314   -0.042795535            0   34.122715      38.784498      11.723521    
 3841             3841000   0.64622158     47.730354     -0.057217814    0.013030789   -0.044187026            0   34.109385      38.882961      11.822598    
 3842             3842000   0.37896995     10.566197     -0.062350888    0.0076417709  -0.054709117            0   34.056437      39.189211      11.68979     
 3843             3843000   0.7343676      33.828747     -0.047320792    0.014808216   -0.032512576            0   33.762392      38.973242      11.750427    
 3844             3844000   1.3384967      91.536355     -0.050097209    0.026990227   -0.023106982            0   33.830542      37.898597      11.708632    
 3845             3845000   1.125914       74.705449     -0.041620253    0.022703585   -0.018916668            0   31.580446      37.558412      11.227244    
 3846             3846000   1.0672641      72.659118     -0.053996285    0.021520936   -0.032475349            0   31.814632      37.538794      11.666729    
 3847             3847000   0.58639475     36.640757     -0.064163831    0.011824405   -0.052339426            0   31.459051      37.636375      11.600626    
 3848             3848000   0.7061153      54.308315     -0.050202977    0.01423852    -0.035964457            0   31.742847      37.43159       11.686563    
 3849             3849000   1.3127844      81.385835     -0.054079718    0.026471749   -0.027607969            0   31.562102      37.189713      11.624915    
 3850             3850000   0.54130925     39.583591     -0.056919926    0.010915275   -0.046004651            0   31.515154      37.543943      11.686482    
 3851             3851000   0.31238599     20.351531     -0.058994419    0.0062991331  -0.052695286            0   31.907183      37.50161       11.709993    
 3852             3852000   0.81502894     48.271517     -0.058154599    0.016434718   -0.041719881            0   31.592396      37.866347      11.562734    
 3853             3853000   1.1900451      77.806964     -0.037513827    0.023996762   -0.013517065            0   31.32378       37.077055      11.595113    
 3854             3854000   0.81103176     33.524656     -0.052410381    0.016354117   -0.036056264            0   31.696471      37.485735      11.539112    
 3855             3855000   0.96985979     43.94311      -0.044845386    0.019556818   -0.025288568            0   31.815749      37.200897      11.563832    
 3856             3856000   1.179495       47.471659     -0.012896872    0.023784025    0.010887153            0   33.143598      36.731753      11.982769    
 3857             3857000   1.1287818      63.852532     -0.042591797    0.022761414   -0.019830383            0   33.69992       36.688437      11.730479    
 3858             3858000   0.8206447      60.326222     -0.045980774    0.016547958   -0.029432816            0   34.167234      35.809045      11.600456    
 3859             3859000   0.81342204     30.343692     -0.056592865    0.016402316   -0.040190549            0   34.283291      36.061985      11.47812     
 3860             3860000   0.27801584     4.664046      -0.057808429    0.0056060735  -0.052202355            0   34.136486      35.978059      11.486948    
 3861             3861000   0.86879396     57.425453     -0.06179366     0.017518868   -0.044274792            0   34.089727      35.995498      11.552397    
 3862             3862000   0.70085311     31.542056     -0.057242057    0.01413241    -0.043109646            0   33.930382      35.917519      11.66156     
 3863             3863000   0.95537514     53.728474     -0.055458978    0.019264741   -0.036194237            0   34.13988       35.673882      11.703095    
 3864             3864000   0.69103813     46.582868     -0.037059606    0.013934495   -0.023125111            0   33.795939      35.277556      11.812261    
 3865             3865000   1.6478496      100.61238     -0.051032698    0.0332282     -0.017804497            0   33.342239      34.646603      11.693987    
 3866             3866000   0.80699968     30.886257     -0.06382866     0.016272812   -0.047555848            0   33.194113      34.613081      11.49721     
 3867             3867000   0.45843919     21.553822     -0.058751865    0.009244235   -0.04950763             0   34.33686       36.007072      11.603754    
 3868             3868000   0.87840189     47.689802     -0.055367242    0.017712607   -0.037654634            0   36.203055      36.256598      11.634126    
 3869             3869000   0.21591001     11.818102     -0.052273496    0.0043537353  -0.047919761            0   37.106679      37.551167      11.625901    
 3870             3870000   0.33764459     15.66993      -0.052513204    0.0068084621  -0.045704742            0   38.067409      37.202965      11.773549    
 3871             3871000   0.75643043     37.543222     -0.064241349    0.015253104   -0.048988245            0   38.363101      37.607145      11.441283    
 3872             3872000   0.64569307     25.056941     -0.060594869    0.013020131   -0.047574738            0   38.22708       37.470307      11.380392    
 3873             3873000   0.91560084     56.197186     -0.049034682    0.018462709   -0.030571973            0   38.608814      37.544402      11.781432    
 3874             3874000   0.52004195     25.289912     -0.063775704    0.010486429   -0.053289275            0   38.400304      37.473579      11.528818    
 3875             3875000   0.72610821     34.147015     -0.055900667    0.014641669   -0.041258998            0   38.263519      37.153247      11.559604    
 3876             3876000   1.0741039      35.756713     -0.050388685    0.021658857   -0.028729828            0   38.595831      38.022091      11.632555    
 3877             3877000   0.91238814     50.921689     -0.066004646    0.018397926   -0.04760672             0   39.342985      38.891622      11.496873    
 3878             3878000   0.86954244     20.436947     -0.068912339    0.01753396    -0.051378379            0   39.008671      38.96338       11.531607    
 3879             3879000   0.88623286     43.250117     -0.051348774    0.017870516   -0.033478258            0   39.208892      38.895241      11.467987    
 3880             3880000   0.59988852     27.008574     -0.062702172    0.012096502   -0.05060567             0   39.149679      38.762297      11.580025    
 3881             3881000   1.2419004      60.287019     -0.053951794    0.025042404   -0.02890939             0   39.124691      38.909906      11.32317     
 3882             3882000   0.54814721     32.300367     -0.052337849    0.01105316    -0.04128469             0   40.741503      38.487854      11.752472    
 3883             3883000   0.71805493     31.416473     -0.059751377    0.014479278   -0.045272099            0   40.782328      39.310256      11.62041     
 3884             3884000   0.72399969     33.682372     -0.064524915    0.014599152   -0.049925763            0   41.669971      37.267206      11.61071     
 3885             3885000   1.1117079      81.116817     -0.062671561    0.022417126   -0.040254435            0   41.783852      37.561039      11.455894    
 3886             3886000   1.4037736      87.3588       -0.059091618    0.028306508   -0.030785109            0   40.814583      35.879339      11.461633    
 3887             3887000   1.153118       38.439375     -0.063248999    0.023252143   -0.039996856            0   40.537765      36.082252      11.619571    
 3888             3888000   0.39517542     24.46585      -0.067486789    0.0079685474  -0.059518242            0   40.7657        36.15364       11.556975    
 3889             3889000   0.89635758     36.095876     -0.064996997    0.018074677   -0.04692232             0   40.742056      36.105497      11.431015    
 3890             3890000   0.85438064     59.690316     -0.054945126    0.017228229   -0.037716897            0   40.818676      36.151153      11.601449    
 3891             3891000   0.29980273     20.871223     -0.043648326    0.006045397   -0.037602929            0   40.200549      36.011881      11.623561    
 3892             3892000   1.0927054      68.275972     -0.046446307    0.022033948   -0.02441236             0   40.973897      36.112645      11.580478    
 3893             3893000   1.7206133      82.053643     -0.051097866    0.034695449   -0.016402416            0   41.001056      36.029176      11.521234    
 3894             3894000   1.1689066      46.131667     -0.065640571    0.023570514   -0.042070057            0   40.765656      35.973302      11.530271    
 3895             3895000   1.3878618      89.052107     -0.061105739    0.027985654   -0.033120085            0   40.795486      36.265203      11.439331    
 3896             3896000   0.89170542     66.59903      -0.05562105     0.017980868   -0.037640183            0   40.491838      35.812837      11.589974    
 3897             3897000   0.46152467     34.371351     -0.058340745    0.0093064524  -0.049034293            0   40.60507       35.817043      11.531644    
 3898             3898000   0.65757091     37.537117     -0.06446053     0.013259643   -0.051200887            0   40.84777       36.009039      11.546011    
 3899             3899000   0.54354361     25.810072     -0.045529743    0.01096033    -0.034569413            0   41.148216      35.734219      11.88855     
 3900             3900000   0.67566293     52.127969     -0.06358213     0.013624461   -0.049957669            0   40.54923       35.964633      11.543845    
 3901             3901000   0.74977328     24.089173     -0.058059797    0.015118865   -0.042940931            0   40.876711      36.232484      11.597513    
 3902             3902000   0.5855974      28.975235     -0.053129004    0.011808327   -0.041320677            0   41.011636      35.847328      11.605435    
 3903             3903000   0.59299191     21.445471     -0.058097568    0.011957434   -0.046140134            0   40.793568      35.855754      11.517776    
 3904             3904000   0.45177282     31.467733     -0.06079726     0.0091098104  -0.05168745             0   40.93049       36.011965      11.466969    
 3905             3905000   0.70943783     17.209661     -0.053645655    0.014305518   -0.039340137            0   40.743172      36.002586      11.618087    
 3906             3906000   0.2733013      12.888377     -0.063110481    0.0055110067  -0.057599474            0   40.734326      36.004869      11.690976    
 3907             3907000   1.0098417      44.77785      -0.056798853    0.020363037   -0.036435816            0   40.416579      35.955419      11.483366    
 3908             3908000   0.72522798     42.295705     -0.03256956     0.01462392    -0.01794564             0   40.546302      36.448943      12.147232    
 3909             3909000   1.4307855      60.653231     -0.055395286    0.028851192   -0.026544094            0   41.019314      36.389714      11.693695    
 3910             3910000   0.67279577     44.146924     -0.044450517    0.013566646   -0.030883871            0   41.409336      37.015832      11.981167    
 3911             3911000   1.4481439      28.529529     -0.062331805    0.029201218   -0.033130587            0   41.890947      37.421419      11.494824    
 3912             3912000   0.65167752     8.4108769     -0.058215399    0.013140805   -0.045074594            0   41.088149      38.549117      11.703415    
 3913             3913000   1.0259019      63.305094     -0.065094062    0.020686883   -0.044407179            0   39.162288      38.943644      11.521114    
 3914             3914000   0.72929298     20.223036     -0.066398277    0.014705889   -0.051692388            0   39.057544      38.966454      11.418265    
 3915             3915000   0.76779579     39.985676     -0.063707551    0.015482282   -0.04822527             0   39.164741      38.895779      11.539232    
 3916             3916000   0.5582802      24.68715      -0.055314949    0.011257487   -0.044057462            0   38.979405      39.128932      11.506943    
 3917             3917000   0.61346138     41.307569     -0.048995582    0.012370193   -0.03662539             0   39.337285      38.654475      11.688853    
 3918             3918000   1.2920435      91.949904     -0.045002738    0.026053517   -0.018949221            0   38.294962      40.550298      11.397853    
 3919             3919000   1.7013356      63.237223     -0.054767704    0.034306722   -0.020460982            0   38.794256      41.36185       11.677693    
 3920             3920000   1.20573        59.995719     -0.050495017    0.024313043   -0.026181975            0   38.904973      41.995636      11.445895    
 3921             3921000   1.4172689      100.38511     -0.049520524    0.028578635   -0.020941889            0   39.821084      41.862836      11.583392    
 3922             3922000   1.2890325      82.490322     -0.033771913    0.025992802   -0.0077791105           0   38.454841      42.17259       11.887588    
 3923             3923000   1.9679766      70.729576     -0.036595169    0.039683426    0.0030882574           0   38.854646      44.306263      11.962199    
 3924             3924000   1.2651481      35.863908     -0.053085457    0.025511184   -0.027574273            0   40.135075      44.825604      11.796037    
 3925             3925000   0.98103332     22.988127     -0.044404457    0.019782127   -0.024622329            0   40.949556      45.565479      11.759461    
 3926             3926000   1.0425773      32.487907     -0.057847938    0.021023137   -0.036824801            0   41.390854      46.053163      11.492457    
 3927             3927000   2.4022119      156.68943     -0.058379475    0.0484396     -0.009939875            0   41.502465      46.042864      11.531677    
 3928             3928000   0.61175834     39.945009     -0.053419515    0.012335852   -0.041083664            0   41.730782      46.060422      11.512614    
 3929             3929000   0.3581841      13.674146     -0.037195099    0.0072226328  -0.029972466            0   41.46434       46.1976        11.81134     
 3930             3930000   1.2795749      56.900181     -0.047988612    0.025802095   -0.022186517            0   41.484433      45.839386      11.610109    
 3931             3931000   0.50256854     33.552116     -0.032570679    0.010134085   -0.022436594            0   41.601146      45.871797      11.435121    
 3932             3932000   0.62141163     35.236108     -0.065808621    0.012530506   -0.053278114            0   41.696035      46.073533      11.61748     
 3933             3933000   0.88689314     67.102005     -0.06630043     0.01788383    -0.0484166              0   41.593549      46.180172      11.470152    
 3934             3934000   0.8676321      61.806679     -0.056979251    0.017495439   -0.039483812            0   41.585699      46.510747      11.575235    
 3935             3935000   0.23942941     13.904531     -0.055765367    0.0048279941  -0.050937373            0   40.490059      44.558043      11.675185    
 3936             3936000   0.914203       44.664446     -0.037104896    0.018434522   -0.018670374            0   40.729121      45.224616      12.088319    
 3937             3937000   1.1571724      79.093652     -0.055683017    0.023333899   -0.032349118            0   41.538882      45.958817      11.366658    
 3938             3938000   1.0959807      35.534461     -0.057454696    0.022099994   -0.035354702            0   42.00267       46.22231       11.520321    
 3939             3939000   0.93820077     46.762498     -0.058241638    0.018918427   -0.039323211            0   41.465157      45.652872      11.65137     
 3940             3940000   1.196212       52.935526     -0.056657183    0.024121115   -0.032536068            0   40.527423      44.859893      11.611252    
 3941             3941000   0.98019979     62.046337     -0.054814983    0.01976532    -0.035049664            0   40.872954      44.650273      11.578881    
 3942             3942000   0.6534486      36.487681     -0.058790916    0.013176518   -0.045614398            0   40.887494      44.834165      11.458403    
 3943             3943000   1.4848507      64.016855     -0.047348791    0.029941395   -0.017407396            0   41.018628      45.023736      11.846193    
 3944             3944000   1.0483961      27.616659     -0.056157868    0.021140469   -0.035017398            0   41.141004      45.277516      11.66968     
 3945             3945000   1.0357342      13.651219     -0.060972828    0.020885148   -0.040087681            0   40.945135      44.767859      11.667325    
 3946             3946000   1.0710021      33.249136     -0.047692583    0.02159631    -0.026096273            0   41.709063      46.065599      11.346393    
 3947             3947000   0.84113448     5.5003926     -0.053695397    0.016961126   -0.036734272            0   41.819906      46.267709      11.618782    
 3948             3948000   1.4248232      35.260814     -0.053357268    0.028730965   -0.024626303            0   41.715654      46.374408      11.781627    
 3949             3949000   0.7179442      28.734364     -0.052017176    0.014477045   -0.037540131            0   43.488609      45.841832      11.518191    
 3950             3950000   0.7046994      26.010709     -0.057156467    0.014209969   -0.042946498            0   43.416968      46.086174      11.639849    
 3951             3951000   0.97987542     70.314626     -0.059508974    0.019758779   -0.039750195            0   43.543403      46.10027       11.705083    
 3952             3952000   0.86592123     30.806722     -0.057658025    0.01746094    -0.040197085            0   43.504487      46.246253      11.563787    
 3953             3953000   1.8563984      120.64529     -0.058083446    0.037433499   -0.020649947            0   43.147142      46.180421      11.413453    
 3954             3954000   1.0946007      74.941998     -0.053827016    0.022072165   -0.031754851            0   42.997722      45.825414      11.638955    
 3955             3955000   0.76530523     38.984943     -0.063869912    0.015432061   -0.048437851            0   43.28901       46.078174      11.515913    
 3956             3956000   1.4122131      56.387895     -0.061599851    0.028476688   -0.033123164            0   43.394586      46.29413       11.496636    
 3957             3957000   2.1548723      97.291635     -0.058958157    0.043452101   -0.015506056            0   43.185628      46.14483       11.522052    
 3958             3958000   0.88746937     57.772206     -0.023015049    0.017895449   -0.0051195993           0   41.733561      45.210422      11.903645    
 3959             3959000   1.5669654      92.063517     -0.05112793     0.031597204   -0.019530726            0   40.924683      45.060681      11.7583      
 3960             3960000   1.0033781      27.548447     -0.060419554    0.0202327     -0.040186854            0   40.847805      44.733089      11.632695    
 3961             3961000   1.1339826      63.955992     -0.058480751    0.022866287   -0.035614464            0   40.51612       44.736479      11.710316    
 3962             3962000   0.68751783     49.943504     -0.051832542    0.01386351    -0.037969032            0   41.151279      45.415347      11.660701    
 3963             3963000   1.5084493      82.782996     -0.056519648    0.030417251   -0.026102397            0   41.783129      46.042909      11.402084    
 3964             3964000   0.72006275     37.06841      -0.052184103    0.014519765   -0.037664338            0   41.917578      46.13578       11.870937    
 3965             3965000   1.4589593      110.43494     -0.034140399    0.029419306   -0.0047210934           0   42.426121      45.944081      11.8798      
 3966             3966000   0.94226057     46.45417      -0.062279619    0.019000291   -0.043279328            0   43.188168      46.038763      11.563083    
 3967             3967000   0.81983908     60.47711      -0.05086157     0.016531713   -0.034329858            0   43.414036      46.07676       11.530931    
 3968             3968000   0.75990966     25.028637     -0.026286833    0.015323261   -0.010963572            0   43.15573       46.45046       11.764127    
 3969             3969000   0.81655822     46.554718     -0.062277934    0.016465556   -0.045812379            0   43.315202      46.029065      11.613599    
 3970             3970000   1.542362       100.92175     -0.054019999    0.031101086   -0.022918914            0   43.169072      46.037669      11.623071    
 3971             3971000   1.3442569      31.553365     -0.045111874    0.02710638    -0.018005494            0   41.783187      46.211203      11.734463    
 3972             3972000   0.83648465     41.87072      -0.041227526    0.016867364   -0.024360162            0   41.281853      44.889781      11.728664    
 3973             3973000   1.1753722      53.841835     -0.050921002    0.023700891   -0.027220112            0   40.872002      44.486728      11.733469    
 3974             3974000   1.1516918      51.277988     -0.055019919    0.023223385   -0.031796534            0   40.903725      45.005903      11.722605    
 3975             3975000   0.7735301      52.820022     -0.05383501     0.015597912   -0.038237098            0   41.084342      44.536019      11.618042    
 3976             3976000   2.2762266      162.59479     -0.062221524    0.04589916    -0.016322364            0   40.767252      44.608944      11.438948    
 3977             3977000   2.0451457      148.65397     -0.051332691    0.041239508   -0.010093183            0   40.59638       44.474996      11.605119    
 3978             3978000   1.6757263      100.36256     -0.06041848     0.033790321   -0.026628159            0   40.783758      44.604896      11.342917    
 3979             3979000   1.0919536      40.13827      -0.051016974    0.022018789   -0.028998185            0   40.542928      44.492877      11.657766    
 3980             3980000   1.1273109      61.054416     -0.055847061    0.022731754   -0.033115307            0   40.885918      44.816749      11.44317     
 3981             3981000   1.2270593      76.196344     -0.056327269    0.024743138   -0.031584131            0   40.451704      44.899849      11.648894    
 3982             3982000   1.6647246      67.52583      -0.032214312    0.033568477    0.0013541651           0   41.089212      44.671887      11.742303    
 3983             3983000   1.0561001      35.826683     -0.051655946    0.021295818   -0.030360128            0   40.694299      44.919838      11.730703    
 3984             3984000   1.175727       44.227246     -0.055258323    0.023708044   -0.03155028             0   41.166092      45.015788      11.724635    
 3985             3985000   0.9426485      72.149963     -0.033162193    0.019008114   -0.014154079            0   41.421631      46.66032       12.083313    
 3986             3986000   1.3919507      71.711897     -0.045017348    0.028068105   -0.016949243            0   41.736096      46.093846      11.680529    
 3987             3987000   1.1473975      45.037287     -0.055659923    0.023136793   -0.032523131            0   41.540097      46.541767      11.712762    
 3988             3988000   0.50927051     31.677518     -0.041410129    0.010269227   -0.031140902            0   41.069107      46.99436       11.585255    
 3989             3989000   0.33643766     21.900284     -0.057412153    0.006784125   -0.050628028            0   40.190987      47.53184       11.56955     
 3990             3990000   0.73110067     56.28684      -0.063656021    0.01474234    -0.048913681            0   40.768961      47.683506      11.686334    
 3991             3991000   0.5228568      27.350793     -0.059288096    0.010543189   -0.048744907            0   40.990101      47.2912        11.489577    
 3992             3992000   1.0724487      55.72929      -0.059025654    0.021625481   -0.037400173            0   40.748769      47.646616      11.416719    
 3993             3993000   1.671282       85.783217     -0.064605947    0.033700705   -0.030905242            0   40.716162      47.544971      11.385573    
 3994             3994000   1.9839954      72.099717     -0.060289989    0.04000644    -0.020283549            0   41.522989      46.136996      11.490621    
 3995             3995000   1.4433486      62.080489     -0.048783908    0.029104522   -0.019679386            0   41.210787      45.860065      11.693499    
 3996             3996000   1.0381531      63.083246     -0.022276348    0.020933925   -0.0013424232           0   41.322768      45.819242      12.14325     
 3997             3997000   1.5474255      88.974472     -0.050218225    0.03120319    -0.019015035            0   42.332087      46.198948      11.555166    
 3998             3998000   1.1713636      50.391154     -0.050369445    0.023620058   -0.026749387            0   42.48352       46.333694      11.771637    
