LAMMPS (2 Aug 2023 - Update 1)
Reading data file ...
  orthogonal box = (0 0 0) to (34.9641 31.7217 30)
  3 by 2 by 1 MPI processor grid
  reading atoms ...
  157 atoms
  scanning bonds ...
  2 = max bonds/atom
  scanning angles ...
  1 = max angles/atom
  reading bonds ...
  2 bonds
  reading angles ...
  1 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     1 = max # of 1-3 neighbors
     1 = max # of 1-4 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.000 seconds
  read_data CPU = 0.006 seconds
3 atoms in group water
Setting atom values ...
  1 settings made for charge
Setting atom values ...
  2 settings made for charge
Generated 0 of 3 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 6 6 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/smooth/linear, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
WARNING: Dump mydump includes no atom IDs and is not sorted by ID. This may complicate post-processing tasks or visualization (../dump.cpp:221)
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 6.595 | 6.641 | 6.866 Mbytes
     Time         Step          Temp         c_Twater        PotEng         KinEng         TotEng       Ndanger      c_COM[1]       c_COM[2]       c_COM[3]   
 1340             1340000   1.3701231      92.275495     -0.059738374    0.027627959   -0.032110414            0   6.5891236      29.172903      11.688551    
 1341             1341000   0.30775747     6.2986931     -0.052472307    0.0062058009  -0.046266506            0   5.7698803      29.941317      11.718772    
 1342             1342000   0.51018606     34.722049     -0.057917985    0.010287689   -0.047630296            0   5.6919686      30.49636       11.647954    
 1343             1343000   0.5031665      36.123087     -0.050887295    0.010146142   -0.040741153            0   6.0519722      30.181991      11.766497    
 1344             1344000   0.51434381     34.052754     -0.059753919    0.010371528   -0.049382391            0   5.7890491      30.024326      11.695207    
 1345             1345000   0.96563653     55.153835     -0.048821647    0.019471658   -0.029349989            0   5.7755793      30.417167      11.667334    
 1346             1346000   0.66877641     45.620982     -0.049594952    0.013485597   -0.036109355            0   5.9280669      29.890702      11.867237    
 1347             1347000   1.4777687      106.14189     -0.038673137    0.029798588   -0.0088745487           0   6.0096209      29.95843       11.567361    
 1348             1348000   1.8213964      98.367275     -0.052773032    0.036727697   -0.016045334            0   5.7553554      30.174763      11.453696    
 1349             1349000   1.2950907      89.136242     -0.050032026    0.026114964   -0.023917062            0   5.8712571      30.324789      11.529765    
 1350             1350000   0.63240948     35.111036     -0.042140614    0.012752273   -0.029388341            0   5.9990522      30.587413      11.759344    
 1351             1351000   1.1028432      53.444483     -0.051642356    0.022238374   -0.029403983            0   5.7198807      30.342499      11.668727    
 1352             1352000   0.34432184     20.644297     -0.047370325    0.0069431062  -0.040427219            0   6.0029293      29.789681      11.636462    
 1353             1353000   0.42628666     28.424472     -0.053639218    0.0085958926  -0.045043326            0   5.844454       30.570179      11.678092    
 1354             1354000   0.66923294     23.26827      -0.057190235    0.013494803   -0.043695432            0   6.0584052      30.123133      11.524668    
 1355             1355000   1.1397627      58.108224     -0.054891329    0.022982839   -0.03190849             0   5.7858388      30.108409      11.655111    
 1356             1356000   0.60620266     37.209621     -0.05970195     0.012223824   -0.047478126            0   5.7734802      30.056423      11.514062    
 1357             1357000   0.92868403     39.599384     -0.066076478    0.018726526   -0.047349952            0   5.7426559      30.327598      11.485318    
 1358             1358000   1.470423       69.353691     -0.064811761    0.029650465   -0.035161295            0   5.7143189      30.406515      11.60735     
 1359             1359000   0.75817087     47.769201     -0.059794722    0.015288199   -0.044506523            0   5.9811275      30.178532      11.582376    
 1360             1360000   1.5453616      12.703827     -0.054269809    0.031161571   -0.023108238            0   6.3689135      31.486266      11.724197    
 1361             1361000   0.97123528     15.757346     -0.047899793    0.019584554   -0.028315239            0   7.2591266      31.793972      11.548886    
 1362             1362000   0.52994727     38.751319     -0.05120811     0.010686165   -0.040521944            0   6.9476902      31.662227      11.782815    
 1363             1363000   1.5953851      109.81656     -0.056100785    0.032170275   -0.02393051             0   6.6562965      31.693467      11.71953     
 1364             1364000   0.78657643     35.083653     -0.046050039    0.015860985   -0.030189054            0   7.2750766      31.550084      11.827545    
 1365             1365000   0.71141894     17.0628       -0.052848922    0.014345466   -0.038503456            0   8.7309885      30.83548       11.726571    
 1366             1366000   0.8038727      27.378683     -0.050438483    0.016209758   -0.034228726            0   8.9822211      30.785517      11.858818    
 1367             1367000   0.67698888     8.4514648     -0.029703467    0.013651198   -0.016052269            0   9.1644058      31.317411      12.064667    
 1368             1368000   0.66427533     44.761864     -0.050237539    0.013394835   -0.036842704            0   8.8238009      30.990622      11.545345    
 1369             1369000   1.5178136      96.056233     -0.056207429    0.030606078   -0.025601351            0   9.2872953      30.216926      11.647212    
 1370             1370000   1.6743616      101.20332     -0.058773802    0.033762803   -0.025010999            0   9.2140335      30.280244      11.636549    
 1371             1371000   1.0240491      45.753284     -0.05903485     0.020649523   -0.038385327            0   9.1205178      30.13571       11.563112    
 1372             1372000   0.55178964     23.277628     -0.063447577    0.011126608   -0.05232097             0   9.1367899      30.291192      11.632961    
 1373             1373000   0.89407738     44.168604     -0.058433355    0.018028697   -0.040404658            0   9.2125581      30.280016      11.587945    
 1374             1374000   0.87931296     38.510961     -0.041791812    0.017730979   -0.024060833            0   8.9620603      30.679742      11.494315    
 1375             1375000   1.4631486      89.449651     -0.061929282    0.02950378    -0.032425502            0   9.3662011      30.277504      11.56628     
 1376             1376000   1.2068025      59.548955     -0.062863023    0.024334668   -0.038528355            0   9.0040099      30.424092      11.594186    
 1377             1377000   0.6283491      10.030556     -0.047265371    0.012670397   -0.034594974            0   8.8107625      29.923291      11.767823    
 1378             1378000   1.4238309      102.96407     -0.05085511     0.028710956   -0.022144154            0   8.6609013      30.512637      11.70961     
 1379             1379000   0.94667001     73.376826     -0.065102876    0.019089206   -0.04601367             0   9.1134341      30.15269       11.491843    
 1380             1380000   0.30821302     6.2312818     -0.065058034    0.006214987   -0.058843047            0   9.3163754      30.410393      11.593121    
 1381             1381000   0.9156803      36.72142      -0.043053531    0.018464311   -0.02458922             0   9.0122233      30.310471      11.480159    
 1382             1382000   1.8218048      78.06309      -0.052025755    0.036735934   -0.015289821            0   9.2367513      30.175164      11.344352    
 1383             1383000   0.82232305     48.852057     -0.043706498    0.016581801   -0.027124697            0   9.4107026      30.303362      11.308453    
 1384             1384000   1.3005479      70.085145     -0.051932054    0.026225005   -0.025707049            0   7.7995762      31.773533      11.593087    
 1385             1385000   1.6783202      110.83193     -0.063224282    0.033842626   -0.029381655            0   8.4243378      31.948543      11.534365    
 1386             1386000   1.0941533      68.169403     -0.06090483     0.022063145   -0.038841685            0   8.3643311      31.669752      11.382279    
 1387             1387000   1.3624716      94.533679     -0.063839597    0.027473672   -0.036365926            0   8.2778734      31.754247      11.644758    
 1388             1388000   0.71350466     31.654459     -0.064273408    0.014387524   -0.049885884            0   8.1585384      31.72584       11.465377    
 1389             1389000   0.69010092     26.927045     -0.063792529    0.013915597   -0.049876932            0   8.2026841      31.630082      11.516749    
 1390             1390000   0.94049647     42.709811     -0.058783962    0.018964719   -0.039819243            0   8.030749       31.720385      11.633079    
 1391             1391000   0.36948635     15.46035      -0.0563554      0.007450538   -0.048904862            0   8.2425564      31.955193      11.636891    
 1392             1392000   1.4435066      99.912668     -0.055460002    0.029107709   -0.026352293            0   8.4053752      31.741898      11.517136    
 1393             1393000   1.0683842      43.174473     -0.060976953    0.021543521   -0.039433432            0   8.1528512      31.647745      11.491465    
 1394             1394000   0.50646549     37.902109     -0.053725716    0.010212665   -0.043513051            0   8.7591344      31.241163      11.647135    
 1395             1395000   0.97127136     43.719623     -0.060103434    0.019585282   -0.040518152            0   8.1706866      31.604791      11.732029    
 1396             1396000   1.0650753      75.938254     -0.05879247     0.021476799   -0.03731567             0   8.3158444      31.711403      11.500449    
 1397             1397000   0.8029586      29.353528     -0.057164641    0.016191325   -0.040973316            0   8.0343925      31.73778       11.701453    
 1398             1398000   0.75045823     31.864587     -0.064855803    0.015132677   -0.049723126            0   8.2794864      31.653433      11.495526    
 1399             1399000   0.55275707     29.809872     -0.061186756    0.011146116   -0.05004064             0   8.3369351      31.93136       11.403966    
 1400             1400000   0.90023369     52.244089     -0.053627184    0.018152837   -0.035474348            0   7.843425       31.735262      11.646649    
 1401             1401000   0.25512815     6.8528537     -0.042349805    0.0051445526  -0.037205253            0   7.7407428      31.823676      11.65442     
 1402             1402000   0.98395401     68.479619     -0.048975199    0.019841022   -0.029134177            0   8.5574003      32.274676      11.848749    
 1403             1403000   1.6033743      79.648741     -0.054553459    0.032331373   -0.022222086            0   7.5839138      31.669111      11.697006    
 1404             1404000   1.4712628      95.754494     -0.05116276     0.0296674     -0.02149536             0   6.5675476      31.226913      11.780925    
 1405             1405000   1.0526376      72.205622     -0.028400016    0.021225998   -0.0071740176           0   8.7752452      31.038278      11.75119     
 1406             1406000   0.83716508     23.591641     -0.055437058    0.016881084   -0.038555974            0   9.0659684      30.101984      11.462788    
 1407             1407000   0.37993405     22.490467     -0.036362731    0.0076612115  -0.02870152             0   8.6769561      31.416642      11.756716    
 1408             1408000   0.38943914     27.616587     -0.044508182    0.0078528777  -0.036655304            0   8.2441648      31.787977      11.893872    
 1409             1409000   0.66227724     43.118836     -0.057047471    0.013354544   -0.043692927            0   8.5866125      31.922655      11.644175    
 1410             1410000   0.40751473     23.115007     -0.053699019    0.0082173645  -0.045481654            0   7.6436542      31.715362      11.632276    
 1411             1411000   0.58561704     34.541001     -0.065406498    0.011808723   -0.053597774            0   6.6903358      31.545778      11.631233    
 1412             1412000   0.64873652     43.620356     -0.052269385    0.013081501   -0.039187884            0   6.5099358      32.197773      11.696294    
 1413             1413000   0.72635849     51.892206     -0.056956239    0.014646716   -0.042309523            0   6.6344023      31.868413      11.541967    
 1414             1414000   0.27098654     13.550937     -0.058444363    0.0054643305  -0.052980033            0   6.7119184      31.483772      11.611275    
 1415             1415000   0.68954885     45.540102     -0.06155718     0.013904465   -0.047652716            0   6.7477275      31.76885       11.504971    
 1416             1416000   1.6487639      114.08365     -0.063737912    0.033246635   -0.030491277            0   6.7308881      31.6888        11.452949    
 1417             1417000   0.63054998     34.274349     -0.063569239    0.012714777   -0.050854462            0   6.6687428      31.807556      11.542775    
 1418             1418000   0.43993314     32.82973      -0.03961712     0.0088710682  -0.030746051            0   6.5878109      31.645416      11.465876    
 1419             1419000   0.83649648     25.719789     -0.052057936    0.016867602   -0.035190333            0   6.446195       31.863898      11.655814    
 1420             1420000   1.2208014      68.096569     -0.06247725     0.02461695    -0.0378603              0   6.7000559      31.779079      11.451174    
 1421             1421000   0.73416855     25.577323     -0.063958884    0.014804202   -0.049154681            0   6.7831799      31.872145      11.573019    
 1422             1422000   0.40515366     21.121139     -0.056601023    0.0081697544  -0.048431268            0   6.5017088      31.565418      11.435614    
 1423             1423000   0.74569614     10.242652     -0.052639629    0.015036651   -0.037602977            0   6.4881853      31.035553      11.688301    
 1424             1424000   0.55663509     31.266877     -0.059185012    0.011224314   -0.047960698            0   6.5571171      31.687273      11.487519    
 1425             1425000   0.983939       60.521768     -0.045578676    0.019840719   -0.025737957            0   6.4306862      31.902504      11.642591    
 1426             1426000   0.88273173     60.157788     -0.032774531    0.017799917   -0.014974614            0   6.8038985      31.854528      11.731282    
 1427             1427000   1.3403746      62.853556     -0.05745506     0.027028095   -0.030426965            0   6.6970394      31.699187      11.348559    
 1428             1428000   0.76264225     54.627011     -0.048938527    0.015378363   -0.033560165            0   6.283848       31.56293       11.705914    
 1429             1429000   1.125329       81.178791     -0.031696627    0.022691789   -0.0090048378           0   6.4933828      31.749566      11.907034    
 1430             1430000   1.6518285      88.986203     -0.049569723    0.033308433   -0.01626129             0   5.9611398      30.321257      11.765611    
 1431             1431000   0.97757313     62.587637     -0.059653122    0.019712354   -0.039940767            0   6.1145133      30.118829      11.631293    
 1432             1432000   1.0407279      63.184118     -0.052428401    0.020985844   -0.031442557            0   5.4507435      30.388457      11.67968     
 1433             1433000   0.87972549     40.112201     -0.046301252    0.017739297   -0.028561954            0   6.0244356      31.320101      11.746355    
 1434             1434000   0.69244243     31.071942     -0.064310803    0.013962812   -0.05034799             0   8.5331432      31.567612      11.588361    
 1435             1435000   0.63747858     28.91121      -0.058637142    0.01285449    -0.045782653            0   8.1884891      31.774053      11.513401    
 1436             1436000   0.7937972      53.013895     -0.057500445    0.016006589   -0.041493855            0   8.0883937      31.624726      11.556896    
 1437             1437000   0.57527628     31.341933     -0.056877819    0.011600206   -0.045277613            0   8.4529244      31.820034      11.506895    
 1438             1438000   1.0444666      39.531211     -0.063968912    0.021061234   -0.042907678            0   8.478508       31.607217      11.563671    
 1439             1439000   0.35057364     13.337236     -0.065037134    0.0070691712  -0.057967963            0   8.2959262      31.687956      11.429631    
 1440             1440000   0.50125085     12.317558     -0.048198425    0.010107514   -0.03809091             0   7.984035       31.575234      11.819377    
 1441             1441000   0.70090675     42.386053     -0.06577946     0.014133492   -0.051645967            0   8.1995301      31.771151      11.622091    
 1442             1442000   0.25575012     17.039216     -0.059084197    0.0051570944  -0.053927102            0   7.9375768      31.782602      11.689671    
 1443             1443000   0.45505734     25.479375     -0.057080464    0.0091760413  -0.047904423            0   8.0675823      31.922164      11.622921    
 1444             1444000   0.66194436     29.105481     -0.059004888    0.013347832   -0.045657056            0   8.5047013      31.478995      11.600058    
 1445             1445000   0.91069251     46.003348     -0.056119466    0.018363734   -0.037755732            0   8.0820195      31.606369      11.706212    
 1446             1446000   2.1372031      53.813497     -0.054417641    0.043095809   -0.011321832            0   6.9062223      31.764497      11.72515     
 1447             1447000   1.4550729      81.391906     -0.050454251    0.029340938   -0.021113313            0   8.0390965      31.68362       11.422056    
 1448             1448000   0.99596721     63.223485     -0.056110973    0.020083263   -0.036027709            0   8.4728119      31.485253      11.401034    
 1449             1449000   1.6030603      53.946151     -0.060416504    0.032325041   -0.028091463            0   7.0059329      31.867375      11.622359    
 1450             1450000   0.5173769      39.676524     -0.054914292    0.010432689   -0.044481603            0   6.6597528      31.790638      11.719272    
 1451             1451000   1.2424527      49.865103     -0.057793632    0.02505354    -0.032740092            0   6.5422727      31.539617      11.601825    
 1452             1452000   1.5318339      96.540768     -0.052028217    0.03088879    -0.021139426            0   5.9753549      32.846088      11.685063    
 1453             1453000   0.42556297     28.892959     -0.062065584    0.0085812997  -0.053484284            0   5.6650548      33.205295      11.497585    
 1454             1454000   1.1263835      87.423094     -0.04624881     0.022713054   -0.023535756            0   5.9943451      33.20573       11.393534    
 1455             1455000   0.61852803     23.025107     -0.046751967    0.01247236    -0.034279607            0   5.3522801      33.078927      11.650324    
 1456             1456000   1.336143       102.61624     -0.031825059    0.026942765   -0.0048822938           0   5.2485708      33.455663      11.955073    
 1457             1457000   0.78713196     47.201042     -0.05610369     0.015872187   -0.040231503            0   4.3095521      33.159191      11.557694    
 1458             1458000   1.0220527      35.259832     -0.06407872     0.020609267   -0.043469453            0   4.1214925      32.913203      11.590314    
 1459             1459000   2.0898242      62.412398     -0.043093536    0.042140433   -0.00095310328          0   3.4599744      35.652317      11.957407    
 1460             1460000   0.77433778     8.8053617     -0.047351294    0.015614198   -0.031737096            0   1.4497653      37.384736      11.915629    
 1461             1461000   0.63915383     31.402253     -0.05331394     0.01288827    -0.04042567             0   3.1023549      37.691073      11.759933    
 1462             1462000   0.54208959     39.451102     -0.04029872     0.01093101    -0.029367709            0   3.3838775      37.008911      11.795888    
 1463             1463000   1.1030859      64.505099     -0.050795838    0.022243267   -0.028552571            0   3.2175834      37.242839      11.809303    
 1464             1464000   1.7533203      98.334285     -0.029506312    0.035354973    0.0058486611           0   2.6631027      37.561053      11.666511    
 1465             1465000   0.9011318      58.11655      -0.061256001    0.018170947   -0.043085054            0   3.203181       37.641091      11.397826    
 1466             1466000   1.3607316      63.464023     -0.042758476    0.027438585   -0.015319891            0   3.4323396      38.078478      11.799621    
 1467             1467000   0.46262549     30.437754     -0.049905671    0.0093286499  -0.040577021            0   4.1524126      38.587087      11.496446    
 1468             1468000   0.40779152     31.447615     -0.049065151    0.0082229457  -0.040842205            0   4.4008288      38.798143      11.690954    
 1469             1469000   2.0810545      107.69303     -0.047867143    0.041963595   -0.0059035483           0   4.1463762      38.579314      11.747914    
 1470             1470000   1.0012573      73.099595     -0.0561728      0.020189936   -0.035982863            0   4.0782741      38.921406      11.59929     
 1471             1471000   0.39966447     25.70009      -0.05981691     0.0080590673  -0.051757843            0   4.1411257      38.970508      11.478054    
 1472             1472000   0.66045093     37.749111     -0.061565215    0.013317717   -0.048247498            0   4.305997       38.89812       11.394563    
 1473             1473000   0.50822422     30.892774     -0.054836481    0.010248129   -0.044588352            0   4.0829134      38.929066      11.340119    
 1474             1474000   0.25892194     15.645345     -0.060853529    0.0052210529  -0.055632476            0   4.3768341      38.832048      11.702154    
 1475             1475000   1.3441777      94.713597     -0.055690084    0.027104782   -0.028585302            0   4.1011228      38.694845      11.61776     
 1476             1476000   0.81390079     30.555955     -0.049123134    0.01641197    -0.032711164            0   3.944214       38.730195      11.751542    
 1477             1477000   1.3174765      73.379615     -0.066933725    0.026566363   -0.040367362            0   4.0863819      38.919413      11.482858    
 1478             1478000   1.275639       73.932774     -0.063547558    0.025722728   -0.037824829            0   4.3648479      38.874148      11.551527    
 1479             1479000   1.134159       50.457902     -0.051793416    0.022869843   -0.028923573            0   4.0644565      39.078756      11.356711    
 1480             1480000   1.4957599      86.341805     -0.056757624    0.030161375   -0.026596249            0   4.2905172      39.2901        11.58787     
 1481             1481000   1.2242778      51.618175     -0.0545014      0.02468705    -0.02981435             0   4.6741678      38.953119      11.723907    
 1482             1482000   1.1780533      84.367616     -0.062942824    0.023754954   -0.03918787             0   5.5691683      39.038084      11.505265    
 1483             1483000   0.52707093     40.150453     -0.052328176    0.010628165   -0.041700011            0   5.3504255      38.973757      11.709496    
 1484             1484000   0.4826347      35.172533     -0.037529836    0.0097321272  -0.027797709            0   5.3415953      38.803188      11.561381    
 1485             1485000   0.84347239     22.564441     -0.050228215    0.017008269   -0.033219946            0   5.872659       38.81605       11.407003    
 1486             1486000   0.56429394     21.898766     -0.042108207    0.011378752   -0.030729456            0   5.8179902      39.283068      11.705155    
 1487             1487000   0.69860118     35.228337     -0.059214499    0.014087001   -0.045127498            0   5.7837058      38.939938      11.420411    
 1488             1488000   1.0159747      62.512556     -0.059746341    0.020486705   -0.039259636            0   5.9120184      39.011837      11.422032    
 1489             1489000   0.72446633     52.061039     -0.055503788    0.014608561   -0.040895227            0   6.0483628      39.080625      11.49429     
 1490             1490000   0.70066378     25.412514     -0.054833214    0.014128593   -0.040704621            0   5.7613496      39.236231      11.635583    
 1491             1491000   0.68963263     38.183115     -0.059591997    0.013906154   -0.045685843            0   5.8685438      38.750951      11.416057    
 1492             1492000   0.90709447     33.31529      -0.062751361    0.018291181   -0.04446018             0   5.8581819      39.11817       11.467966    
 1493             1493000   0.66662412     44.148278     -0.048756601    0.013442197   -0.035314403            0   5.662986       38.767231      11.697998    
 1494             1494000   1.6272125      100.51589     -0.051845249    0.03281206    -0.019033188            0   5.8853776      38.675119      11.85805     
 1495             1495000   0.40067168     19.53077      -0.027874371    0.0080793773  -0.019794993            0   5.401763       40.140436      12.293224    
 1496             1496000   0.81121363     44.976022     -0.03566462     0.016357784   -0.019306836            0   5.2182456      40.942392      12.043703    
 1497             1497000   1.1870803      66.438361     -0.049603086    0.023936979   -0.025666107            0   3.5649927      40.611173      11.789547    
 1498             1498000   0.99579048     50.275178     -0.063855493    0.020079699   -0.043775794            0   3.52367        40.255909      11.531323    
 1499             1499000   0.69708561     29.923644     -0.033001036    0.01405644    -0.018944595            0   3.459525       40.474001      11.687312    
 1500             1500000   1.2599258      80.35292      -0.04864773     0.025405878   -0.023241853            0   2.9508192      40.491446      11.631659    
 1501             1501000   1.4128         52.910004     -0.045586483    0.028488523   -0.01709796             0   3.2369321      40.115481      11.672507    
 1502             1502000   0.63420981     27.357912     -0.053526285    0.012788576   -0.040737709            0   3.2219858      40.36397       11.634743    
 1503             1503000   0.37257872     19.508674     -0.057466071    0.0075128944  -0.049953177            0   3.4279986      40.422602      11.515587    
 1504             1504000   0.19525959     9.4297843     -0.065131834    0.0039373281  -0.061194506            0   3.3180482      40.237106      11.514124    
 1505             1505000   1.0526233      63.786051     -0.064254433    0.021225709   -0.043028725            0   3.4592451      40.504694      11.626653    
 1506             1506000   0.88323803     65.160625     -0.056989376    0.017810126   -0.03917925             0   3.5382738      40.267818      11.723325    
 1507             1507000   0.42113398     32.113498     -0.055870273    0.0084919909  -0.047378282            0   3.2577211      40.710821      11.660337    
 1508             1508000   0.94953245     49.293423     -0.054883657    0.019146926   -0.035736732            0   3.1987423      40.329423      11.78448     
 1509             1509000   1.2743622      89.405389     -0.048949975    0.025696983   -0.023252992            0   3.2646678      40.583209      11.623468    
 1510             1510000   2.5277455      147.91139     -0.056014713    0.050970933   -0.0050437799           0   3.3668516      40.353269      11.316295    
 1511             1511000   0.64763056     48.382903     -0.056265381    0.0130592     -0.043206181            0   3.3453646      39.890472      11.72252     
 1512             1512000   1.4328306      71.467527     -0.041488866    0.028892432   -0.012596435            0   3.166151       39.834552      11.688438    
 1513             1513000   0.73530768     30.032486     -0.055958114    0.014827172   -0.041130942            0   5.2969851      41.930734      11.779244    
 1514             1514000   0.370171       19.364899     -0.051699965    0.0074643437  -0.044235622            0   5.8399916      41.757266      11.691317    
 1515             1515000   0.83636341     45.359838     -0.045908827    0.016864919   -0.029043908            0   5.2574924      42.001563      11.714862    
 1516             1516000   1.0081163      48.708417     -0.056527186    0.020328244   -0.036198942            0   4.6636716      41.714519      11.523164    
 1517             1517000   1.7451547      31.32662      -0.061921797    0.035190315   -0.026731482            0   4.0495132      41.787744      11.529599    
 1518             1518000   0.80441151     30.865644     -0.049775737    0.016220622   -0.033555115            0   4.5543478      41.609012      11.785512    
 1519             1519000   0.80683173     43.835766     -0.051050896    0.016269425   -0.034781471            0   6.3568047      42.256481      11.896729    
 1520             1520000   0.787937       26.441704     -0.046689081    0.015888421   -0.030800661            0   7.0900189      43.657341      11.957015    
 1521             1521000   0.68147764     48.774998     -0.053043855    0.013741712   -0.039302143            0   6.3530573      43.637019      11.460015    
 1522             1522000   1.59302        60.397456     -0.06746115     0.032122583   -0.035338567            0   6.5903017      43.233153      11.574359    
 1523             1523000   1.1838481      66.929338     -0.05120195     0.023871803   -0.027330147            0   7.5567112      43.353511      11.739059    
 1524             1524000   0.71566396     37.9165       -0.043632337    0.014431065   -0.029201272            0   7.8975256      43.242102      11.949219    
 1525             1525000   1.265887       36.368966     -0.058395727    0.025526083   -0.032869644            0   8.5507567      43.243322      11.463518    
 1526             1526000   1.4574267      72.809783     -0.060716488    0.029388401   -0.031328088            0   8.1667035      43.158666      11.512665    
 1527             1527000   1.1751596      69.696894     -0.055162782    0.023696602   -0.03146618             0   8.5197086      43.22073       11.496863    
 1528             1528000   0.8816766      58.944307     -0.051666432    0.017778641   -0.033887791            0   8.2806719      43.338884      11.50792     
 1529             1529000   0.62010261     35.57698      -0.064433419    0.01250411    -0.051929308            0   8.4744521      43.429494      11.56636     
 1530             1530000   0.92391796     41.678167     -0.066969784    0.01863042    -0.048339364            0   8.2536386      43.260231      11.52087     
 1531             1531000   1.0732164      63.087655     -0.064178668    0.02164096    -0.042537708            0   8.201272       43.12125       11.496486    
 1532             1532000   0.66370635     39.158729     -0.054541919    0.013383362   -0.041158557            0   8.3687142      43.652828      11.701978    
 1533             1533000   0.92789231     41.064221     -0.054259048    0.018710561   -0.035548487            0   9.8538357      44.641882      11.70931     
 1534             1534000   0.39309405     16.153822     -0.050748039    0.0079265775  -0.042821462            0   9.4843672      44.727271      11.980566    
 1535             1535000   1.1967357      40.894056     -0.053480154    0.024131676   -0.029348479            0   8.6349699      43.765608      11.812655    
 1536             1536000   0.57691176     16.078129     -0.063487549    0.011633185   -0.051854365            0   8.3238853      43.483937      11.486936    
 1537             1537000   0.74160774     39.861334     -0.057216619    0.014954211   -0.042262408            0   8.2692142      42.953466      11.681818    
 1538             1538000   0.57137801     41.718761     -0.06523725     0.011521599   -0.053715651            0   8.3066733      43.2717        11.532512    
 1539             1539000   0.66855877     46.552332     -0.06593372     0.013481208   -0.052452511            0   8.4717115      43.241493      11.543299    
 1540             1540000   1.4729017      48.301961     -0.057129109    0.029700448   -0.02742866             0   8.333777       43.552739      11.627989    
 1541             1541000   0.36474682     19.854135     -0.043636522    0.0073549673  -0.036281555            0   7.5535394      43.354319      11.910217    
 1542             1542000   0.57510421     40.989628     -0.041379436    0.011596736   -0.029782699            0   6.1722804      42.829155      12.034487    
 1543             1543000   1.9385874      55.765471     -0.057527835    0.039090806   -0.018437029            0   5.6465894      41.888833      11.342492    
 1544             1544000   0.54604611     32.881786     -0.025720759    0.011010792   -0.014709967            0   5.7050897      42.756299      12.158957    
 1545             1545000   0.69388146     24.213796     -0.037741263    0.01399183    -0.023749433            0   6.5460168      44.339007      11.884816    
 1546             1546000   0.93047161     24.940737     -0.049387957    0.018762572   -0.030625385            0   4.4457541      44.719439      11.921388    
 1547             1547000   0.92925728     34.663502     -0.058442186    0.018738085   -0.0397041              0   4.2228842      44.68902       11.722371    
 1548             1548000   1.0596419      66.177713     -0.057094261    0.021367238   -0.035727023            0   4.5218802      44.606301      11.753536    
 1549             1549000   0.67798622     43.088548     -0.068722478    0.013671309   -0.055051169            0   4.1219412      44.698527      11.419566    
 1550             1550000   0.66918861     49.35812      -0.054999643    0.013493909   -0.041505734            0   4.0433408      44.634527      11.597931    
 1551             1551000   0.77457468     25.566738     -0.055193968    0.015618975   -0.039574993            0   4.1092066      44.878066      11.815101    
 1552             1552000   2.1420886      126.18528     -0.042956863    0.043194323    0.00023746003          0   3.6369703      43.858022      11.766239    
 1553             1553000   0.48359023     24.39841      -0.048273442    0.0097513951  -0.038522047            0   3.3183167      43.252898      11.506682    
 1554             1554000   0.90906895     61.389036     -0.06236988     0.018330996   -0.044038884            0   3.5189111      43.467937      11.507344    
 1555             1555000   0.24212937     16.839626     -0.061040225    0.0048824377  -0.056157787            0   3.1297979      43.265827      11.660365    
 1556             1556000   1.3691278      68.20042      -0.062301482    0.027607892   -0.03469359             0   3.3838111      43.237876      11.353633    
 1557             1557000   0.44010558     27.41335      -0.04874691     0.0088745454  -0.039872364            0   3.4895903      43.064545      11.831772    
 1558             1558000   0.82275368     27.928355     -0.055386392    0.016590485   -0.038795907            0   3.2603534      43.424209      11.670815    
 1559             1559000   0.44521493     30.326627     -0.065379567    0.0089775732  -0.056401994            0   3.3319434      43.266984      11.526998    
 1560             1560000   0.60956102     36.793148     -0.065830377    0.012291544   -0.053538833            0   3.2509307      43.251932      11.55055     
 1561             1561000   0.1640935      8.5623483     -0.059139288    0.003308877   -0.055830411            0   3.2405305      43.181094      11.607351    
 1562             1562000   0.50803296     22.211327     -0.064084479    0.010244273   -0.053840206            0   3.1386888      43.239124      11.580278    
 1563             1563000   1.399268       83.309103     -0.064579742    0.028215656   -0.036364087            0   3.38251        43.342956      11.598918    
 1564             1564000   0.78903467     16.910705     -0.057210231    0.015910555   -0.041299677            0   3.0546083      43.32514       11.703818    
 1565             1565000   1.3189346      25.758282     -0.045566412    0.026595767   -0.018970646            0   2.9743554      43.457234      11.667723    
 1566             1566000   0.33803501     9.0405794     -0.033211327    0.006816335   -0.026394992            0   3.239207       43.226158      12.078935    
