1   14.954  53.467  117.075 207.579
2   9.560   31.567  66.480  115.017
3   7.513   22.949  46.380  79.440
4   6.685   18.785  38.782  63.985
5   6.035   16.651  33.060  55.667
6   5.466   14.186  27.240  44.664
