# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione
1     -1.837599992752075      0.9535999894142151
2     -1.749199986457825      0.9241999983787537
3     -1.716799974441528      0.9085999727249146
4     -1.698799967765808      0.8989999890327454
5     -1.672000050544739      0.8827999830245972
6     -1.654800057411194      0.878600001335144
7     -1.649199962615967      0.8727999925613403
8     -1.625200033187866      0.8636000156402588
9     -1.606400012969971      0.8510000109672546
10     -1.599200010299683      0.8453999757766724
11     -1.60319995880127      0.8474000096321106
12     -1.603999972343445      0.8515999913215637
13     -1.582000017166138      0.8356000185012817
14     -1.590000033378601      0.8371999859809875
15     -1.593999981880188      0.8334000110626221
16     -1.573600053787231      0.8253999948501587
17     -1.559599995613098      0.8190000057220459
18     -1.543200016021729      0.8113999962806702
19     -1.567600011825562      0.8256000280380249
20     -1.570799946784973      0.8209999799728394
21     -1.554399967193604      0.8119999766349792
22     -1.560799956321716      0.8116000294685364
23     -1.557999968528748      0.8098000288009644
24     -1.571599960327148      0.8080000281333923
25     -1.561599969863892      0.8008000254631042
26     -1.570799946784973      0.8023999929428101
27     -1.547600030899048      0.7946000099182129
28     -1.532400012016296      0.7924000024795532
29     -1.542799949645996      0.7996000051498413
30     -1.553599953651428      0.8015999794006348
31     -1.57039999961853      0.8027999997138977
32     -1.559999942779541      0.79339998960495
33     -1.549200057983398      0.7882000207901001
34     -1.558799982070923      0.7960000038146973
35     -1.537999987602234      0.7924000024795532
36     -1.537199974060059      0.796999990940094
37     -1.530799984931946      0.7856000065803528
38     -1.534800052642822      0.782800018787384
39     -1.524799942970276      0.7796000242233276
40     -1.523599982261658      0.7870000004768372
41     -1.548799991607666      0.7928000092506409
42     -1.546000003814697      0.7936000227928162
43     -1.569200038909912      0.8023999929428101
44     -1.553200006484985      0.7954000234603882
45     -1.549600005149841      0.79339998960495
46     -1.541599988937378      0.7896000146865845
47     -1.547199964523315      0.7886000275611877
48     -1.565999984741211      0.7943999767303467
49     -1.576799988746643      0.8009999990463257
50     -1.556800007820129      0.7973999977111816
51     -1.531999945640564      0.7965999841690063
52     -1.554000020027161      0.8047999739646912
53     -1.527999997138977      0.7871999740600586
54     -1.546800017356873      0.8130000233650208
55     -1.565199971199036      0.819599986076355
56     -1.563599944114685      0.8126000165939331
