# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione
1     -1.74946665763855      0.9131333231925964
2     -1.748044490814209      0.9125999808311462
3     -1.749155521392822      0.9137333035469055
4     -1.742755532264709      0.9120444655418396
5     -1.747466683387756      0.9135777950286865
6     -1.753244400024414      0.9156666398048401
7     -1.748977780342102      0.9134222269058228
8     -1.746444463729858      0.9127333164215088
9     -1.743911147117615      0.9128666520118713
10     -1.747288942337036      0.9140666723251343
11     -1.749911069869995      0.9152222275733948
12     -1.753022193908691      0.9162222146987915
13     -1.754266619682312      0.9159555435180664
14     -1.747911095619202      0.9137333035469055
15     -1.745555520057678      0.9128000140190125
16     -1.747288942337036      0.9115777611732483
17     -1.753111124038696      0.9129999876022339
18     -1.750577807426453      0.9132000207901001
19     -1.747822165489197      0.9122889041900635
20     -1.749244451522827      0.9135333299636841
21     -1.752444386482239      0.9129999876022339
22     -1.746222257614136      0.912066638469696
23     -1.740933299064636      0.9118000268936157
24     -1.734622240066528      0.9087555408477783
25     -1.739155530929565      0.9098888635635376
26     -1.738933324813843      0.9094666838645935
27     -1.744844436645508      0.9115777611732483
28     -1.750488877296448      0.9129999876022339
29     -1.752933382987976      0.9123111367225647
30     -1.749866724014282      0.9132000207901001
31     -1.747599959373474      0.9117333292961121
32     -1.737333297729492      0.9086666703224182
33     -1.749688863754272      0.9126444458961487
34     -1.746755599975586      0.912422239780426
35     -1.745733380317688      0.9106888771057129
36     -1.748399972915649      0.9118221998214722
37     -1.748533368110657      0.913444459438324
38     -1.75088894367218      0.9133777618408203
39     -1.744666695594788      0.9107111096382141
40     -1.741911053657532      0.9096444249153137
41     -1.737733364105225      0.9082666635513306
42     -1.738222241401672      0.9094889163970947
43     -1.742311120033264      0.9116222262382507
44     -1.739955544471741      0.9105555415153503
45     -1.736711144447327      0.9095333218574524
46     -1.732177734375      0.9054666757583618
47     -1.74364447593689      0.9094444513320923
48     -1.746711134910583      0.9103778004646301
49     -1.751333355903625      0.9111999869346619
50     -1.751688838005066      0.9136666655540466
51     -1.751022219657898      0.9150221943855286
52     -1.75671112537384      0.9169555306434631
53     -1.748800039291382      0.9134666919708252
54     -1.74328887462616      0.9122666716575623
55     -1.745822191238403      0.911644458770752
56     -1.745511054992676      0.911644458770752
57     -1.754844427108765      0.9130222201347351
58     -1.755777835845947      0.9143111109733582
59     -1.751333355903625      0.9128666520118713
60     -1.747511148452759      0.9108444452285767
61     -1.746755599975586      0.9094444513320923
62     -1.748311161994934      0.9098888635635376
63     -1.741733312606812      0.9082444310188293
64     -1.74364447593689      0.9090444445610046
65     -1.736266613006592      0.9067777991294861
66     -1.737777829170227      0.9073555469512939
67     -1.735422253608704      0.9069111347198486
68     -1.735999941825867      0.9066666960716248
69     -1.737200021743774      0.9065777659416199
70     -1.737688899040222      0.9057555794715881
71     -1.732444405555725      0.9059777855873108
72     -1.736844420433044      0.908644437789917
73     -1.741866707801819      0.9098444581031799
74     -1.746844410896301      0.911644458770752
75     -1.746888875961304      0.912422239780426
76     -1.747688889503479      0.9127777814865112
77     -1.741733312606812      0.910622239112854
78     -1.742933392524719      0.9108222126960754
79     -1.739466667175293      0.9103333353996277
80     -1.742222189903259      0.9114000201225281
81     -1.749199986457825      0.9138666391372681
82     -1.751866698265076      0.9129111170768738
83     -1.744488835334778      0.9104889035224915
84     -1.744977831840515      0.9121999740600586
85     -1.742533326148987      0.9110666513442993
86     -1.746044397354126      0.9113110899925232
87     -1.748800039291382      0.9130889177322388
88     -1.745955586433411      0.9103999733924866
89     -1.744133353233337      0.9094889163970947
90     -1.743022203445435      0.9092444181442261
91     -1.742888927459717      0.90993332862854
92     -1.739555597305298      0.9092222452163696
93     -1.744044423103333      0.9105111360549927
94     -1.742844462394714      0.9093111157417297
95     -1.741244435310364      0.9070444703102112
96     -1.744266629219055      0.9061777591705322
97     -1.740488886833191      0.9051111340522766
98     -1.746577739715576      0.907622218132019
99     -1.744666695594788      0.9096666574478149
100     -1.741733312606812      0.908822238445282
101     -1.741466641426086      0.9066888689994812
102     -1.741822242736816      0.9080666899681091
103     -1.741688847541809      0.9087555408477783
104     -1.742266654968262      0.9094666838645935
105     -1.74524450302124      0.9100000262260437
106     -1.747422218322754      0.9092000126838684
107     -1.746444463729858      0.9096222519874573
108     -1.748888850212097      0.9123333096504211
109     -1.743511080741882      0.9093555808067322
110     -1.743244409561157      0.9099777936935425
111     -1.746044397354126      0.9105777740478516
112     -1.749600052833557      0.9127110838890076
113     -1.748844385147095      0.9111111164093018
114     -1.750844478607178      0.9112222194671631
115     -1.746488928794861      0.9084444642066956
116     -1.746088862419128      0.9086222052574158
117     -1.739911079406738      0.9071111083030701
118     -1.746755599975586      0.9099110960960388
119     -1.737200021743774      0.9066444635391235
120     -1.740577816963196      0.9084444642066956
121     -1.737733364105225      0.9078666567802429
122     -1.741066694259644      0.9094889163970947
123     -1.735955595970154      0.9074000120162964
124     -1.75035560131073      0.9127110838890076
125     -1.748355507850647      0.9121555685997009
126     -1.749955534934998      0.9131110906600952
127     -1.742666721343994      0.9099777936935425
128     -1.746755599975586      0.9121555685997009
129     -1.745377779006958      0.9122222065925598
130     -1.751155614852905      0.9147777557373047
131     -1.746622204780579      0.9121111035346985
132     -1.743688941001892      0.9125111103057861
133     -1.743111133575439      0.9126889109611511
134     -1.745288848876953      0.913777768611908
135     -1.752444386482239      0.9151777625083923
136     -1.751866698265076      0.9158889055252075
137     -1.741377830505371      0.9115999937057495
138     -1.741511106491089      0.9104889035224915
139     -1.742044448852539      0.9105333089828491
140     -1.742311120033264      0.9118444323539734
141     -1.736133337020874      0.9088444709777832
142     -1.738800048828125      0.9101777672767639
143     -1.732577800750732      0.910111129283905
144     -1.738844394683838      0.9117333292961121
145     -1.741466641426086      0.9120888710021973
146     -1.746577739715576      0.9147555828094482
147     -1.750622272491455      0.9151333570480347
148     -1.746666669845581      0.9134888648986816
149     -1.750622272491455      0.9160000085830688
150     -1.747200012207031      0.9133999943733215
151     -1.745688915252686      0.9126222133636475
152     -1.744133353233337      0.9121333360671997
153     -1.745555520057678      0.9120888710021973
154     -1.752711057662964      0.915244460105896
155     -1.752177834510803      0.9158666729927063
156     -1.754844427108765      0.9171110987663269
157     -1.755377769470215      0.9170666933059692
158     -1.754133343696594      0.9165999889373779
159     -1.752844452857971      0.9156222343444824
160     -1.755511164665222      0.9176222085952759
161     -1.754977822303772      0.9164666533470154
162     -1.75017774105072      0.9136888980865479
163     -1.746666669845581      0.9114000201225281
164     -1.742844462394714      0.9107555747032166
165     -1.744088888168335      0.911466658115387
166     -1.735644459724426      0.9072222113609314
167     -1.741199970245361      0.9098666906356812
168     -1.741511106491089      0.9099555611610413
169     -1.746844410896301      0.9121555685997009
170     -1.749866724014282      0.9126222133636475
171     -1.750133275985718      0.912577748298645
172     -1.749866724014282      0.9130889177322388
173     -1.753333330154419      0.9139999747276306
174     -1.749199986457825      0.9131110906600952
175     -1.748800039291382      0.9120444655418396
176     -1.746755599975586      0.9126889109611511
177     -1.754977822303772      0.9163333177566528
178     -1.749688863754272      0.914555549621582
179     -1.744977831840515      0.9138000011444092
180     -1.747066617012024      0.9135555624961853
181     -1.746977806091309      0.9128444194793701
182     -1.7489333152771      0.9139111042022705
183     -1.745955586433411      0.9125999808311462
184     -1.741155505180359      0.9107111096382141
185     -1.741333365440369      0.9117777943611145
186     -1.73871111869812      0.9097111225128174
187     -1.735955595970154      0.9108444452285767
188     -1.7385333776474      0.9103778004646301
189     -1.741333365440369      0.9120888710021973
190     -1.744755506515503      0.9135777950286865
191     -1.743377804756165      0.9140444397926331
192     -1.747555613517761      0.9134666919708252
193     -1.750399947166443      0.9153777956962585
194     -1.750800013542175      0.9153777956962585
195     -1.752577781677246      0.9163110852241516
196     -1.75017774105072      0.914733350276947
197     -1.746622204780579      0.9126889109611511
198     -1.748755574226379      0.91275554895401
199     -1.750133275985718      0.9138000011444092
200     -1.751688838005066      0.9148666858673096
201     -1.750977754592896      0.9137111306190491
202     -1.751777768135071      0.9141777753829956
203     -1.747777819633484      0.9131555557250977
204     -1.745333313941956      0.9128666520118713
205     -1.749911069869995      0.914733350276947
206     -1.751866698265076      0.9153333306312561
207     -1.753955602645874      0.9174666404724121
208     -1.756977796554565      0.9174666404724121
209     -1.757511138916016      0.9179555773735046
210     -1.755955576896667      0.916866660118103
211     -1.75493335723877      0.9154888987541199
212     -1.752488851547241      0.9140889048576355
213     -1.745822191238403      0.9110222458839417
214     -1.739511132240295      0.9095777869224548
215     -1.742755532264709      0.9087111353874207
216     -1.740311145782471      0.9100221991539001
217     -1.740977764129639      0.9118000268936157
218     -1.74417781829834      0.9121333360671997
219     -1.743155598640442      0.9110888838768005
220     -1.747777819633484      0.9113110899925232
221     -1.742355585098267      0.9091333150863647
222     -1.74506664276123      0.9088888764381409
223     -1.743333339691162      0.9076666831970215
224     -1.744577765464783      0.9096222519874573
225     -1.745822191238403      0.9101777672767639
226     -1.745688915252686      0.9107999801635742
227     -1.744844436645508      0.9110222458839417
228     -1.745822191238403      0.9118666648864746
229     -1.745866656303406      0.9103778004646301
230     -1.741911053657532      0.9096888899803162
231     -1.745777726173401      0.9102888703346252
232     -1.745155572891235      0.9100221991539001
233     -1.741866707801819      0.9092000126838684
234     -1.747688889503479      0.9109777808189392
235     -1.745466709136963      0.9099777936935425
236     -1.746222257614136      0.9112444519996643
237     -1.744799971580505      0.910622239112854
238     -1.747200012207031      0.9112889170646667
239     -1.74524450302124      0.9112444519996643
240     -1.748222231864929      0.9121333360671997
241     -1.748133301734924      0.9115777611732483
242     -1.743555545806885      0.9096888899803162
243     -1.741377830505371      0.9100888967514038
244     -1.741955518722534      0.9100000262260437
245     -1.743066668510437      0.911133348941803
246     -1.746266722679138      0.9115999937057495
247     -1.745688915252686      0.9118888974189758
248     -1.752400040626526      0.9138222336769104
249     -1.748222231864929      0.9136666655540466
250     -1.746755599975586      0.9136666655540466
251     -1.743377804756165      0.9125333428382874
252     -1.748444437980652      0.9146444201469421
253     -1.750399947166443      0.9147111177444458
254     -1.748177766799927      0.9147555828094482
255     -1.750755548477173      0.9151999950408936
256     -1.754133343696594      0.9157333374023438
257     -1.751866698265076      0.9152222275733948
258     -1.747599959373474      0.9131777882575989
259     -1.742177724838257      0.9123555421829224
260     -1.750444412231445      0.9169999957084656
261     -1.751822233200073      0.9164666533470154
262     -1.747155547142029      0.9146444201469421
263     -1.751866698265076      0.9153777956962585
264     -1.746000051498413      0.9136222004890442
265     -1.745777726173401      0.9114444255828857
266     -1.741911053657532      0.9101777672767639
267     -1.738133311271667      0.9089333415031433
268     -1.744133353233337      0.9118000268936157
269     -1.743600010871887      0.9110222458839417
270     -1.742355585098267      0.9111555814743042
271     -1.737955570220947      0.9092000126838684
272     -1.74524450302124      0.9107555747032166
273     -1.748355507850647      0.9123111367225647
274     -1.741955518722534      0.9099555611610413
275     -1.740622162818909      0.9100666642189026
276     -1.734711170196533      0.9072666764259338
277     -1.735999941825867      0.908311128616333
278     -1.744933366775513      0.911466658115387
279     -1.743866682052612      0.9121111035346985
280     -1.746799945831299      0.9121555685997009
281     -1.74328887462616      0.9100444316864014
282     -1.740755558013916      0.9102888703346252
283     -1.745288848876953      0.9135333299636841
284     -1.748444437980652      0.9141333103179932
285     -1.743155598640442      0.9107555747032166
286     -1.741555571556091      0.9099110960960388
287     -1.746622204780579      0.9113555550575256
288     -1.746533274650574      0.9129555821418762
289     -1.746711134910583      0.912933349609375
290     -1.74946665763855      0.9131110906600952
291     -1.743377804756165      0.9108444452285767
292     -1.748977780342102      0.9125111103057861
293     -1.744222164154053      0.9113110899925232
294     -1.742977738380432      0.9103778004646301
295     -1.745377779006958      0.9115111231803894
296     -1.740133285522461      0.9106666445732117
297     -1.745866656303406      0.9115777611732483
298     -1.740533351898193      0.9082221984863281
299     -1.736044406890869      0.9066444635391235
300     -1.743155598640442      0.9085555672645569
301     -1.745777726173401      0.9096888899803162
302     -1.74382221698761      0.9097777605056763
303     -1.745733380317688      0.9105777740478516
304     -1.749955534934998      0.911466658115387
305     -1.74542224407196      0.9101555347442627
306     -1.745733380317688      0.9109110832214355
307     -1.739733338356018      0.908466637134552
308     -1.74417781829834      0.9111999869346619
309     -1.741911053657532      0.9092888832092285
310     -1.747644424438477      0.9110222458839417
311     -1.746799945831299      0.9100221991539001
312     -1.744799971580505      0.9107333421707153
313     -1.745022177696228      0.9118000268936157
314     -1.749688863754272      0.9138222336769104
315     -1.75088894367218      0.9135110974311829
316     -1.747333288192749      0.9128222465515137
317     -1.746444463729858      0.9120888710021973
318     -1.756311058998108      0.9155333042144775
319     -1.754977822303772      0.9146666526794434
320     -1.749955534934998      0.9120444655418396
321     -1.753066658973694      0.9138000011444092
322     -1.752266645431519      0.9128444194793701
323     -1.756844401359558      0.9140666723251343
324     -1.756977796554565      0.9153333306312561
325     -1.756888866424561      0.9136444330215454
326     -1.749022245407104      0.911133348941803
327     -1.75071108341217      0.9125333428382874
328     -1.754711151123047      0.9135777950286865
329     -1.750444412231445      0.9135333299636841
330     -1.75600004196167      0.9157333374023438
331     -1.755733370780945      0.9160222411155701
332     -1.754888892173767      0.9163777828216553
333     -1.752977728843689      0.9156666398048401
334     -1.758488893508911      0.9165555834770203
335     -1.755377769470215      0.9144666790962219
336     -1.744444489479065      0.9123555421829224
337     -1.746711134910583      0.9121111035346985
338     -1.745111107826233      0.9126222133636475
339     -1.738311052322388      0.9096000194549561
340     -1.745911121368408      0.9112444519996643
341     -1.747111082077026      0.9116666913032532
342     -1.750488877296448      0.9141777753829956
343     -1.749555587768555      0.9136888980865479
344     -1.749066710472107      0.9132444262504578
345     -1.746622204780579      0.9112222194671631
346     -1.74911105632782      0.9127333164215088
347     -1.748711109161377      0.9131333231925964
348     -1.744799971580505      0.9116222262382507
349     -1.742266654968262      0.9104222059249878
350     -1.738133311271667      0.9105333089828491
351     -1.742577791213989      0.9128000140190125
352     -1.747511148452759      0.913266658782959
353     -1.748755574226379      0.9150888919830322
354     -1.745111107826233      0.9133999943733215
355     -1.748311161994934      0.9139111042022705
356     -1.74542224407196      0.9113110899925232
357     -1.745599985122681      0.9121778011322021
358     -1.751022219657898      0.9128000140190125
359     -1.749199986457825      0.9130666851997375
360     -1.743111133575439      0.9096222519874573
361     -1.743199944496155      0.9090889096260071
362     -1.740933299064636      0.9072666764259338
363     -1.740977764129639      0.9081110954284668
364     -1.740133285522461      0.9070666432380676
365     -1.743244409561157      0.9094889163970947
366     -1.736755609512329      0.9074888825416565
367     -1.736222267150879      0.9054666757583618
368     -1.734977722167969      0.9072444438934326
369     -1.735288858413696      0.9083777666091919
370     -1.742888927459717      0.9109777808189392
371     -1.744400024414062      0.9115777611732483
372     -1.750755548477173      0.9123111367225647
373     -1.742222189903259      0.9094666838645935
374     -1.740311145782471      0.9090889096260071
375     -1.743022203445435      0.9114000201225281
376     -1.744666695594788      0.9115555286407471
377     -1.743422269821167      0.9118221998214722
378     -1.746399998664856      0.9121333360671997
379     -1.751911163330078      0.9130889177322388
380     -1.75475549697876      0.9143111109733582
381     -1.748622179031372      0.9128666520118713
382     -1.740666627883911      0.9100444316864014
383     -1.744933366775513      0.9112666845321655
384     -1.743555545806885      0.9116222262382507
385     -1.747644424438477      0.913266658782959
386     -1.743688941001892      0.9117110967636108
387     -1.74453330039978      0.9111555814743042
388     -1.748399972915649      0.9122666716575623
389     -1.744044423103333      0.9117555618286133
390     -1.741555571556091      0.9106444716453552
391     -1.736711144447327      0.9091777801513672
392     -1.734533309936523      0.9083333611488342
393     -1.73888885974884      0.910444438457489
394     -1.733733296394348      0.9099777936935425
395     -1.739199995994568      0.9113555550575256
396     -1.748177766799927      0.9145333170890808
397     -1.749511122703552      0.9142444729804993
398     -1.748800039291382      0.9132000207901001
399     -1.747022271156311      0.9119333624839783
400     -1.740133285522461      0.9097111225128174
401     -1.743555545806885      0.9114000201225281
402     -1.746177792549133      0.9136000275611877
403     -1.748800039291382      0.9146888852119446
404     -1.747555613517761      0.913777768611908
405     -1.742088913917542      0.9108889102935791
406     -1.74524450302124      0.9122666716575623
407     -1.744133353233337      0.9118221998214722
408     -1.743022203445435      0.9118888974189758
409     -1.74928891658783      0.9142000079154968
410     -1.744799971580505      0.9132000207901001
411     -1.740044474601746      0.9097333550453186
412     -1.741777777671814      0.9097333550453186
413     -1.742799997329712      0.9114221930503845
414     -1.744044423103333      0.9120000004768372
415     -1.744844436645508      0.911644458770752
416     -1.747066617012024      0.9122666716575623
417     -1.747066617012024      0.911133348941803
418     -1.753777742385864      0.913266658782959
419     -1.751822233200073      0.9137555360794067
420     -1.751422166824341      0.9151111245155334
421     -1.751999974250793      0.9162666797637939
422     -1.752400040626526      0.9146888852119446
423     -1.746222257614136      0.9145333170890808
424     -1.747244477272034      0.9141555428504944
425     -1.749733328819275      0.9138666391372681
426     -1.74928891658783      0.9135555624961853
427     -1.746444463729858      0.9119111299514771
428     -1.748266696929932      0.9126444458961487
429     -1.742266654968262      0.9113777875900269
430     -1.736622214317322      0.9082000255584717
431     -1.741022229194641      0.9106000065803528
432     -1.743422269821167      0.9110222458839417
433     -1.741955518722534      0.9110888838768005
434     -1.740533351898193      0.9096888899803162
435     -1.738311052322388      0.9098666906356812
436     -1.749955534934998      0.9128888845443726
437     -1.748133301734924      0.9131555557250977
438     -1.748044490814209      0.9126444458961487
439     -1.754222273826599      0.915244460105896
440     -1.75071108341217      0.9142666459083557
441     -1.759555578231812      0.9166222214698792
442     -1.755599975585938      0.9164222478866577
443     -1.751822233200073      0.9154666662216187
444     -1.754444479942322      0.9180889129638672
445     -1.761199951171875      0.9196666479110718
446     -1.762266635894775      0.9194444417953491
447     -1.755377769470215      0.9177111387252808
448     -1.7489333152771      0.9157111048698425
449     -1.753911137580872      0.9160666465759277
450     -1.744400024414062      0.9133999943733215
451     -1.744044423103333      0.9136666655540466
452     -1.739288926124573      0.9105333089828491
453     -1.746222257614136      0.9123777747154236
454     -1.747777819633484      0.9129999876022339
455     -1.744266629219055      0.9105555415153503
456     -1.746533274650574      0.9094889163970947
457     -1.745822191238403      0.9086222052574158
458     -1.737911105155945      0.9076444506645203
459     -1.740488886833191      0.9082221984863281
460     -1.740399956703186      0.9085555672645569
461     -1.746622204780579      0.9088666439056396
462     -1.742755532264709      0.9083999991416931
463     -1.740444421768188      0.9080444574356079
464     -1.739155530929565      0.9073333144187927
465     -1.731422185897827      0.9048222303390503
466     -1.73906672000885      0.9081555604934692
467     -1.741244435310364      0.9093999862670898
468     -1.746000051498413      0.9099777936935425
469     -1.748488903045654      0.9121333360671997
470     -1.745911121368408      0.9109333157539368
471     -1.746488928794861      0.9118221998214722
472     -1.746577739715576      0.9112222194671631
473     -1.745377779006958      0.9093999862670898
474     -1.74435555934906      0.9087555408477783
475     -1.746355533599854      0.9107778072357178
476     -1.747555613517761      0.9113777875900269
477     -1.747111082077026      0.912066638469696
478     -1.746000051498413      0.9128666520118713
479     -1.752533316612244      0.9139111042022705
480     -1.75475549697876      0.9145333170890808
481     -1.753377795219421      0.9143999814987183
482     -1.753511071205139      0.9131777882575989
483     -1.752177834510803      0.9135555624961853
484     -1.752577781677246      0.9133111238479614
485     -1.753066658973694      0.9144889116287231
486     -1.755511164665222      0.9156000018119812
487     -1.746488928794861      0.9117777943611145
488     -1.742755532264709      0.9103333353996277
489     -1.733644485473633      0.9070000052452087
490     -1.741644501686096      0.9095777869224548
491     -1.747155547142029      0.9116666913032532
492     -1.748177766799927      0.9122666716575623
493     -1.746799945831299      0.9126889109611511
494     -1.750977754592896      0.9129111170768738
495     -1.746577739715576      0.9113110899925232
496     -1.745644450187683      0.9108666777610779
497     -1.745911121368408      0.9101777672767639
498     -1.749422192573547      0.9121555685997009
499     -1.744577765464783      0.9108444452285767
500     -1.744044423103333      0.911133348941803
501     -1.74346661567688      0.9108889102935791
502     -1.750044465065002      0.9133111238479614
503     -1.745333313941956      0.910111129283905
504     -1.743555545806885      0.9094222187995911
505     -1.742355585098267      0.9088444709777832
506     -1.747377753257751      0.9109110832214355
507     -1.747555613517761      0.9114444255828857
508     -1.740088939666748      0.9097333550453186
509     -1.739511132240295      0.9099555611610413
510     -1.735911130905151      0.9078444242477417
511     -1.738755583763123      0.9077110886573792
512     -1.735244393348694      0.9066888689994812
513     -1.737555503845215      0.9075111150741577
514     -1.737022280693054      0.9057111144065857
515     -1.733866691589355      0.9042666554450989
516     -1.739644408226013      0.9067555665969849
517     -1.745111107826233      0.9090222120285034
518     -1.748977780342102      0.9117333292961121
519     -1.746844410896301      0.9115555286407471
520     -1.746444463729858      0.9104222059249878
