# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione 	 Calore specifico 	 Suscettività 	 Dimensione cluster
1     -1.809187650680542      0.9380606412887573     0.5602216124534607     0.1936842203140259     35653.50390625
2     -1.809101343154907      0.9381339550018311     0.6488643288612366     0.2037894725799561     35848.7265625
3     -1.809384822845459      0.938239574432373     0.517673134803772     0.1903157979249954     35808.19140625
4     -1.809285879135132      0.9382931590080261     0.567313015460968     0.2088421136140823     36264.76953125
5     -1.809626698493958      0.9382720589637756     0.556675910949707     0.2071579098701477     35995.1953125
6     -1.809259176254272      0.938223123550415     0.5531302094459534     0.2088421136140823     35933.30078125
7     -1.80936598777771      0.93827223777771     0.5105817317962646     0.1936842203140259     35959.8046875
8     -1.809668302536011      0.9383519291877747     0.5531302094459534     0.2054736763238907     35892.84765625
9     -1.809923648834229      0.9384953379631042     0.6134072542190552     0.2054736763238907     36176.55078125
10     -1.809381008148193      0.9382871389389038     0.546038806438446     0.186947375535965     35610.69140625
11     -1.810194730758667      0.9386079907417297     0.5814958810806274     0.1852631568908691     36204.65234375
12     -1.809503555297852      0.9382429718971252     0.577950119972229     0.2172631621360779     35983.00390625
13     -1.809540867805481      0.9383476376533508     0.6630471348762512     0.1818947345018387     36198.3046875
14     -1.809492588043213      0.9383324384689331     0.5602216124534607     0.2256842255592346     35980.01953125
15     -1.809707403182983      0.9385188221931458     0.5814958810806274     0.2324210703372955     36087.96875
16     -1.809616208076477      0.9382969737052917     0.5708587169647217     0.2155789583921432     36059.65625
17     -1.809523463249207      0.938374400138855     0.5389474034309387     0.1549473702907562     36187.12109375
18     -1.808940768241882      0.9381727576255798     0.6382272243499756     0.2054736763238907     35910.48046875
19     -1.80995512008667      0.9384675621986389     0.5885872840881348     0.2576842308044434     36120.90234375
20     -1.809237480163574      0.9381718635559082     0.5354017019271851     0.2037894725799561     35885.15234375
21     -1.809407472610474      0.9382267594337463     0.5850415825843811     0.1920000165700912     35843.734375
22     -1.809391975402832      0.9382646679878235     0.5424931049346924     0.198736846446991     35867.23046875
23     -1.80906879901886      0.9380307793617249     0.5531302094459534     0.1818947345018387     36009.59375
24     -1.809862494468689      0.9384382963180542     0.5212188363075256     0.1802105307579041     35735.09765625
25     -1.808607816696167      0.9379633069038391     0.5034903287887573     0.1903157979249954     35741.3203125
26     -1.809260129928589      0.9382633566856384     0.6665928363800049     0.2004210501909256     36268.16015625
27     -1.809491634368896      0.9382954239845276     0.5744044184684753     0.1936842203140259     35801.703125
28     -1.80985689163208      0.9384849667549133     0.528310239315033     0.1802105307579041     35880.5234375
29     -1.810188293457031      0.9385736584663391     0.5354017019271851     0.1684210598468781     35906.4765625
30     -1.809432625770569      0.938302218914032     0.556675910949707     0.198736846446991     35900.7890625
31     -1.810078501701355      0.9384500980377197     0.5602216124534607     0.1953684389591217     35987.34375
32     -1.80987012386322      0.9384257793426514     0.6063157916069031     0.2206315845251083     35958.71484375
33     -1.809178471565247      0.9382750988006592     0.567313015460968     0.2138947546482086     35746.72265625
34     -1.809882402420044      0.9384221434593201     0.6417729258537292     0.2122105211019516     35998.98828125
35     -1.809167981147766      0.9382273554801941     0.546038806438446     0.1701052784919739     36130.9765625
36     -1.810043692588806      0.9384850859642029     0.5885872840881348     0.2155789583921432     36189.39453125
37     -1.809350371360779      0.9381577372550964     0.5637673139572144     0.1920000165700912     36164.30078125
38     -1.809417128562927      0.9382573366165161     0.6346815228462219     0.2088421136140823     35995.8828125
39     -1.809396266937256      0.9382584691047668     0.567313015460968     0.1970526427030563     36156.90234375
40     -1.809306025505066      0.938256561756134     0.5850415825843811     0.186947375535965     35622.19140625
41     -1.809012532234192      0.9381499886512756     0.5708587169647217     0.1734737008810043     35674.44921875
42     -1.81006383895874      0.9385180473327637     0.5956786870956421     0.2004210501909256     35773.3125
43     -1.808940052986145      0.9381406307220459     0.5814958810806274     0.1920000165700912     35973.6328125
44     -1.810146689414978      0.9385636448860168     0.517673134803772     0.186947375535965     35739.79296875
45     -1.808919548988342      0.9380814433097839     0.5424931049346924     0.1953684389591217     35737.70703125
46     -1.809833765029907      0.9385062456130981     0.6240443587303162     0.2324210703372955     36146.0546875
47     -1.809617757797241      0.9384753108024597     0.5389474034309387     0.1886315941810608     36013.125
48     -1.809629678726196      0.9383500814437866     0.5814958810806274     0.2442105412483215     35808.75390625
49     -1.809293150901794      0.93825364112854     0.5495845079421997     0.1532631665468216     35655.0625
50     -1.808798670768738      0.9381350874900818     0.567313015460968     0.1818947345018387     35888.828125
51     -1.809809327125549      0.9383462071418762     0.546038806438446     0.210526317358017     35888.703125
52     -1.809454917907715      0.938391387462616     0.5247645378112793     0.2054736763238907     35876.6484375
