# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione
1     -1.950222253799438      0.9862444400787354
2     -1.951777815818787      0.9868666529655457
3     -1.954977750778198      0.9878000020980835
4     -1.953822255134583      0.9871777892112732
5     -1.952044486999512      0.9867777824401855
6     -1.949511170387268      0.9860444664955139
7     -1.953333377838135      0.9869111180305481
8     -1.95484447479248      0.9874666929244995
9     -1.956266641616821      0.987933337688446
10     -1.957377791404724      0.9882444739341736
11     -1.956177830696106      0.9878444671630859
12     -1.951022267341614      0.9863555431365967
13     -1.950666666030884      0.9861999750137329
14     -1.955022215843201      0.9875555634498596
15     -1.954577803611755      0.9874222278594971
16     -1.948577761650085      0.9860222339630127
17     -1.950177788734436      0.986466646194458
18     -1.951911091804504      0.9867777824401855
19     -1.950000047683716      0.9860444664955139
20     -1.945866703987122      0.9850000143051147
21     -1.949066638946533      0.9857777953147888
22     -1.949155569076538      0.9855111241340637
23     -1.948622226715088      0.9852444529533386
24     -1.948977828025818      0.9855111241340637
25     -1.946577787399292      0.9848222136497498
26     -1.949422240257263      0.9858666658401489
27     -1.950222253799438      0.9857555627822876
28     -1.952399969100952      0.9864000082015991
29     -1.952488899230957      0.9865777492523193
30     -1.949155569076538      0.9858222007751465
31     -1.948799967765808      0.9856444597244263
32     -1.949333310127258      0.985955536365509
33     -1.94813334941864      0.9854221940040588
34     -1.950266718864441      0.9861778020858765
35     -1.952977776527405      0.9868000149726868
36     -1.95235550403595      0.9868000149726868
37     -1.949466705322266      0.9861778020858765
38     -1.949200034141541      0.9858888983726501
39     -1.947822213172913      0.9853777885437012
40     -1.949288845062256      0.9855777621269226
41     -1.951066613197327      0.9861778020858765
42     -1.949022173881531      0.9857110977172852
43     -1.947022199630737      0.9849777817726135
44     -1.949066638946533      0.9858222007751465
45     -1.94813334941864      0.9855111241340637
46     -1.948622226715088      0.9855111241340637
47     -1.950666666030884      0.9861778020858765
48     -1.94866669178009      0.9856444597244263
49     -1.947644472122192      0.9852666854858398
50     -1.948622226715088      0.9854666590690613
51     -1.9539555311203      0.9870889186859131
52     -1.948355555534363      0.9855111241340637
53     -1.951733350753784      0.9863333106040955
54     -1.950577735900879      0.9860666394233704
55     -1.952399969100952      0.9868666529655457
56     -1.952444434165955      0.9867777824401855
57     -1.950133323669434      0.98580002784729
58     -1.952311158180237      0.9868000149726868
59     -1.951511144638062      0.9865555763244629
60     -1.951377749443054      0.9866222143173218
61     -1.952266693115234      0.986822247505188
62     -1.955777764320374      0.9877111315727234
63     -1.951822280883789      0.9866666793823242
64     -1.952933311462402      0.9868888854980469
65     -1.952133297920227      0.986822247505188
66     -1.953911066055298      0.9875110983848572
67     -1.952533364295959      0.9869333505630493
68     -1.95342218875885      0.9872000217437744
69     -1.949955582618713      0.9861555695533752
70     -1.949066638946533      0.98580002784729
71     -1.949733376502991      0.9862889051437378
72     -1.953377723693848      0.9872666597366333
73     -1.949688911437988      0.986133337020874
74     -1.945600032806396      0.9851555824279785
75     -1.94742226600647      0.9854221940040588
76     -1.950355529785156      0.9862889051437378
77     -1.947555541992188      0.9854444265365601
78     -1.948622226715088      0.985955536365509
79     -1.947911143302917      0.9853110909461975
80     -1.945999979972839      0.985177755355835
81     -1.950888872146606      0.9865777492523193
82     -1.952977776527405      0.9869999885559082
83     -1.950088858604431      0.9861778020858765
84     -1.948888897895813      0.9860222339630127
85     -1.950666666030884      0.986644446849823
86     -1.947466611862183      0.9855555295944214
87     -1.947555541992188      0.9855777621269226
88     -1.944666624069214      0.9847333431243896
89     -1.946266651153564      0.9849555492401123
90     -1.947377800941467      0.9853777885437012
91     -1.94777774810791      0.9855333566665649
92     -1.950399994850159      0.9861999750137329
93     -1.949555516242981      0.9859333038330078
94     -1.949822187423706      0.9862444400787354
95     -1.953111052513123      0.9872000217437744
96     -1.952577829360962      0.9867555499076843
97     -1.951288938522339      0.9865111112594604
98     -1.953199982643127      0.9869333505630493
99     -1.950044393539429      0.9859333038330078
100     -1.949688911437988      0.9858444333076477
101     -1.950133323669434      0.9861555695533752
102     -1.948755502700806      0.9855333566665649
103     -1.948266625404358      0.9855999946594238
104     -1.94866669178009      0.985622227191925
105     -1.951777815818787      0.9867333173751831
106     -1.949777722358704      0.986311137676239
107     -1.948577761650085      0.9859777688980103
108     -1.950799942016602      0.9865777492523193
109     -1.948488831520081      0.9855999946594238
110     -1.951155543327332      0.986311137676239
111     -1.951377749443054      0.9868888854980469
112     -1.954088926315308      0.9873999953269958
113     -1.951066613197327      0.9864888787269592
114     -1.9539555311203      0.9870666861534119
115     -1.953199982643127      0.9869555830955505
116     -1.951022267341614      0.9862666726112366
117     -1.950488924980164      0.9861999750137329
118     -1.952177762985229      0.9867777824401855
119     -1.949822187423706      0.9860666394233704
120     -1.950533390045166      0.9865333437919617
121     -1.951022267341614      0.986466646194458
122     -1.947555541992188      0.9856888651847839
123     -1.948044419288635      0.9857777953147888
124     -1.950533390045166      0.9864000082015991
125     -1.951511144638062      0.9862889051437378
126     -1.953199982643127      0.9870666861534119
127     -1.956088900566101      0.9878222346305847
128     -1.951866626739502      0.9863555431365967
129     -1.949733376502991      0.9857333302497864
130     -1.949555516242981      0.9857777953147888
131     -1.949333310127258      0.9854000210762024
132     -1.946444392204285      0.9847111105918884
133     -1.949111104011536      0.9858444333076477
134     -1.946755528450012      0.9852222204208374
135     -1.951333284378052      0.986466646194458
136     -1.95235550403595      0.9867333173751831
137     -1.952977776527405      0.9869999885559082
138     -1.95306670665741      0.9869333505630493
139     -1.955155611038208      0.9874666929244995
140     -1.95342218875885      0.9873111248016357
141     -1.949866652488708      0.9863333106040955
142     -1.95306670665741      0.9872666597366333
143     -1.953644394874573      0.9873777627944946
144     -1.951244473457336      0.9865777492523193
145     -1.949955582618713      0.9863555431365967
146     -1.951644420623779      0.9864222407341003
147     -1.951022267341614      0.9862222075462341
148     -1.955111145973206      0.987488865852356
149     -1.951777815818787      0.9866222143173218
150     -1.949777722358704      0.9858222007751465
151     -1.950799942016602      0.9864222407341003
152     -1.949377775192261      0.9860000014305115
153     -1.948577761650085      0.9859333038330078
154     -1.947155594825745      0.9853333234786987
155     -1.947022199630737      0.9854666590690613
156     -1.94795560836792      0.985622227191925
157     -1.949866652488708      0.9861111044883728
158     -1.948533296585083      0.9854000210762024
159     -1.951866626739502      0.9863333106040955
160     -1.951955556869507      0.9865777492523193
161     -1.949288845062256      0.9858666658401489
162     -1.951644420623779      0.9865111112594604
163     -1.949200034141541      0.9858666658401489
164     -1.949777722358704      0.9862666726112366
165     -1.951644420623779      0.9866889119148254
166     -1.953688859939575      0.987155556678772
167     -1.9539555311203      0.9872221946716309
168     -1.95360004901886      0.987333357334137
169     -1.950799942016602      0.9864222407341003
170     -1.950311064720154      0.9864444732666016
171     -1.949866652488708      0.9861111044883728
172     -1.949244499206543      0.9861555695533752
173     -1.950399994850159      0.9865333437919617
174     -1.953999996185303      0.987488865852356
175     -1.951688885688782      0.9866222143173218
176     -1.949644446372986      0.9859111309051514
177     -1.953333377838135      0.9871110916137695
178     -1.954088926315308      0.9872666597366333
179     -1.957466721534729      0.9879778027534485
180     -1.954888939857483      0.9875110983848572
181     -1.955066680908203      0.9874444603919983
182     -1.958133339881897      0.9883777499198914
183     -1.951688885688782      0.9867555499076843
184     -1.95342218875885      0.9870666861534119
185     -1.950000047683716      0.986311137676239
186     -1.950355529785156      0.9864222407341003
187     -1.953199982643127      0.9870666861534119
188     -1.95306670665741      0.9870889186859131
189     -1.952577829360962      0.9869111180305481
190     -1.949822187423706      0.9862666726112366
191     -1.950844407081604      0.9865777492523193
192     -1.950977802276611      0.9863777756690979
193     -1.947822213172913      0.9855111241340637
194     -1.945866703987122      0.9850444197654724
195     -1.949155569076538      0.9856444597244263
196     -1.951288938522339      0.9862444400787354
197     -1.952311158180237      0.9869333505630493
198     -1.950177788734436      0.986466646194458
199     -1.950177788734436      0.986466646194458
200     -1.952533364295959      0.986822247505188
201     -1.951111078262329      0.9865333437919617
202     -1.953333377838135      0.9871777892112732
203     -1.94866669178009      0.9858444333076477
204     -1.946933388710022      0.9850888848304749
205     -1.948622226715088      0.9859333038330078
206     -1.950088858604431      0.986311137676239
207     -1.949422240257263      0.9859777688980103
208     -1.949333310127258      0.9858666658401489
209     -1.945955514907837      0.9852666854858398
210     -1.947733283042908      0.9855777621269226
211     -1.948844432830811      0.9859777688980103
212     -1.950266718864441      0.9864000082015991
213     -1.951022267341614      0.9868444204330444
214     -1.951688885688782      0.9868666529655457
215     -1.949866652488708      0.9861555695533752
216     -1.951955556869507      0.9867777824401855
217     -1.955022215843201      0.9875777959823608
218     -1.949200034141541      0.9858666658401489
219     -1.947999954223633      0.985622227191925
220     -1.949022173881531      0.9858888983726501
221     -1.947466611862183      0.9853777885437012
222     -1.950222253799438      0.9861111044883728
223     -1.949866652488708      0.9863333106040955
224     -1.951288938522339      0.9867333173751831
225     -1.951155543327332      0.9867110848426819
226     -1.951555609703064      0.9867333173751831
227     -1.949466705322266      0.9860222339630127
228     -1.950044393539429      0.9862666726112366
229     -1.952088832855225      0.9865333437919617
230     -1.951155543327332      0.9865777492523193
231     -1.95235550403595      0.9867333173751831
232     -1.950711131095886      0.9863333106040955
233     -1.952488899230957      0.9868888854980469
234     -1.950933337211609      0.986311137676239
235     -1.951111078262329      0.986311137676239
236     -1.948933362960815      0.9854221940040588
237     -1.950488924980164      0.9864000082015991
238     -1.949599981307983      0.985955536365509
239     -1.951733350753784      0.9869111180305481
240     -1.952311158180237      0.9867333173751831
241     -1.94742226600647      0.9853555560112
242     -1.952177762985229      0.986644446849823
243     -1.951688885688782      0.9865333437919617
244     -1.952222228050232      0.986822247505188
245     -1.948933362960815      0.9858666658401489
246     -1.953999996185303      0.9873111248016357
247     -1.950977802276611      0.9862444400787354
248     -1.949511170387268      0.9860000014305115
249     -1.951555609703064      0.9866222143173218
250     -1.94795560836792      0.9857110977172852
251     -1.951777815818787      0.9869111180305481
252     -1.953022241592407      0.9872666597366333
253     -1.952977776527405      0.9871333241462708
254     -1.949288845062256      0.9861999750137329
255     -1.955511093139648      0.9878888726234436
256     -1.953822255134583      0.987333357334137
257     -1.954044461250305      0.987488865852356
258     -1.955644488334656      0.9876888990402222
259     -1.95324444770813      0.9871777892112732
260     -1.94813334941864      0.9857333302497864
261     -1.949200034141541      0.9859111309051514
262     -1.949066638946533      0.9858444333076477
263     -1.947644472122192      0.9851999878883362
264     -1.950399994850159      0.9859777688980103
265     -1.949466705322266      0.9860888719558716
266     -1.949333310127258      0.9860222339630127
