# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione 	 Calore specifico 	 Suscettività
1 -0.8475733995437622 0.01211532950401306 0.4382812082767487 13.9724
2 -0.8481962084770203 0.002362271305173635 0.4252603650093079 16.4294
3 -0.8478650450706482 -0.0005338653572835028 0.4429686963558197 15.8473
4 -0.8489015102386475 -0.0004945392138324678 0.4218749701976776 12.5342
5 -0.8475234508514404 -0.008007601834833622 0.4088541269302368 17.5567
6 -0.8479486703872681 -0.005716920830309391 0.4093749523162842 17.8242
7 -0.8487459421157837 -0.01512304320931435 0.4247395396232605 14.1633
8 -0.8486334085464478 -0.007944132201373577 0.4205728769302368 12.9639
9 -0.8480520844459534 -0.004989071749150753 0.453645795583725 16.2348
10 -0.8484449982643127 -0.00285800383426249 0.4210937023162842 12.9994
11 -0.8479317426681519 0.007095205131918192 0.4031249582767487 12.5622
12 -0.8485488891601562 0.01336374040693045 0.4127603769302368 14.0124
13 -0.8486023545265198 0.002647599438205361 0.418489545583725 15.1386
14 -0.8478683233261108 0.006334411446005106 0.4182291328907013 12.6713
15 -0.8480947017669678 -0.01763799227774143 0.4156249463558197 12.8844
16 -0.8480930924415588 0.00108227925375104 0.427083283662796 16.4215
17 -0.8478745818138123 0.00536800455302 0.4338541328907013 11.8455
18 -0.8479266166687012 -0.005824526306241751 0.470052033662796 13.2869
19 -0.8477346301078796 -0.001085730502381921 0.423177033662796 16.1622
20 -0.8485660552978516 -0.004204537719488144 0.4554687142372131 13.8902
21 -0.8488914370536804 -0.002776136389002204 0.3968749642372131 14.6543
22 -0.8485917448997498 -0.0136547926813364 0.4299478828907013 13.7872
23 -0.8475462198257446 -0.006535324733704329 0.4492187201976776 14.9037
24 -0.8485584259033203 0.004875337239354849 0.4377603828907013 14.7463
25 -0.8477760553359985 0.001396805746480823 0.4122395515441895 14.5651
26 -0.8475974202156067 -0.006313859485089779 0.4085937142372131 13.2512
27 -0.849004864692688 -0.01237987913191319 0.4205728769302368 16.843
28 -0.8484092354774475 -0.006854278035461903 0.4104166328907013 17.536
29 -0.8481556177139282 0.0003269356384407729 0.4210937023162842 16.8971
30 -0.8478977680206299 0.002699476201087236 0.4434895515441895 15.3133
31 -0.8476594090461731 -0.007653741165995598 0.446614533662796 13.4284
32 -0.848555326461792 0.00232160440646112 0.4374999701976776 11.1953
33 -0.8492525815963745 -0.003571335691958666 0.4651041328907013 13.3491
34 -0.8499140739440918 -0.006768655963242054 0.415364533662796 14.9416
35 -0.847997784614563 0.01417682133615017 0.4169270396232605 14.0205
36 -0.8479713797569275 -0.0001332011306658387 0.442708283662796 14.7456
37 -0.8471419811248779 0.006357602309435606 0.407552033662796 14.2463
38 -0.8473813533782959 0.001030666870065033 0.4468749463558197 15.7635
39 -0.8488258719444275 0.0005705350777134299 0.4320312142372131 16.1538
40 -0.8482623696327209 0.008440932258963585 0.4213541150093079 16.318
41 -0.8479357361793518 -0.01362866442650557 0.4236978888511658 16.508
42 -0.8486363291740417 0.02443490363657475 0.4244791269302368 13.9064
43 -0.8479438424110413 0.01235455740243196 0.4606770575046539 17.0598
44 -0.8479935526847839 0.002069071168079972 0.4234374463558197 15.6337
45 -0.8474259972572327 -0.01138786040246487 0.3979166150093079 12.6163
46 -0.8478382229804993 0.002477870089933276 0.4236978888511658 15.8526
47 -0.8484426140785217 0.008789200335741043 0.4382812082767487 16.6086
48 -0.8473490476608276 -0.01090334728360176 0.4169270396232605 12.2095
49 -0.8483021855354309 0.00282719824463129 0.445833295583725 13.3332
50 -0.8484334945678711 -0.007658678106963634 0.3973957896232605 13.4049
51 -0.8486559987068176 0.003877063514664769 0.4468749463558197 13.4827
52 -0.8493278026580811 -0.003591066692024469 0.4473958015441895 13.3261
53 -0.8479880094528198 -0.01215839106589556 0.4143228828907013 15.8017
54 -0.8490039706230164 -0.003125590272247791 0.473958283662796 17.3811
55 -0.848379909992218 0.01252025179564953 0.398958295583725 14.7248
56 -0.8479853272438049 -0.01106212474405766 0.4398437142372131 14.2806
57 -0.8482815623283386 -0.01226360164582729 0.4203124642372131 14.7443
58 -0.8477551937103271 0.002276937942951918 0.4281249642372131 16.5316
59 -0.8482621908187866 4.692972652264871e-05 0.438020795583725 16.5216
60 -0.8482585549354553 0.01260774955153465 0.4234374463558197 21.0818
61 -0.8475695848464966 0.00832919217646122 0.4367187023162842 17.0774
62 -0.8482407331466675 0.01994331367313862 0.423177033662796 14.8785
63 -0.8479244112968445 0.01193930022418499 0.4190103709697723 11.9729
64 -0.8481445908546448 0.01155292894691229 0.4317708015441895 14.3438
65 -0.8483145236968994 0.001725200214423239 0.434895783662796 11.6696
66 -0.8493196368217468 -0.002474529203027487 0.4244791269302368 13.927
67 -0.8478022217750549 -0.01080199703574181 0.4101562201976776 15.8181
68 -0.8484675884246826 0.000131464417790994 0.4395833015441895 15.9672
69 -0.8486836552619934 -0.013541329652071 0.4203124642372131 12.3704
70 -0.8479729890823364 0.008452673442661762 0.454427033662796 20.1567
71 -0.8488878607749939 -0.005792532581835985 0.4286457896232605 16.0265
