# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione 	 Dimensione cluster
1     -1.668704032897949      0.871616005897522       435576.0
3     -1.662519931793213      0.869376003742218     217606.0
5     -1.666111946105957      0.8719080090522766     217596.5
7     -1.657559990882874      0.8647720217704773     216913.5
9     -1.655887961387634      0.8639119863510132     215654.0
11     -1.650376081466675      0.8626480102539062     216042.5
13     -1.657871961593628      0.8665800094604492     216172.0
15     -1.663936018943787      0.8682399988174438     217254.5
17     -1.658528089523315      0.864683985710144     216263.5
19     -1.656208038330078      0.8657680153846741     216193.0
21     -1.65720796585083      0.8641200065612793     216173.0
23     -1.661679983139038      0.8677680492401123     216794.0
26     -1.667210578918457      0.8708639740943909     145030.328125
28     -1.660320043563843      0.8679720163345337     217285.0
31     -1.65773868560791      0.8660426735877991     144397.671875
33     -1.655959963798523      0.864512026309967     216108.5
37     -1.661523938179016      0.8664820194244385     108312.25
39     -1.655864000320435      0.8672080039978027     216776.0
42     -1.658197402954102      0.8681867122650146     144746.671875
44     -1.661632061004639      0.867792010307312     216966.0
48     -1.66128396987915      0.8695080280303955     108689.0
50     -1.666000008583069      0.8712680339813232     217756.0
52     -1.662911891937256      0.8687280416488647     217097.0
54     -1.665535926818848      0.8714959621429443     217955.5
56     -1.66811990737915      0.8715440034866333     217736.0
58     -1.662728071212769      0.8677680492401123     217235.0
60     -1.658999919891357      0.8681920170783997     217016.5
63     -1.658634662628174      0.8702159523963928     144986.671875
65     -1.660431981086731      0.8680160045623779     216689.0
67     -1.665040016174316      0.8725680112838745     217959.0
69     -1.662463903427124      0.8695880174636841     217662.0
71     -1.661800026893616      0.8668519854545593     216827.0
73     -1.666767954826355      0.8708879947662354     217568.5
75     -1.664448022842407      0.8710559606552124     217706.5
78     -1.659877300262451      0.8676907420158386     144718.671875
80     -1.661152005195618      0.8688839673995972     217136.5
82     -1.662303924560547      0.8692359924316406     217174.0
84     -1.660344004631042      0.8677719831466675     217083.5
86     -1.65937602519989      0.8674440383911133     216855.0
89     -1.662191987037659      0.8702692985534668     145148.328125
92     -1.661632061004639      0.8690586686134338     144926.0
95     -1.659605383872986      0.8683679699897766     144683.671875
97     -1.66700804233551      0.8723919987678528     217990.0
99     -1.666311979293823      0.8714920282363892     218063.5
101     -1.662928104400635      0.8686720132827759     217179.5
103     -1.663255929946899      0.8700560331344604     217567.0
106     -1.662405371665955      0.868943989276886     144833.0
109     -1.660613417625427      0.8671786189079285     144551.328125
111     -1.654776096343994      0.8635560274124146     216006.0
114     -1.659013271331787      0.8669493198394775     144322.0
116     -1.658496022224426      0.8666360378265381     216822.0
118     -1.65773606300354      0.8661719560623169     216273.0
120     -1.661200046539307      0.8678799867630005     217080.0
122     -1.660151958465576      0.8648639917373657     216089.5
124     -1.66100001335144      0.8672400116920471     216915.0
127     -1.665546536445618      0.8701626658439636     144875.0
129     -1.660199999809265      0.8679920434951782     217047.5
131     -1.660752058029175      0.8701560497283936     217480.5
133     -1.663680076599121      0.8690440058708191     217181.5
135     -1.660928010940552      0.8668839931488037     216938.5
137     -1.663687944412231      0.871243953704834     217554.0
139     -1.659991979598999      0.8662960529327393     216959.0
141     -1.664232015609741      0.8701519966125488     217303.0
144     -1.657018661499023      0.8661839962005615     144489.0
147     -1.657045364379883      0.8654693961143494     144234.328125
149     -1.661751985549927      0.8674160242080688     216652.0
151     -1.663895964622498      0.8701239824295044     217642.5
153     -1.664039969444275      0.8712999820709229     217649.5
155     -1.657287955284119      0.8650079965591431     216528.0
157     -1.663143992424011      0.8681520223617554     216890.5
159     -1.666856050491333      0.8727840185165405     217773.0
161     -1.657648086547852      0.8685680031776428     217547.5
163     -1.661367893218994      0.8680679798126221     217049.5
165     -1.654112100601196      0.8639079928398132     216147.0
168     -1.662170767784119      0.8698533177375793     144774.0
171     -1.660218715667725      0.867253303527832     144665.0
173     -1.662584066390991      0.8693479895591736     216825.5
175     -1.660520076751709      0.8684080243110657     217354.0
177     -1.663032054901123      0.8683239817619324     217143.5
179     -1.661975979804993      0.8675799965858459     216786.0
181     -1.659312009811401      0.8682600259780884     217159.0
183     -1.659543991088867      0.8684680461883545     217257.0
185     -1.660023927688599      0.8667279481887817     216593.5
188     -1.660810589790344      0.870101273059845     144850.0
190     -1.659912109375      0.8678799867630005     217106.5
192     -1.661128044128418      0.8676559925079346     217210.5
194     -1.656615972518921      0.8655999898910522     216454.5
197     -1.663274645805359      0.8698186874389648     144722.328125
199     -1.665839910507202      0.871891975402832     217649.5
201     -1.667096018791199      0.8717479705810547     217905.5
203     -1.661823987960815      0.8697720170021057     217429.0
205     -1.660199999809265      0.8674600124359131     217149.5
207     -1.671047925949097      0.8726879954338074     217675.0
210     -1.668586730957031      0.8728826642036438     145478.0
213     -1.662144064903259      0.8696640133857727     145057.328125
215     -1.657504081726074      0.8660600185394287     216438.0
217     -1.658312082290649      0.8652839660644531     216584.5
219     -1.664151906967163      0.8708239793777466     217246.0
221     -1.658959984779358      0.8672239780426025     217085.0
223     -1.659440040588379      0.8645080327987671     216112.0
225     -1.656479954719543      0.8653160333633423     216408.0
227     -1.667935967445374      0.872983992099762     217840.5
230     -1.666074752807617      0.8713973164558411     145316.328125
233     -1.663018703460693      0.8698320388793945     144978.328125
236     -1.66481602191925      0.8709946274757385     145366.328125
238     -1.658168077468872      0.8649600148200989     216474.5
240     -1.649672031402588      0.8601199984550476     215154.5
242     -1.657920002937317      0.8659440279006958     216050.0
244     -1.667088031768799      0.8723280429840088     217601.5
246     -1.664351940155029      0.8718520402908325     218127.5
248     -1.666975975036621      0.8711640238761902     217868.0
250     -1.663687944412231      0.8702160120010376     217669.5
252     -1.660928010940552      0.8682279586791992     217357.5
254     -1.659008026123047      0.8674319982528687     216712.0
256     -1.661551952362061      0.8677879571914673     216748.5
258     -1.661080002784729      0.8684359788894653     217100.0
260     -1.660151958465576      0.8674559593200684     217000.0
263     -1.663456082344055      0.8677759766578674     144660.0
266     -1.664773344993591      0.8691840171813965     144986.0
268     -1.665735960006714      0.8718279600143433     217765.0
270     -1.664903998374939      0.8700439929962158     217743.0
272     -1.659968018531799      0.8667280077934265     216762.0
274     -1.665127992630005      0.8693599700927734     217300.5
278     -1.661651968955994      0.8676220178604126     108466.5
280     -1.664223909378052      0.8679440021514893     216878.5
282     -1.659512042999268      0.8689799904823303     217305.0
284     -1.663807988166809      0.868556022644043     217286.5
286     -1.659471988677979      0.8682359457015991     217109.0
289     -1.659866690635681      0.8655359745025635     144346.671875
293     -1.671916007995605      0.8756380081176758     109229.25
296     -1.666021347045898      0.8717172741889954     145238.671875
299     -1.661802768707275      0.8691759705543518     144786.0
301     -1.662567973136902      0.8691040277481079     217297.0
304     -1.661445260047913      0.8679386973381042     144727.328125
306     -1.65558397769928      0.8664599657058716     216419.0
308     -1.659096002578735      0.8678120374679565     217069.5
311     -1.660016059875488      0.8686373233795166     144686.671875
313     -1.654968023300171      0.8627920150756836     216102.5
315     -1.660239934921265      0.8678320050239563     216443.0
317     -1.660807967185974      0.8696399927139282     217379.0
320     -1.66378653049469      0.8698399662971497     144970.0
322     -1.666519999504089      0.8705439567565918     217496.0
324     -1.662032008171082      0.8709200024604797     217627.5
326     -1.664384007453918      0.8699920177459717     217595.5
328     -1.660687923431396      0.867688000202179     217322.5
330     -1.658648014068604      0.8684160113334656     216860.5
332     -1.65883207321167      0.8687520027160645     217292.0
334     -1.660304069519043      0.8682320117950439     217105.5
337     -1.658922672271729      0.8660426139831543     144286.0
339     -1.667743921279907      0.8723480105400085     217659.5
341     -1.66212010383606      0.8694360256195068     217652.5
344     -1.661679863929749      0.8695039749145508     144906.0
347     -1.664938569068909      0.8702559471130371     145076.671875
349     -1.661352038383484      0.8690879940986633     217598.5
353     -1.66185998916626      0.8704240322113037     108726.25
355     -1.666800022125244      0.8728519678115845     218045.5
357     -1.660688042640686      0.8672000169754028     217213.5
359     -1.656399965286255      0.8663519620895386     216543.5
362     -1.660672068595886      0.8683413863182068     144837.671875
365     -1.655493378639221      0.8648266792297363     144297.0
367     -1.665120005607605      0.8724200129508972     217136.0
370     -1.665173411369324      0.8703973293304443     145247.671875
372     -1.666023969650269      0.8716360330581665     217956.5
374     -1.66972804069519      0.8733159899711609     218220.0
376     -1.666136026382446      0.8699120283126831     217666.0
378     -1.665119886398315      0.8727879524230957     218045.5
380     -1.66540002822876      0.8704160451889038     217577.5
382     -1.667135953903198      0.8720960021018982     218243.5
384     -1.665976047515869      0.8715519905090332     217802.5
386     -1.663912057876587      0.8704000115394592     217703.5
388     -1.664152026176453      0.8710839748382568     217429.0
390     -1.661992073059082      0.8696919679641724     217674.0
393     -1.660938739776611      0.8688533306121826     144814.0
398     -1.661974310874939      0.8696368336677551     87024.0
402     -1.663836002349854      0.8690320253372192     108632.25
404     -1.664783954620361      0.8715440034866333     217985.0
406     -1.661751985549927      0.869439959526062     217262.5
409     -1.657439827919006      0.8666240572929382     144650.328125
411     -1.664752006530762      0.8705400228500366     217548.5
413     -1.65936803817749      0.8673800230026245     216964.5
415     -1.664440035820007      0.8716840147972107     217586.5
418     -1.667797446250916      0.8736400008201599     145692.0
420     -1.659767985343933      0.8656280040740967     216729.0
423     -1.657882690429688      0.8667280077934265     144375.0
425     -1.657976031303406      0.8672159910202026     216900.0
427     -1.66100800037384      0.8684679865837097     217122.5
431     -1.660300016403198      0.8685259819030762     108576.5
433     -1.665199995040894      0.8686360120773315     217549.5
435     -1.658424019813538      0.8691880106925964     216991.0
438     -1.652965426445007      0.8644399642944336     144315.0
441     -1.662202715873718      0.866698682308197     144362.0
443     -1.660984039306641      0.8684400320053101     216891.0
445     -1.66650390625      0.8697959780693054     217344.5
448     -1.667509198188782      0.8736319541931152     145470.671875
450     -1.662384033203125      0.8688600063323975     217220.0
453     -1.659765243530273      0.8678053021430969     144555.671875
455     -1.670143961906433      0.8719919919967651     217816.5
458     -1.661114692687988      0.8698479533195496     144935.328125
460     -1.659647941589355      0.8681479692459106     217263.5
462     -1.656944036483765      0.8639079928398132     216263.5
464     -1.66215991973877      0.8689479827880859     216748.5
466     -1.661983966827393      0.8690800070762634     217198.0
468     -1.663687944412231      0.8701159954071045     217698.5
473     -1.662652730941772      0.8695856332778931     86997.796875
476     -1.658101439476013      0.866815984249115     144523.0
478     -1.656703948974609      0.8652560114860535     216140.5
481     -1.666213393211365      0.8706107139587402     144950.0
484     -1.664357304573059      0.8710986971855164     145124.328125
487     -1.661695957183838      0.8688533306121826     144659.328125
489     -1.665064096450806      0.8691719770431519     217330.0
491     -1.661895990371704      0.8680239915847778     216896.0
493     -1.658351898193359      0.8665879964828491     216778.5
495     -1.662624001502991      0.868395984172821     217190.0
498     -1.664394736289978      0.8681039810180664     144619.671875
500     -1.660320043563843      0.86763596534729     217118.0
502     -1.655431985855103      0.8652800321578979     216658.0
505     -1.653728008270264      0.8642106056213379     143924.0
507     -1.657655954360962      0.8659720420837402     216520.0
509     -1.661855936050415      0.868399977684021     216931.5
512     -1.660319924354553      0.8670666813850403     144324.328125
514     -1.662343978881836      0.8695759773254395     217269.0
516     -1.663863897323608      0.8708080053329468     217590.5
518     -1.661943912506104      0.8690559864044189     217392.5
520     -1.659199953079224      0.8680880069732666     217107.5
522     -1.667943954467773      0.8720719814300537     217799.0
524     -1.66704797744751      0.872763991355896     218077.5
526     -1.663912057876587      0.8717039823532104     218117.5
528     -1.661808013916016      0.8680720329284668     217327.0
530     -1.657376050949097      0.865123987197876     216063.0
533     -1.665461421012878      0.8702719807624817     145018.0
535     -1.661727905273438      0.8681960105895996     217326.5
537     -1.662639975547791      0.8694319725036621     217275.0
539     -1.661112070083618      0.8697479963302612     217276.5
542     -1.663253307342529      0.871415913105011     145241.328125
544     -1.665744066238403      0.8721400499343872     218051.0
546     -1.662719964981079      0.8697320222854614     217634.0
548     -1.667936086654663      0.8704240322113037     217565.0
551     -1.662597298622131      0.8682720065116882     144709.671875
553     -1.660343885421753      0.868340015411377     216999.5
556     -1.665861487388611      0.8711627125740051     145104.671875
558     -1.665031909942627      0.8690279722213745     217759.5
560     -1.662984013557434      0.8690719604492188     216977.5
563     -1.66161060333252      0.8673866391181946     144559.328125
566     -1.661706805229187      0.8685812950134277     144602.671875
568     -1.670680046081543      0.8726040124893188     217845.5
570     -1.65833592414856      0.868075966835022     217301.5
573     -1.662346720695496      0.8688719868659973     144811.0
575     -1.668519973754883      0.8735679984092712     218346.5
579     -1.663552045822144      0.8701419830322266     108754.0
581     -1.660984039306641      0.8666000366210938     216806.5
583     -1.668240070343018      0.8715319633483887     217531.5
585     -1.665168046951294      0.8709200024604797     217785.5
587     -1.659496068954468      0.8682360053062439     217299.5
589     -1.661895990371704      0.869871973991394     217251.0
591     -1.666015982627869      0.8711320161819458     217769.0
593     -1.663071990013123      0.8703320026397705     217625.0
595     -1.662047982215881      0.8680679798126221     217120.0
598     -1.662325263023376      0.8679787516593933     144686.328125
600     -1.665727972984314      0.8714320063591003     217698.0
602     -1.658535957336426      0.8686400055885315     217437.0
604     -1.663352012634277      0.8690999746322632     216980.5
606     -1.665647983551025      0.8698880076408386     217643.0
609     -1.661418557167053      0.8684372901916504     144760.671875
611     -1.666975975036621      0.8718960285186768     217815.0
614     -1.666117310523987      0.8707573413848877     145069.328125
616     -1.664479970932007      0.8695080280303955     217621.5
619     -1.662714600563049      0.8685173988342285     144650.328125
623     -1.659291982650757      0.8659780025482178     108442.75
626     -1.665962696075439      0.8725173473358154     145140.328125
628     -1.667271971702576      0.8715119957923889     218378.0
630     -1.660591959953308      0.8673000335693359     217121.5
632     -1.663104057312012      0.8693519830703735     217071.0
634     -1.664584040641785      0.8690680265426636     217508.5
637     -1.659813404083252      0.8692026734352112     144785.0
641     -1.659003973007202      0.8676479458808899     108320.0
643     -1.661080002784729      0.8690040111541748     217000.0
645     -1.662008047103882      0.8694559931755066     217166.0
648     -1.666762709617615      0.8708159923553467     145155.671875
650     -1.664623975753784      0.8698999881744385     217251.5
652     -1.662055969238281      0.8686720132827759     217417.5
654     -1.663264036178589      0.8693679571151733     217267.5
657     -1.664624094963074      0.8686986565589905     144803.328125
660     -1.659743905067444      0.8673253059387207     144590.328125
662     -1.661191940307617      0.8694999814033508     217151.0
664     -1.66049599647522      0.8702280521392822     217388.0
666     -1.6702880859375      0.8736799955368042     218375.0
668     -1.666895985603333      0.8725199699401855     218061.0
670     -1.660887956619263      0.8681919574737549     217576.0
672     -1.6631920337677      0.8694440126419067     217046.0
674     -1.66815197467804      0.8712120056152344     217834.5
677     -1.663792014122009      0.869856059551239     144982.671875
683     -1.65939199924469      0.8698267340660095     72495.1640625
685     -1.663255929946899      0.8694280385971069     217093.5
687     -1.666183948516846      0.8697999715805054     217545.0
691     -1.661183953285217      0.870058000087738     108830.0
693     -1.668911933898926      0.8739999532699585     218346.5
695     -1.664968013763428      0.869700014591217     218094.5
697     -1.659303903579712      0.8679599761962891     216799.0
699     -1.657055974006653      0.8647119998931885     216483.0
701     -1.657007932662964      0.8637959957122803     215890.5
703     -1.661872029304504      0.8685959577560425     216912.0
705     -1.656032085418701      0.8646279573440552     216333.5
708     -1.662149429321289      0.8664986491203308     144359.328125
710     -1.666928052902222      0.8719359636306763     217905.0
712     -1.660959959030151      0.8687440156936646     217288.5
715     -1.663008093833923      0.8695626854896545     144850.328125
717     -1.667384028434753      0.8733320236206055     218241.5
719     -1.662215948104858      0.8682039976119995     217470.0
721     -1.661720037460327      0.8700560331344604     217152.5
723     -1.663703918457031      0.8703039884567261     217470.0
725     -1.662879943847656      0.869488000869751     217581.0
727     -1.660631895065308      0.8697760105133057     217410.5
729     -1.664968013763428      0.8688120245933533     217519.0
731     -1.664648056030273      0.8699439764022827     217218.5
733     -1.656919956207275      0.8660839796066284     216695.0
735     -1.666575908660889      0.8711960315704346     217475.5
737     -1.661423921585083      0.869047999382019     217392.0
741     -1.661664009094238      0.8681420087814331     108521.25
743     -1.667608022689819      0.8709319829940796     217430.0
745     -1.664551973342896      0.8711559772491455     217846.0
747     -1.662335991859436      0.8690279722213745     217426.5
749     -1.65503191947937      0.8639919757843018     216341.5
752     -1.655648112297058      0.86572265625     144286.0
754     -1.662335991859436      0.8708800077438354     217425.0
756     -1.663039922714233      0.8691200017929077     217551.5
758     -1.662496089935303      0.8669800162315369     216865.0
761     -1.66377067565918      0.8697199821472168     145015.328125
763     -1.664992094039917      0.8693000078201294     217396.0
766     -1.665269374847412      0.8705200552940369     145088.328125
768     -1.664943933486938      0.8705880045890808     217740.5
771     -1.666186690330505      0.8718106746673584     145199.0
773     -1.662503957748413      0.8694440126419067     217418.5
775     -1.65833592414856      0.866320013999939     217054.0
777     -1.657279968261719      0.8662879467010498     216238.5
779     -1.661152005195618      0.8694000244140625     217144.0
781     -1.665647983551025      0.8702759742736816     217876.5
783     -1.663039922714233      0.8693640232086182     217315.5
785     -1.660416007041931      0.8675640225410461     216853.5
787     -1.664952039718628      0.8703880310058594     217450.0
789     -1.662296056747437      0.8707599639892578     217660.0
791     -1.670032024383545      0.8739359974861145     218191.0
794     -1.668704032897949      0.8723253607749939     145430.671875
796     -1.656888008117676      0.8633520007133484     216225.5
798     -1.655279994010925      0.8655959963798523     216213.5
801     -1.658922672271729      0.8677785992622375     144526.0
803     -1.65504002571106      0.8642240166664124     216272.5
805     -1.658472061157227      0.8669840097427368     216560.0
807     -1.661847949028015      0.8685640096664429     217088.0
809     -1.663815975189209      0.8706760406494141     217504.0
811     -1.664896011352539      0.8701399564743042     217614.5
813     -1.665511965751648      0.872048020362854     217839.0
817     -1.662851929664612      0.8708799481391907     108787.5
820     -1.660341262817383      0.8673306107521057     144657.0
