2.71935 6.34896 0
2.71935 7.05877 0
2.71935 7.76857 0
2.71935 8.47837 6.53542e-05
2.71935 9.18818 7.54087e-05
2.71935 9.89798 7.54087e-05
2.71935 10.6078 9.55177e-05
2.71935 11.3176 5.27861e-05
2.71935 12.0274 7.54087e-06
2.71935 12.7372 5.27861e-05
2.71935 13.447 0.000113113
2.71935 14.1568 0
2.71935 14.8666 0
2.71935 15.5764 0
2.71935 16.2862 0
2.71935 16.996 0
2.71935 17.7058 0
2.71935 18.4156 0
2.71935 19.1254 0
2.71935 19.8352 0
2.71935 20.5451 0
2.71935 21.2549 0
2.71935 21.9647 0
2.71935 22.6745 0
2.71935 23.3843 0
2.71935 24.0941 0
2.71935 24.8039 0
2.71935 25.5137 0
2.71935 26.2235 0
2.71935 26.9333 0
2.71935 27.6431 0

5.53584 6.34896 0
5.53584 7.05877 8.29495e-05
5.53584 7.76857 0.000279012
5.53584 8.47837 0.000432343
5.53584 9.18818 0.000407207
5.53584 9.89798 0.000658569
5.53584 10.6078 0.000630919
5.53584 11.3176 0.000472561
5.53584 12.0274 0.000208631
5.53584 12.7372 0.000321744
5.53584 13.447 0.000251362
5.53584 14.1568 0
5.53584 14.8666 0
5.53584 15.5764 0
5.53584 16.2862 0
5.53584 16.996 0
5.53584 17.7058 0
5.53584 18.4156 0
5.53584 19.1254 0
5.53584 19.8352 0
5.53584 20.5451 0
5.53584 21.2549 0
5.53584 21.9647 0
5.53584 22.6745 0
5.53584 23.3843 0
5.53584 24.0941 0
5.53584 24.8039 0
5.53584 25.5137 0
5.53584 26.2235 0
5.53584 26.9333 0
5.53584 27.6431 0

8.35233 6.34896 1.75954e-05
8.35233 7.05877 0.00011814
8.35233 7.76857 0.000216172
8.35233 8.47837 0.000786764
8.35233 9.18818 0.00132971
8.35233 9.89798 0.0013096
8.35233 10.6078 0.00148555
8.35233 11.3176 0.00110599
8.35233 12.0274 0.000678678
8.35233 12.7372 0.000525347
8.35233 13.447 0.000600756
8.35233 14.1568 0.000123168
8.35233 14.8666 9.55177e-05
8.35233 15.5764 1.50817e-05
8.35233 16.2862 0
8.35233 16.996 0
8.35233 17.7058 0
8.35233 18.4156 0
8.35233 19.1254 0
8.35233 19.8352 0
8.35233 20.5451 0
8.35233 21.2549 0
8.35233 21.9647 0
8.35233 22.6745 0
8.35233 23.3843 0
8.35233 24.0941 0
8.35233 24.8039 0
8.35233 25.5137 0
8.35233 26.2235 0
8.35233 26.9333 0
8.35233 27.6431 0

11.1688 6.34896 0.000186008
11.1688 7.05877 0.000525347
11.1688 7.76857 0.000779223
11.1688 8.47837 0.00150817
11.1688 9.18818 0.00234018
11.1688 9.89798 0.00217177
11.1688 10.6078 0.00240554
11.1688 11.3176 0.00208379
11.1688 12.0274 0.00135736
11.1688 12.7372 0.00095769
11.1688 13.447 0.000739005
11.1688 14.1568 0.000304148
11.1688 14.8666 0.000170926
11.1688 15.5764 0.000115627
11.1688 16.2862 0
