# Simulazione modello di Ising 1D
# Mossa 	 Energia 	 Magnetizzazione 	 Dimensione cluster
1     -1.710299968719482      -0.8970000147819519       37940.0
2     -1.659299969673157      0.8598999977111816     35138.0
3     -1.658200025558472      0.8565999865531921     66.0
4     -1.627400040626526      -0.8483499884605408     34099.0
5     -1.615399956703186      0.8446000218391418     33859.0
6     -1.61679995059967      0.8466500043869019     41.0
7     -1.616999983787537      0.8468000292778015     3.0
8     -1.634600043296814      -0.857699990272522     34090.0
9     -1.617699980735779      0.8470000028610229     34094.0
10     -1.61489999294281      -0.8478999733924866     33898.0
11     -1.608700037002563      0.8468499779701233     33895.0
12     -1.608199954032898      0.8465999960899353     5.0
13     -1.622400045394897      -0.8353999853134155     33640.0
14     -1.621399998664856      0.8418999910354614     33546.0
15     -1.603800058364868      -0.8303499817848206     33445.0
16     -1.617900013923645      0.8228499889373779     33064.0
17     -1.612200021743774      -0.8410500288009644     33278.0
18     -1.602499961853027      0.8329499959945679     33480.0
19     -1.615000009536743      -0.8296999931335449     33253.0
20     -1.621600031852722      0.8450499773025513     33495.0
21     -1.613999962806702      -0.84579998254776     33817.0
22     -1.618000030517578      0.8414999842643738     33746.0
23     -1.600200057029724      -0.8303999900817871     33438.0
24     -1.59909999370575      0.8274499773979187     33157.0
25     -1.611999988555908      -0.842199981212616     33393.0
26     -1.604099988937378      0.8319500088691711     33483.0
27     -1.571799993515015      -0.8072999715805054     32785.0
28     -1.593000054359436      0.8361999988555908     32870.0
29     -1.604699969291687      -0.8341000080108643     33406.0
30     -1.60450005531311      -0.8340499997138977     1.0
31     -1.615800023078918      0.8402000069618225     33485.0
32     -1.616000056266785      0.8402500152587891     1.0
33     -1.602499961853027      -0.8335000276565552     33475.0
34     -1.60290002822876      -0.833899974822998     8.0
35     -1.612599968910217      0.8432000279426575     33542.0
36     -1.610200047492981      -0.8349000215530396     33562.0
37     -1.616700053215027      0.8403499722480774     33505.0
38     -1.596199989318848      -0.820900022983551     33225.0
39     -1.595199942588806      0.8275499939918518     32969.0
40     -1.595999956130981      -0.8188999891281128     32929.0
41     -1.588099956512451      0.8199999928474426     32778.0
42     -1.603500008583069      -0.8344500064849854     33089.0
43     -1.601600050926208      0.831849992275238     33326.0
